kernel,C,gamma,epsilon,degree,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
poly,"10,0",auto,"0,1",2,"54,95619993749042","306,4054591961768","239,68049011448795","54,95619993749042","282,61384782702856","239,68049011448798","54,95619993749041","52,355688711350474","45,30457602863059","45,858238113783926","42,454288877227306","48,7890420313132","67,92334863890312","82,00821716122428"
poly,"10,0",auto,"0,01",2,"54,95757098664735","306,4221818770342","239,6927538668404","54,95757098664735","282,62665012799823","239,69275386684038","54,95757098664735","52,355482708994366","45,304225416489786","45,86967898318445","42,45730484416788","48,789720225468386","67,91836328340021","82,00822144482635"
poly,"10,0",auto,"0,5",2,"54,967723670631315","306,41143742781185","239,71442176208058","54,967723670631315","282,63253035570904","239,71442176208058","54,96772367063131","52,36289753927336","45,310838342652374","45,8672633660875","42,46659775695353","48,80150670081088","67,9452357071152","82,01972628152632"
poly,"1,0",scale,"0,5",2,"55,209204390516035","341,9855206916438","268,1231802832506","55,209204390516035","313,7103874732728","268,12318028325063","55,20920439051603","53,320131336520205","45,263098026116865","44,61333963622248","45,00227931070549","45,33079536189537","64,96852890530818","87,96625815684362"
poly,"1,0",scale,"0,1",2,"55,212487924005515","342,01267729585334","268,15566294265307","55,212487924005515","313,7384716884074","268,15566294265307","55,21248792400551","53,32578667098116","45,27029977259103","44,61768924263345","45,0079397005145","45,332920858566794","64,97097952499014","87,96179969776152"
poly,"1,0",scale,"0,01",2,"55,21325595953388","342,02053970415295","268,1645309337114","55,21325595953388","313,7451555203963","268,16453093371143","55,213255959533875","53,32631235294739","45,27095942654568","44,61811744727389","45,00912492716318","45,33360851007146","64,97501715173848","87,95965190099712"
poly,"10,0",scale,"0,01",2,"55,286648546863674","307,0918433751598","240,62366885763583","55,286648546863674","283,2845552548221","240,62366885763586","55,28664854686367","52,592214322777224","45,88784387202759","46,3394031645426","42,79583744511223","49,23722158767668","68,00994311274485","82,14407632316448"
poly,"10,0",scale,"0,1",2,"55,29165384330015","307,09417541558537","240,63244447431168","55,29165384330015","283,29136548929745","240,63244447431165","55,291653843300146","52,58871095736066","45,88690136933935","46,35574396941593","42,79995437481653","49,23845497553852","68,01969962967416","82,1521116269559"
poly,"10,0",scale,"0,5",2,"55,31816512776598","307,2054005748927","240,7554851252476","55,31816512776598","283,4197347067886","240,7554851252476","55,31816512776599","52,58400889592663","45,8821162741985","46,429121465129256","42,81728253921392","49,24855729603027","68,07332477120565","82,19274465265764"
poly,"1,0",auto,"0,1",2,"55,510093094765985","345,3023154774826","271,0977043335569","55,510093094765985","316,8494233346425","271,0977043335569","55,510093094765985","53,54177561337873","45,54153265532628","45,04144588462529","45,38223337147288","45,488707040220135","65,10523233611514","88,46972476222342"
poly,"1,0",auto,"0,01",2,"55,51108740939041","345,3146479630663","271,10729725298245","55,51108740939041","316,86209581470547","271,10729725298245","55,51108740939042","53,543111743636004","45,542120993848954","45,04286323157494","45,3832893263601","45,4893005189894","65,10572089242507","88,47120515889844"
