kernel,C,gamma,epsilon,degree,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
poly,"0,1",0.001,50,3,58.99787401073481,"360,8809883002998","299,251034173216","58,99787401073481","339,8132780858653","299,251034173216","58,997874010734805","57,82385290511786","53,35638999560119","52,20878711263282","48,234940612664836","42,137501892670585","66,4931882971965","92,73045725925986"
poly,"0,1",scale,50,3,61.22718750119614,"260,5986953850717","217,62522060426724","61,22718750119614","250,9270188419792","217,62522060426727","61,227187501196134","54,78055818249117","55,36904755304181","57,09588923490883","55,33400351420303","58,61445152858187","66,94972448742297","80,4466380077233"
poly,"0,1",auto,50,3,61.22718750119621,"260,59869538507184","217,6252206042674","61,22718750119621","250,92701884197933","217,6252206042674","61,22718750119621","54,780558182491234","55,369047553041874","57,09588923490891","55,33400351420313","58,61445152858197","66,94972448742305","80,44663800772335"
poly,"0,1",scale,25,3,64.2332767733296,"267,48144858119053","224,8631006445448","64,2332767733296","257,55736189494473","224,86310064454477","64,2332767733296","57,031291612062816","58,026968580442706","60,039955735169364","59,15003015286694","62,87583554807068","69,49067993334945","83,01817585134529"
poly,"0,1",auto,25,3,64.23327677332969,"267,48144858119065","224,86310064454497","64,23327677332969","257,5573618949449","224,86310064454497","64,2332767733297","57,031291612062866","58,026968580442784","60,03995573516944","59,15003015286703","62,87583554807079","69,49067993334951","83,01817585134546"
poly,"0,1",scale,5,3,64.89798060052503,"269,16734928146417","226,4899789084903","64,89798060052503","259,1638830889229","226,4899789084903","64,89798060052503","57,48123156023368","58,73406528911455","60,84079414913369","60,135330941195875","63,900272579174704","69,98949396495901","83,20467571986373"
poly,"0,1",auto,5,3,64.89798060052512,"269,16734928146434","226,48997890849049","64,89798060052512","259,1638830889231","226,48997890849049","64,89798060052512","57,48123156023374","58,734065289114625","60,84079414913377","60,135330941195974","63,90027257917482","69,98949396495908","83,20467571986376"
poly,"0,1",scale,1,3,65.18902666561034,"269,971786769127","227,30706146399223","65,18902666561034","259,9398697032788","227,3070614639922","65,18902666561034","57,704727541057395","59,032851987054805","61,162301641803886","60,49683798211501","64,35271747824791","70,23304595710476","83,34070407188858"
poly,"0,1",auto,1,3,65.18902666561041,"269,9717867691272","227,30706146399243","65,18902666561041","259,93986970327904","227,3070614639924","65,1890266656104","57,70472754105745","59,03285198705489","61,162301641803964","60,4968379821151","64,35271747824802","70,23304595710482","83,34070407188857"
poly,"1,0",scale,5,2,78.10822759948532,"328,4585422642116","276,3056681987408","78,10822759948532","314,51684074950845","276,3056681987408","78,10822759948532","81,19063688025737","73,65574962809791","81,33167937689376","73,97920001927176","68,73223427818291","77,18714512361228","90,68094789008127"
poly,"1,0",auto,5,2,78.10822759948549,"328,45854226421187","276,30566819874116","78,10822759948549","314,51684074950884","276,3056681987411","78,1082275994855","81,19063688025753","73,65574962809805","81,3316793768941","73,97920001927196","68,73223427818311","77,18714512361242","90,68094789008123"
poly,"1,0",scale,1,2,78.20744545650427,"328,7885291775925","276,67452684053376","78,20744545650427","314,83021201256827","276,67452684053376","78,20744545650427","81,1501368322894","73,6818328181731","81,37928900813549","74,13333896737453","68,95311799888309","77,42121983726808","90,7331827334062"
poly,"1,0",auto,1,2,78.2074454565044,"328,7885291775928","276,674526840534","78,2074454565044","314,83021201256855","276,674526840534","78,2074454565044","81,1501368322896","73,68183281817325","81,37928900813566","74,13333896737466","68,95311799888319","77,42121983726818","90,73318273340627"
poly,"1,0",scale,25,2,79.6061716077992,"332,3722625638034","280,1793472799584","79,6061716077992","318,20238686309887","280,17934727995834","79,6061716077992","82,80649722501965","75,05717240440804","83,31591969823026","75,6809142719467","70,47763466591593","78,69874222504744","91,20632076402636"
poly,"1,0",auto,25,2,79.6061716077993,"332,37226256380364","280,1793472799586","79,6061716077993","318,20238686309904","280,17934727995856","79,6061716077993","82,80649722501975","75,05717240440812","83,3159196982304","75,68091427194682","70,47763466591604","78,6987422250475","91,20632076402643"
poly,"1,0",scale,50,2,80.08126455851823,"333,94533994299377","281,7268055953875","80,08126455851823","319,4268627998389","281,7268055953875","80,08126455851821","83,52690512058926","75,57664392930032","83,6830606877012","76,24436302033988","71,22916795511614","79,25324164984573","91,05546954673505"
poly,"1,0",auto,50,2,80.0812645585183,"333,9453399429939","281,72680559538765","80,0812645585183","319,42686279983906","281,72680559538765","80,0812645585183","83,52690512058935","75,57664392930037","83,68306068770136","76,24436302033999","71,22916795511622","79,25324164984578","91,05546954673504"
poly,"10,0",0.01,5,2,88.1945479973484,"354,63181285420455","300,5253551494303","88,1945479973484","339,4684316580968","300,5253551494303","88,19454799734841","94,08688242347193","84,05109317551747","95,04521596765005","83,07964266832064","78,72668141285908","86,46961374964664","95,90270658397299"
poly,"10,0",0.01,50,2,88.2221974378383,"355,72975479535313","301,57983083194745","88,2221974378383","340,14297151021714","301,57983083194733","88,2221974378383","94,03549059972894","83,59518803930926","94,0539107196862","83,21564439370604","79,00619834298865","87,01118136094487","96,63776860850413"
poly,"10,0",0.01,25,2,88.77107613361895,"356,1510563310484","302,05271988251457","88,77107613361895","340,8474514818672","302,0527198825145","88,77107613361893","94,96149678414683","84,47874257335943","95,33318509197471","83,53863830390611","79,24979310802252","87,17006051655554","96,66561655736741"
poly,"10,0",0.01,1,2,89.11584770038218,"356,7330810545001","302,5821429788727","89,11584770038218","341,49070702739465","302,5821429788727","89,11584770038219","95,29070497078425","85,01580065244121","96,05274247974737","83,89017066616353","79,62696716495373","87,29897429940411","96,63557366918104"
poly,"10,0",0.01,50,3,120.93069268559158,"428,0979158222873","383,68631998137903","120,93069268559158","413,32420364949405","383,6863199813791","120,93069268559157","102,67888089946749","106,92249599335936","111,87177557588626","119,84279727089658","129,54928136852408","140,14371298803513","135,50590470297217"
poly,"10,0",auto,50,2,127.44688080752589,"530,4215731704697","456,10684195206545","127,44688080752589","506,37114233154676","456,1068419520655","127,44688080752589","137,6510789667391","122,15063890142308","142,98928150125897","118,2400180801609","117,15598214986349","121,74502960281467","132,19613645042102"
poly,"10,0",scale,50,2,127.44688080752621,"530,4215731704714","456,10684195206744","127,44688080752621","506,37114233154847","456,10684195206744","127,44688080752621","137,65107896673985","122,15063890142413","142,98928150125903","118,240018080161","117,15598214986422","121,74502960281428","132,19613645042105"
poly,"10,0",auto,25,2,127.70222172832635,"534,164141265663","459,6676421117231","127,70222172832635","509,9591515303951","459,6676421117231","127,70222172832635","137,8340752713922","122,69859390041094","143,1976280977867","118,50582838953164","117,6856138167628","122,08348230142487","131,91033032097542"
poly,"10,0",scale,25,2,127.70222172832739,"534,1641412656691","459,66764211172887","127,70222172832739","509,95915153040096","459,6676421117289","127,70222172832739","137,8340752713931","122,69859390041213","143,19762809778757","118,50582838953258","117,6856138167639","122,0834823014259","131,91033032097656"
