kernel,C,gamma,epsilon,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
linear,"0,1",scale,"0,01","64,75120783447225","323,36914523363976","251,04039780198218","64,75120783447225","288,10854419578254","251,04039780198218","64,75120783447225","53,81215374007766","46,10822343371984","55,858058026218885","54,18935661822","64,97249266435648","77,7485941104205","100,56957624829238"
linear,"0,1",scale,"0,1","64,76071835763584","323,3469069523846","251,02217050511086","64,76071835763584","288,0865519799259","251,02217050511084","64,76071835763584","53,81213389141603","46,107474499733705","55,860431894110945","54,191014064640996","65,01147608979545","77,77709227427036","100,56540578948335"
linear,"0,1",scale,"0,5","64,77882860176365","323,3459588366202","251,026795339143","64,77882860176365","288,08939740053177","251,026795339143","64,77882860176365","53,802977444818566","46,11444325259355","55,88624834782486","54,21047747555764","65,0858433812929","77,82641512820008","100,52539518205793"
linear,"1,0",scale,"0,5","66,96345300510825","399,77839269263166","280,58647321560926","66,96345300510825","326,6483876567894","280,5864732156093","66,96345300510824","52,76465994134825","47,25461292034668","64,4496698106914","57,91137960079212","70,50040425638983","78,56668767023288","97,2967568359565"
linear,"1,0",scale,"0,1","66,9973979013703","399,9128644710503","280,6584458639186","66,9973979013703","326,72871824865496","280,65844586391864","66,99739790137032","52,76056193858159","47,255323931647766","64,47585740307906","57,94183816431692","70,590209999141","78,6352850149494","97,32270885787646"
linear,"1,0",scale,"0,01","67,00858860370113","399,89322733702215","280,6817637181564","67,00858860370113","326,74457557735155","280,68176371815633","67,00858860370111","52,762926538396385","47,262959241756334","64,48103894705024","57,955628921843434","70,61740851851697","78,65550211800486","97,3246559403396"
linear,"10,0",scale,"0,01","70,1555334996688","447,9440667872869","310,20042759315254","70,1555334996688","360,65499320479313","310,20042759315254","70,1555334996688","55,064758499070905","51,102800687762524","70,14480113104928","63,28060368143293","75,01333729037646","79,18957541377765","97,29285779421193"
linear,"10,0",scale,"0,1","70,23112789491864","448,28380950939385","310,4921985204402","70,23112789491864","360,98039198952426","310,4921985204402","70,23112789491863","55,10340741231098","51,157605760791135","70,19999621305529","63,34588104878","75,10850307068121","79,23063690396216","97,4718648548497"
linear,"10,0",scale,"0,5","70,250222422448","448,5794684010164","310,87693306077045","70,250222422448","361,391905358313","310,87693306077045","70,250222422448","55,17441089553332","51,24851407102973","70,25248681771147","63,4154245951328","75,12547453687617","79,1579648744807","97,37728116637184"
linear,"100,0",scale,"0,01","71,65987345290044","462,9858559029117","321,5685043573185","71,65987345290044","373,17366444208153","321,5685043573185","71,65987345290044","56,44411905076948","53,014523658031244","72,14428012620917","65,71618876910324","77,15247363382672","79,56391597250331","97,58361295985992"
linear,"100,0",scale,"0,5","71,68398280317786","463,11698695399167","321,551649576174","71,68398280317786","373,1879926674145","321,55164957617404","71,68398280317786","56,440786165029735","53,00280144630432","72,1221836855737","65,71919212138084","77,13397102675037","79,54950094450274","97,81944423270326"
linear,"100,0",scale,"0,1","71,6859000762035","463,08623864167254","321,62001396639965","71,6859000762035","373,2408265734643","321,62001396639965","71,6859000762035","56,45204788067693","53,02197207181209","72,14575883721817","65,7276388722924","77,14744173753465","79,54391595793896","97,76252517595125"
