kernel,C,gamma,epsilon,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
rbf,"1,0",0.01,"0,01","56,9026066615625","342,6998639242005","282,9904709754201","56,9026066615625","322,6514533489059","282,9904709754201","56,902606661562494","56,65664483687593","53,024448230868046","51,76349138006884","47,668064786479434","40,33199138544212","61,44749810526905","87,42610790593406"
rbf,"1,0",0.01,"0,1","56,90381337835154","342,70878456388573","283,0018628672489","56,90381337835154","322,6602709574116","283,0018628672489","56,90381337835155","56,65752222825096","53,02592762440227","51,76475067003672","47,66989966466366","40,33279854815139","61,44884913036029","87,42694578259551"
rbf,"1,0",0.01,"0,5","56,90864179474761","342,7580695942511","283,05353316193947","56,90864179474761","322,7037830272657","283,05353316193947","56,90864179474761","56,663033724282634","53,0330864524609","51,77088848862047","47,672728554669646","40,33697406105805","61,45177411824126","87,43200716390027"
rbf,"0,1",0.01,"0,5","58,2759881978789","353,80014167918614","293,0341585094721","58,2759881978789","332,9784364789184","293,03415850947215","58,2759881978789","57,315399587759","53,03759472237919","51,76238236329913","47,819978609225636","41,399077764510835","65,18892832594159","91,40855601203691"
rbf,"0,1",0.01,"0,1","58,285335498631845","353,8845462830668","293,1244917532932","58,285335498631845","333,06043323022453","293,1244917532932","58,28533549863183","57,323655600548676","53,04747858145488","51,770094518954","47,828656064763976","41,407852127018714","65,20051603829663","91,419095559386"
rbf,"0,1",0.01,"0,01","58,286282347090264","353,893405775126","293,1336637178257","58,286282347090264","333,0689545929131","293,1336637178257","58,286282347090264","57,324562680895866","53,04851287191518","51,770934455912425","47,82952989729069","41,408777813335526","65,20158658265703","91,42007212762513"
rbf,"0,1",0.1,"0,5","59,039557522338384","361,2785357816908","299,66957355682086","59,039557522338384","340,1967571181576","299,6695735568209","59,03955752233838","57,86207766384725","53,401041981964674","52,24340062094696","48,27598347629241","42,1803905340289","66,54054228446799","92,77346609482045"
rbf,"0,1",0.1,"0,01","59,04492317081757","361,329412306477","299,7227008252162","59,04492317081757","340,2458703205178","299,7227008252162","59,04492317081758","57,866820723744944","53,406646695663454","52,247737473987286","48,28093868931095","42,185816471967875","66,54718316145487","92,77931897959367"
rbf,"0,1",0.1,"0,1","59,04558089009083","361,33565025535347","299,7292137100842","59,04558089009083","340,25189219638094","299,72921371008425","59,04558089009083","57,86740211720387","53,40733373749644","52,248269168995535","48,281546113382326","42,18648157778334","66,5479971068152","92,7800364089591"
rbf,"0,1",auto,"0,5","59,3825505969717","364,6582599787017","303,44425058400634","59,3825505969717","343,48307715419304","303,4442505840062","59,382550596971704","58,2251833817554","53,85600230040423","52,57867384289236","48,71337501288914","42,54643328766031","66,76825843979273","92,98992791340771"
rbf,"0,1",scale,"0,5","59,3825505969717","364,6582599787017","303,44425058400634","59,3825505969717","343,48307715419304","303,4442505840062","59,382550596971704","58,2251833817554","53,85600230040423","52,57867384289236","48,71337501288914","42,54643328766031","66,76825843979273","92,98992791340771"
rbf,"0,1",auto,"0,01","59,38493256281603","364,680767796875","303,4678635150588","59,38493256281603","343,5050247039526","303,4678635150588","59,384932562816026","58,227288261259446","53,85845540679516","52,58058361993601","48,71563280779675","42,54882567011138","66,7711975157203","92,9925446580932"
rbf,"0,1",scale,"0,01","59,38493256281603","364,680767796875","303,4678635150588","59,38493256281603","343,5050247039526","303,4678635150588","59,384932562816026","58,227288261259446","53,858455406795166","52,58058361993601","48,71563280779675","42,54882567011138","66,7711975157203","92,9925446580932"
rbf,"0,1",auto,"0,1","59,386624305257044","364,6968139359561","303,484639255847","59,386624305257044","343,5206110194222","303,484639255847","59,38662430525704","58,22879359580504","53,86022594466583","52,58198087485806","48,717226572603195","42,55052562026222","66,77326190415326","92,99435562445167"
rbf,"0,1",scale,"0,1","59,386624305257044","364,6968139359561","303,484639255847","59,386624305257044","343,5206110194222","303,484639255847","59,38662430525704","58,22879359580504","53,86022594466583","52,58198087485806","48,717226572603195","42,55052562026222","66,77326190415326","92,99435562445167"
rbf,"1,0",0.1,"0,01","60,411522360325144","374,35958458897966","313,40151752473764","60,411522360325144","352,9042503139772","313,40151752473764","60,411522360325144","59,11920374788014","54,83761142286271","53,36065353279814","49,609452102198276","43,58018435443367","68,17970502070324","94,19384634139982"
rbf,"1,0",0.1,"0,1","60,41233397187047","374,3673724684435","313,4096806990131","60,41233397187047","352,9118573296754","313,4096806990131","60,41233397187047","59,119960325026184","54,83844763463442","53,36131927684356","49,61023851095755","43,581004554095585","68,18068972863738","94,19467777289857"
rbf,"1,0",0.1,"0,5","60,413186059365856","374,37555259677106","313,41825360153223","60,413186059365856","352,91984817334315","313,41825360153223","60,413186059365856","59,12075549657053","54,83932480706771","53,3620191593312","49,61106474289413","43,58186551326371","68,18172246215369","94,19555023428005"
rbf,"10,0",0.01,"0,5","63,640623067751875","413,14779893557966","359,22207625283454","63,640623067751875","393,4074738806712","359,22207625283454","63,64062306775188","63,284044103351015","60,970502353602285","59,83044113201569","53,88529674207262","46,95231014405391","68,20582448836957","92,355942510798"
rbf,"10,0",0.01,"0,1","63,644134510793826","413,16931264104574","359,2574718528258","63,644134510793826","393,4264883547008","359,2574718528258","63,64413451079382","63,28647687763029","60,972669528638406","59,83259384866393","53,88755437277856","46,955514265800005","68,21246699799349","92,36166568405208"
rbf,"10,0",0.01,"0,01","63,64423685611047","413,16879814451033","359,2572013225554","63,64423685611047","393,42472648659975","359,2572013225554","63,64423685611047","63,286095207197945","60,971835967206474","59,8315783121658","53,88638395295018","46,95640988669983","68,21367515816854","92,36367950838446"
