kernel,C,gamma,epsilon,degree,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
poly,"0,1",auto,"0,1",2,"49,712994006894796","266,58340410266453","209,16341234028073","49,712994006894796","254,0097566111421","209,1634123402807","49,712994006894796","48,2645590316811","43,7292723156426","44,30516698797746","39,771100742609725","34,92817781529769","55,33026206410161","81,6624190909534"
poly,"0,1",scale,"0,1",2,"49,7129940068948","266,58340410266453","209,1634123402808","49,7129940068948","254,00975661114217","209,16341234028076","49,7129940068948","48,2645590316811","43,72927231564261","44,30516698797745","39,77110074260973","34,92817781529769","55,33026206410162","81,66241909095342"
poly,"0,1",scale,"0,5",2,"49,713570206900016","266,58225860855396","209,16394105082077","49,713570206900016","254,00796360584508","209,16394105082074","49,71357020690001","48,26542891394075","43,72962569267587","44,30820083173599","39,76974067505678","34,92851104968081","55,32955829642496","81,66392598878497"
poly,"0,1",auto,"0,5",2,"49,713570206900016","266,58225860855396","209,1639410508207","49,713570206900016","254,00796360584505","209,16394105082074","49,71357020690002","48,26542891394075","43,72962569267587","44,30820083173599","39,769740675056774","34,92851104968081","55,32955829642496","81,66392598878497"
poly,"0,1",auto,"0,01",2,"49,71394925003229","266,6036002065967","209,18028131256023","49,71394925003229","254,0259610063549","209,1802813125602","49,71394925003229","48,266876212878174","43,73107805429574","44,30314515072919","39,77169387594171","34,92682165446509","55,33206134612897","81,66596845578718"
poly,"0,1",scale,"0,01",2,"49,7139492500323","266,6036002065967","209,18028131256023","49,7139492500323","254,02596100635492","209,18028131256023","49,71394925003229","48,26687621287818","43,73107805429575","44,303145150729186","39,77169387594171","34,92682165446509","55,33206134612897","81,66596845578718"
poly,"1,0",scale,"0,5",2,"77,69742751280779","329,57281499500266","275,5836292463108","77,69742751280779","315,43996029581774","275,58362924631086","77,6974275128078","79,47296731670605","71,8596731683643","86,73465576101088","72,5975552854621","65,94364134564556","77,45554252294747","89,81795718951822"
poly,"1,0",auto,"0,5",2,"77,69742751280788","329,5728149950029","275,58362924631103","77,69742751280788","315,4399602958179","275,58362924631103","77,69742751280786","79,47296731670619","71,85967316836437","86,73465576101104","72,59755528546215","65,94364134564566","77,45554252294754","89,81795718951825"
poly,"1,0",scale,"0,01",2,"77,75461113323973","329,73087577374656","275,7182412827479","77,75461113323973","315,58852555948675","275,7182412827479","77,75461113323975","79,55314396678563","71,91975540503996","86,86085855740691","72,66453749410783","66,00008590208222","77,47017191898149","89,81372468827416"
poly,"1,0",auto,"0,01",2,"77,7546111332398","329,7308757737467","275,718241282748","77,7546111332398","315,588525559487","275,718241282748","77,7546111332398","79,55314396678574","71,91975540504002","86,86085855740703","72,66453749410789","66,00008590208228","77,47017191898155","89,81372468827418"
poly,"1,0",scale,"0,1",2,"77,77101293616751","329,76060694854993","275,75074263109104","77,77101293616751","315,61757781829573","275,7507426310911","77,77101293616751","79,57281974933974","71,93275203215526","86,87378793618696","72,68084382273815","66,01678282295026","77,4898024109293","89,83030177887292"
poly,"1,0",auto,"0,1",2,"77,77101293616766","329,7606069485504","275,75074263109144","77,77101293616766","315,6175778182961","275,75074263109144","77,77101293616765","79,57281974933989","71,93275203215538","86,87378793618713","72,6808438227383","66,01678282295043","77,48980241092947","89,83030177887305"
poly,"10,0",scale,"0,1",2,"131,01712642708281","538,5753167413875","461,45830970770396","131,01712642708281","514,0490647034597","461,45830970770396","131,01712642708281","142,73918353022228","128,94486633512852","145,05259127085196","123,36292603583422","118,23363046624924","128,53489235093738","130,25179500035614"
poly,"10,0",auto,"0,1",2,"131,0171264270855","538,5753167414009","461,45830970771783","131,0171264270855","514,0490647034733","461,45830970771783","131,0171264270855","142,73918353022464","128,94486633513156","145,0525912708548","123,36292603583576","118,2336304662526","128,53489235094423","130,25179500035495"
poly,"10,0",scale,"0,01",2,"131,03655194958412","538,7903156299103","461,6805402916924","131,03655194958412","514,273629953632","461,68054029169247","131,0365519495841","142,75633139223302","128,98698877765554","145,08105766676786","123,38197007722512","118,27122067334051","128,57693821242447","130,20135684744227"
poly,"10,0",auto,"0,01",2,"131,03655194958472","538,7903156299127","461,6805402916944","131,03655194958472","514,2736299536346","461,68054029169446","131,03655194958472","142,75633139223316","128,98698877765526","145,0810576667683","123,38197007722582","118,27122067334125","128,57693821242594","130,20135684744332"
poly,"10,0",scale,"0,5",2,"131,04427897797018","538,6099743788436","461,4406589628411","131,04427897797018","514,0572475016309","461,44065896284116","131,04427897797018","142,7841779147306","128,94158618398993","145,04867337696928","123,37863649182212","118,21492247905051","128,5160319823759","130,4259244168528"
poly,"10,0",auto,"0,5",2,"131,04427897797095","538,6099743788473","461,4406589628451","131,04427897797095","514,0572475016346","461,4406589628451","131,04427897797095","142,7841779147316","128,94158618399138","145,04867337697067","123,37863649182249","118,21492247905194","128,51603198237598","130,42592441685252"
poly,"50,0",scale,"0,5",2,"145,9102905256526","7624,840452918837","6916,745552733789","145,9102905256526","7448,423600188852","6916,74555273379","145,91029052565258","144,0944550124598","141,24789403705998","148,5739016431807","142,0350824928619","145,05818752849507","150,95868830569697","149,40382465981378"
poly,"50,0",auto,"0,5",2,"145,91029052565798","7624,840452918839","6916,745552733813","145,91029052565798","7448,423600188864","6916,7455527338125","145,91029052565798","144,09445501245713","141,24789403705518","148,57390164317883","142,03508249288686","145,05818752851513","150,95868830568836","149,40382465982438"
poly,"50,0",auto,"0,1",2,"145,9817980768335","7639,907565505326","6930,654608969163","145,9817980768335","7462,829486674853","6930,654608969162","145,9817980768335","144,13949459714763","141,37546402339746","148,63670391743162","142,37190042639875","145,07607625913306","151,02342179539195","149,2495255189341"
poly,"50,0",scale,"0,1",2,"145,98179807683982","7639,907565505053","6930,654608968944","145,98179807683982","7462,829486674584","6930,654608968943","145,9817980768398","144,13949459714723","141,37546402340593","148,6367039174334","142,37190042640688","145,07607625914198","151,0234217953989","149,24952551894438"
poly,"50,0",auto,"0,01",2,"146,01998631730797","7642,486885173767","6933,188544292553","146,01998631730797","7465,364230832667","6933,188544292554","146,01998631730797","144,16759168386818","141,40850502734395","148,67817532998203","142,60324715081362","145,07616357141836","151,03727555780353","149,16894589992614"
poly,"50,0",scale,"0,01",2,"146,01998631730874","7642,486885172916","6933,188544291813","146,01998631730874","7465,36423083185","6933,188544291814","146,0199863173087","144,16759168386596","141,40850502735003","148,6781753299716","142,60324715079824","145,0761635714311","151,03727555780878","149,16894589993538"
