Date,daily_rmse
2025-01-01,54.54762199201879
2025-01-02,703.6828978936171
2025-01-03,511.4762232594316
2025-01-04,901.6832740600972
2025-01-05,521.4643389170252
2025-01-06,176.33342059793765
2025-01-07,208.56539991884645
2025-01-08,646.3123764607576
2025-01-09,903.2534526238056
2025-01-10,838.0201890342929
2025-01-11,722.041534396534
2025-01-12,827.1555559066346
2025-01-13,565.8872786411738
2025-01-14,414.6428403966169
2025-01-15,1642.9325897088338
2025-01-16,736.5822834453587
2025-01-17,770.7421286269642
2025-01-18,983.642939786186
2025-01-19,947.0984572910548
2025-01-20,1947.6555040450205
2025-01-21,1230.8758407486775
2025-01-22,1176.808323652821
2025-01-23,716.7828549263435
2025-01-24,269.76446558203025
2025-01-25,686.2878055265331
2025-01-26,716.0042690676883
2025-01-27,288.9502243144758
2025-01-28,692.2183662668134
2025-01-29,792.5295587907045
2025-01-30,904.4324394307117
2025-01-31,1015.5183489644822
2025-02-01,981.5110457767051
2025-02-02,998.6010446577254
2025-02-03,1140.2650931320986
2025-02-04,766.3111608798683
2025-02-05,703.9400630748111
2025-02-06,1034.0626258076506
2025-02-07,750.1212064368356
2025-02-08,626.5738501125475
2025-02-09,781.3260527290767
2025-02-10,601.5749303510453
2025-02-11,561.2561800913785
2025-02-12,1007.6164707152757
2025-02-13,1191.0127517581832
2025-02-14,1369.295291904698
2025-02-15,979.1167416191412
2025-02-16,976.7569201285146
2025-02-17,1168.7081946531753
2025-02-18,984.336059403473
2025-02-19,799.0864217793801
2025-02-20,479.7929347559012
2025-02-21,528.0635155786098
2025-02-22,514.50441577646
2025-02-23,540.2722915190345
2025-02-24,437.47594394572377
2025-02-25,1024.2556660072835
2025-02-26,991.2125820916182
2025-02-27,938.3467398285976
2025-02-28,924.3508518623778
2025-03-01,885.2596013370211
2025-03-02,602.7325355557966
2025-03-03,486.1334713824899
2025-03-04,330.9929758034001
2025-03-05,221.17463071796976
2025-03-06,625.367463956134
2025-03-07,783.9455336428298
2025-03-08,743.1371901766735
2025-03-09,654.5732899903555
2025-03-10,821.3143492653439
2025-03-11,902.8682466783093
2025-03-12,919.9405561120166
2025-03-13,933.5897940166878
2025-03-14,896.6927726503665
2025-03-15,688.494942983138
2025-03-16,507.49327407444974
2025-03-17,766.8745304948756
2025-03-18,725.0723891450373
2025-03-19,870.8825936097568
2025-03-20,890.6717705597489
2025-03-21,567.0431182966038
2025-03-22,137.8047572075135
2025-03-23,552.183739337833
