fold,week,week_start,week_end,weekly_rmse,weekly_mae,weekly_smape
1,1,2025-01-01,2025-01-07 23:00:00,355.44521398407784,312.3557020967262,79.74692525965862
1,2,2025-01-08,2025-01-14 23:00:00,347.92118513472235,289.7701310964073,50.79166157854339
1,3,2025-01-15,2025-01-21 23:00:00,660.6287326320476,366.1278256440618,27.875910963062733
1,4,2025-01-22,2025-01-28 23:00:00,479.25507092793845,401.6133800554493,56.87339891140982
1,5,2025-01-29,2025-02-04 23:00:00,322.98104770296817,260.94907322112385,29.209894629571842
1,6,2025-02-05,2025-02-11 23:00:00,288.0062250571713,238.72545354375706,30.66896443838087
1,7,2025-02-12,2025-02-18 23:00:00,367.0495653258322,262.2198406809807,24.452976196568898
1,8,2025-02-19,2025-02-25 23:00:00,409.69511378605,354.5833618143424,52.04299752647318
1,9,2025-02-26,2025-03-04 23:00:00,409.74990852174403,347.07456261146547,58.14515702466638
1,10,2025-03-05,2025-03-11 23:00:00,415.64010359346605,365.4920190037202,71.47085702010504
1,11,2025-03-12,2025-03-18 23:00:00,334.75680668382864,252.19455607607,39.616476078152246
1,12,2025-03-19,2025-03-25 23:00:00,455.86807361319023,385.5458868010204,81.98024129197447
1,13,2025-03-26,2025-04-01 23:00:00,353.6168606982724,289.6143167959184,56.73337447420137
1,14,2025-04-02,2025-04-08 23:00:00,377.23169740878814,306.163181006413,67.95268528564709
1,15,2025-04-09,2025-04-15 23:00:00,345.33878115591585,290.9425461872165,71.28520155295556
1,16,2025-04-16,2025-04-22 23:00:00,315.22867620128443,251.01861099596087,48.632211220487626
1,17,2025-04-23,2025-04-29 23:00:00,331.4728133996538,234.74136330484694,51.69200711758846
1,18,2025-04-30,2025-05-06 23:00:00,324.92336957211336,267.62158253224203,72.22534206754115
1,19,2025-05-07,2025-05-13 23:00:00,337.03400221994036,271.9036362588578,52.974463935326554
1,20,2025-05-14,2025-05-20 23:00:00,371.84943226517277,318.59133735827663,83.5112669643186
1,21,2025-05-21,2025-05-27 23:00:00,319.53210504869793,274.2122969340987,87.21835288575429
1,22,2025-05-28,2025-06-03 23:00:00,348.36217097536536,290.35207005024097,85.48334606213734
1,23,2025-06-04,2025-06-10 23:00:00,327.90144287525845,278.2506362619048,82.37034008174821
1,24,2025-06-11,2025-06-17 23:00:00,345.1173652051565,295.7344818188775,88.11149126130134
1,25,2025-06-18,2025-06-24 23:00:00,382.3687339839488,338.80257995174316,104.06028916155749
1,26,2025-06-25,2025-07-01 23:00:00,530.6860002698645,362.1750249582979,84.17306848470635
1,27,2025-07-02,2025-07-08 23:00:00,322.19657638459614,255.84741712237815,58.17165018125324
1,28,2025-07-09,2025-07-15 23:00:00,285.21236828249494,237.16155559878115,48.73369100928295
1,29,2025-07-16,2025-07-22 23:00:00,254.14903194376927,188.13880913782597,37.02148572598853
1,30,2025-07-23,2025-07-29 23:00:00,254.12321760403373,193.0586938488875,40.112352692662576
1,31,2025-07-30,2025-08-05 23:00:00,303.35526942536563,258.4582951952239,76.84825732836833
1,32,2025-08-06,2025-08-12 23:00:00,380.4872592424723,354.3096713382937,97.07026501649497
1,33,2025-08-13,2025-08-19 23:00:00,341.9264523755052,244.95781822672194,49.35484461870783
1,34,2025-08-20,2025-08-26 23:00:00,292.14940856391195,216.2094279266936,44.76031907749326
1,35,2025-08-27,2025-09-02 23:00:00,345.20641966952996,226.59916093452384,34.77982035461002
1,36,2025-09-03,2025-09-09 23:00:00,482.0887465627552,299.43021411057964,49.671394513415315
1,37,2025-09-10,2025-09-16 23:00:00,431.9635526694341,350.2638969921698,85.2782631869318
1,38,2025-09-17,2025-09-23 23:00:00,404.8671550533085,310.133991049178,74.99990484881761
1,39,2025-09-24,2025-09-30 23:00:00,377.8898870951078,212.2823470250319,28.455260017804108
1,40,2025-10-01,2025-10-07 23:00:00,513.3315201897732,417.50855023128366,86.3956428616052
1,41,2025-10-08,2025-10-14 23:00:00,419.094302870583,241.88839024690864,28.826952682715955
1,42,2025-10-15,2025-10-21 23:00:00,318.87574192065074,252.2289649266405,35.095463159767
1,43,2025-10-22,2025-10-28 23:00:00,377.7829511836427,304.4802964945614,81.73685537567592
1,44,2025-10-29,2025-11-04 23:00:00,244.1800661618422,192.1420619227608,40.04209963058785
1,45,2025-11-05,2025-11-11 23:00:00,223.29767645223632,168.10071494008645,22.819895219525772
1,46,2025-11-12,2025-11-18 23:00:00,276.5175226374496,211.70133955965667,38.08920278390242
1,47,2025-11-19,2025-11-25 23:00:00,562.3919790276976,392.20316663050954,41.85014815197192
1,48,2025-11-26,2025-12-02 23:00:00,444.1666934729482,390.4597211905381,60.78173263129246
1,49,2025-12-03,2025-12-09 23:00:00,430.438254927897,319.15277182215493,42.31068377373421
1,50,2025-12-10,2025-12-16 23:00:00,271.9053140942424,228.3043065325787,42.472163013765005
1,51,2025-12-17,2025-12-23 23:00:00,199.95121314683388,149.97278196184985,27.654897856083142
1,52,2025-12-24,2025-12-30 23:00:00,177.7284207587428,134.96172414319372,27.45025977484205
1,53,2025-12-31,2025-12-31 23:00:00,118.5440809130053,98.08965984492808,15.972906187997285
