Date,daily_rmse,fold,week,daily_mae,daily_smape
2025-01-01,554.1212807324441,1,1,552.0037864341144,173.26042555686936
2025-01-02,353.32201236867735,1,1,314.1366673466868,62.13598567163356
2025-01-03,194.91339239585548,1,1,165.05285415252004,34.65529592724955
2025-01-04,469.2242290613503,1,1,447.8091409631606,64.10689754554166
2025-01-05,195.82132584518104,1,1,177.59762831308186,38.13132982763488
2025-01-06,281.407363666742,1,1,273.2760649714358,90.03111550218414
2025-01-07,287.16390456524283,1,1,273.39224118408697,85.85317847184245
2025-01-08,317.5346460956888,1,2,261.4168939775231,49.745100544086846
2025-01-09,453.9173414579134,1,2,426.0469871465269,59.744477138307474
2025-01-10,409.5054968454802,1,2,371.1758864666681,54.26860139234637
2025-01-11,323.4976588838641,1,2,303.37350032248605,51.20422029103629
2025-01-12,482.5952698187787,1,2,457.6533250215519,74.15445887219333
2025-01-13,297.0857573636211,1,2,233.02863831001332,49.12404073135052
2025-01-14,68.38930860064048,1,2,57.02752533562994,13.772804906595724
2025-01-15,1049.4575948413287,1,3,849.5645823840823,65.6577592155335
2025-01-16,251.10690492153546,1,3,212.34395792178967,29.649292079745535
2025-01-17,286.7565962448619,1,3,231.00229736747931,31.175017178599695
2025-01-18,365.0341480393009,1,3,340.47686893931365,40.51956148598823
2025-01-19,339.87081071558305,1,3,323.9528725017894,40.10857063356097
2025-01-20,1452.746360547117,1,3,1115.8381599288066,81.79235528901815
2025-01-21,651.2710907465686,1,3,552.236950151991,55.33565914402416
2025-01-22,310.34227594625366,1,4,278.7061509830435,24.70574594966095
2025-01-23,458.2461320662691,1,4,405.1170193364394,49.25360805471436
2025-01-24,904.2879032569921,1,4,893.545451589794,129.73983835106978
2025-01-25,648.2670469759823,1,4,566.3585008955831,71.79049844610681
2025-01-26,557.5593296006771,1,4,516.4962553364838,57.02569459574824
2025-01-27,927.0517089627211,1,4,921.173342907843,123.61168426727318
2025-01-28,562.2029939245335,1,4,503.963185630744,60.400186879666784
2025-01-29,277.0736101614444,1,5,212.12893355957635,28.269020723300482
2025-01-30,423.88531076463505,1,5,371.9188195886898,49.19292292210285
2025-01-31,521.0662455348743,1,5,467.28146219001314,57.20422956516183
2025-02-01,441.0612534744554,1,5,416.69666889379033,52.27501641380854
2025-02-02,487.8139819759391,1,5,468.5342688147875,59.752882319697406
2025-02-03,638.6618470885629,1,5,569.1463927862637,64.5514292713374
2025-02-04,297.8549052821186,1,5,209.00423316251727,28.20425234551966
2025-02-05,310.323717806587,1,6,267.1104212960492,35.14230970397154
2025-02-06,206.045200087734,1,6,150.48373580369096,14.102249958673063
2025-02-07,301.3906147821341,1,6,270.436574630171,33.558265804739634
2025-02-08,402.84702648629553,1,6,356.5819597439881,48.63102901576231
2025-02-09,213.6339533294497,1,6,173.67114728199212,21.1524761715955
2025-02-10,369.73225987970204,1,6,343.74875557591866,46.479924741027396
2025-02-11,378.70493137783126,1,6,366.5032014803348,49.81574168724254
2025-02-12,372.9978229811464,1,7,316.0674733181227,34.4527175942101
2025-02-13,532.6755129698053,1,7,484.85180644250795,49.4433099824861
2025-02-14,764.6747222913998,1,7,666.6806865278053,62.58029373831816
2025-02-15,331.8002892601773,1,7,310.2199711743919,36.45930698210955
2025-02-16,340.59786273824267,1,7,323.8959929644143,38.65611153154192
2025-02-17,573.7790462100047,1,7,481.2019675281343,49.518275990986105
2025-02-18,367.52432506343126,1,7,302.82495459934927,34.18720181424376
2025-02-19,354.29649664309,1,8,318.81750769572926,35.33621581245174
2025-02-20,622.7612450653713,1,8,613.6596625312874,79.01009214384091
2025-02-21,589.0050021064843,1,8,562.6963459575455,73.94353856293114
2025-02-22,587.9999705214897,1,8,560.8304167293242,75.53663837706087
2025-02-23,569.1903367506094,1,8,542.3115181461194,71.18260837662297
2025-02-24,729.0087218114934,1,8,688.530596934043,102.22160920413499
2025-02-25,245.89936895817738,1,8,205.73523895565998,20.225423440291667
2025-02-26,436.9025518390693,1,9,407.8412483498261,50.177711115038235
2025-02-27,400.732676387786,1,9,362.80348632934584,46.05209132870912
2025-02-28,370.8327543146846,1,9,337.70364307638255,42.92219179308894
2025-03-01,307.0954417235666,1,9,282.84734026685584,36.5813926478552
2025-03-02,267.12378840407354,1,9,218.9274427857663,45.85624081606448
2025-03-03,357.2787034036441,1,9,306.3754965751022,69.36889660908356
2025-03-04,372.4361900229251,1,9,338.4562543959906,80.30211095202601
2025-03-05,536.6986221562731,1,10,515.9223016294994,123.65697312896783
2025-03-06,354.96076909693954,1,10,288.7938523850846,60.63993758601437
2025-03-07,347.38189281304193,1,10,272.4187926836767,44.31874067027141
2025-03-08,376.3139293785023,1,10,332.57946354724146,67.87054653960644
2025-03-09,349.39382649369486,1,10,313.16256589528433,73.24903223247246
2025-03-10,318.4104063545848,1,10,253.80178086477883,33.91706262812765
2025-03-11,366.62028825605347,1,10,318.9038886966628,40.89984634713182
2025-03-12,314.6732834801578,1,11,252.08964058316405,29.70737078343525
