fold,week,week_start,week_end,weekly_rmse,weekly_mae,weekly_smape
1,1,2025-01-01,2025-01-07 23:00:00,356.58071615295535,314.75262619501234,78.3106040718508
1,2,2025-01-08,2025-01-14 23:00:00,359.5731459081505,301.38896522577136,50.28767198227379
1,3,2025-01-15,2025-01-21 23:00:00,758.7615271419721,517.916527027893,49.17688786092432
1,4,2025-01-22,2025-01-28 23:00:00,657.9902415101667,583.6228438114186,73.7896080777486
1,5,2025-01-29,2025-02-04 23:00:00,456.2365589754965,387.8158255708054,48.49282193727545
1,6,2025-02-05,2025-02-11 23:00:00,320.18661942259956,275.50511368744924,35.55457101185885
1,7,2025-02-12,2025-02-18 23:00:00,492.514375194955,412.2489789363894,43.613888233413675
1,8,2025-02-19,2025-02-25 23:00:00,550.5745426772966,498.94018384995843,65.35087513104776
1,9,2025-02-26,2025-03-04 23:00:00,362.72913262896753,322.1364159684671,53.037233608837944
1,10,2025-03-05,2025-03-11 23:00:00,384.37343823585024,327.9403779574611,63.507448447513134
1,11,2025-03-12,2025-03-18 23:00:00,293.9535126458271,222.63546610741517,34.352388454375834
1,12,2025-03-19,2025-03-25 23:00:00,433.45959000474386,347.5432600422743,70.27217204285814
1,13,2025-03-26,2025-04-01 23:00:00,354.81682359137363,282.31638683138107,57.627975978269895
1,14,2025-04-02,2025-04-08 23:00:00,383.736739617623,305.8727014585844,68.23618955528738
1,15,2025-04-09,2025-04-15 23:00:00,377.0102300987436,312.78134835569716,77.59122314329015
1,16,2025-04-16,2025-04-22 23:00:00,360.9427660994328,306.8460741289349,62.64416193877942
1,17,2025-04-23,2025-04-29 23:00:00,335.8583911568171,236.93051782086704,51.246614439267724
1,18,2025-04-30,2025-05-06 23:00:00,330.1740888211755,265.03206736795994,70.0329119607239
1,19,2025-05-07,2025-05-13 23:00:00,373.5262250017156,322.75175452771845,72.41051803391329
1,20,2025-05-14,2025-05-20 23:00:00,377.9346422652723,318.53249587004655,77.38011704144215
1,21,2025-05-21,2025-05-27 23:00:00,394.64830535011913,346.959818821729,102.18518503488305
1,22,2025-05-28,2025-06-03 23:00:00,377.61642422414025,319.8396711409775,95.23930116868384
1,23,2025-06-04,2025-06-10 23:00:00,307.32357782964897,262.10578821032374,79.03796577793872
1,24,2025-06-11,2025-06-17 23:00:00,370.90025905588726,334.5707614616519,96.71627047722797
1,25,2025-06-18,2025-06-24 23:00:00,402.61614145660934,360.91651611151855,102.04012217738412
1,26,2025-06-25,2025-07-01 23:00:00,551.9709738068966,370.48563670639834,84.42641986388567
1,27,2025-07-02,2025-07-08 23:00:00,344.0880001228448,272.1896465357383,64.48456854956191
1,28,2025-07-09,2025-07-15 23:00:00,275.97970008396675,234.53530895543076,45.18400293528804
1,29,2025-07-16,2025-07-22 23:00:00,236.50238220042198,166.05295032979157,32.91804843437423
1,30,2025-07-23,2025-07-29 23:00:00,238.31160609256477,169.493160137212,34.75135401997375
1,31,2025-07-30,2025-08-05 23:00:00,343.06974809678843,270.7703249043798,75.668536463296
1,32,2025-08-06,2025-08-12 23:00:00,415.352125394486,386.92196976400123,108.70869488945705
1,33,2025-08-13,2025-08-19 23:00:00,343.72362603243226,262.17721958977927,53.81250831376063
1,34,2025-08-20,2025-08-26 23:00:00,298.96524489975417,227.26417463373915,48.17422776603774
1,35,2025-08-27,2025-09-02 23:00:00,364.14370582017125,246.60114453570517,40.71212671937405
1,36,2025-09-03,2025-09-09 23:00:00,497.94048721198027,316.7653454267113,54.52806048737451
1,37,2025-09-10,2025-09-16 23:00:00,554.350873599983,468.3400914184908,108.35587659054676
1,38,2025-09-17,2025-09-23 23:00:00,368.9610736878833,313.8382686920286,116.47632110580575
1,39,2025-09-24,2025-09-30 23:00:00,497.7091283656452,369.7226006749736,64.93653180097564
1,40,2025-10-01,2025-10-07 23:00:00,561.3180388170015,449.5846660527861,90.9470799763218
1,41,2025-10-08,2025-10-14 23:00:00,481.7682014047333,301.2304644817853,39.193116890750915
1,42,2025-10-15,2025-10-21 23:00:00,329.02068523350664,267.17132445161116,37.76248533029062
1,43,2025-10-22,2025-10-28 23:00:00,377.2552429328945,289.09588534684815,77.03876386547081
1,44,2025-10-29,2025-11-04 23:00:00,238.35889824999236,200.80853623516538,46.7753316082343
1,45,2025-11-05,2025-11-11 23:00:00,304.65242910764454,259.5836484554948,39.9510222442905
1,46,2025-11-12,2025-11-18 23:00:00,240.78319712840562,184.48009177493134,30.758687387345667
1,47,2025-11-19,2025-11-25 23:00:00,537.9954843898978,335.4668440976673,34.64171044348369
1,48,2025-11-26,2025-12-02 23:00:00,486.63963992937414,454.9406268903109,59.23361689701413
1,49,2025-12-03,2025-12-09 23:00:00,370.79110546286745,254.36907127463763,36.010938074745994
1,50,2025-12-10,2025-12-16 23:00:00,258.23554615610203,209.37007519679315,38.81918929119757
1,51,2025-12-17,2025-12-23 23:00:00,194.2483739123671,145.99345415399767,27.619513422741083
1,52,2025-12-24,2025-12-30 23:00:00,113.38428615488887,93.25394115637744,15.747242190846105
1,53,2025-12-31,2025-12-31 23:00:00,92.28043487810436,68.72055891469877,10.880214171952428
