hidden_size,layers,learning_rate,max_epochs,patience,batch_size,sequence_length,dropout,best_epoch,epochs_trained,price_zone,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
128,4,"0,0005",80,20,64,24,"0,2",22,42,DK1,2 years,2024-01-01,"62,067200604221945","267,64296510907036","220,7381546455834","62,067200604221945","256,0307066101624","220,73815464558334","62,067200604221945","64,28231734851451","52,69017832227212","38,25142523076516","52,438288741169565","56,514290462874044","77,38187293818063","92,91203118577764"
128,4,"0,0005",80,20,64,168,"0,3",22,42,DK1,2 years,2024-01-01,"62,06720153059264","267,6483041108279","220,7420350094401","62,06720153059264","256,0349106213306","220,7420350094401","62,06720153059264","64,28411651291958","52,691838785462494","38,25058457758319","52,43819007140668","56,51307443241759","77,38119639319363","92,91140994116535"
128,4,"0,0005",80,20,64,168,"0,2",22,42,DK1,2 years,2024-01-01,"62,06720243591715","267,6489150059015","220,74248278223817","62,06720243591715","256,0353916423627","220,74248278223814","62,06720243591716","64,28432794134096","52,69202873681938","38,25048840673381","52,43817878176363","56,51293531853758","77,38111899568067","92,91133887054411"
128,4,"0,0005",80,20,64,24,"0,3",22,42,DK1,2 years,2024-01-01,"62,06720320244298","267,64943248723347","220,7428620721377","62,06720320244298","256,0357991079401","220,7428620721377","62,067203202442975","64,28450703235754","52,692189635600585","38,250406944492525","52,4381692184963","56,512817481109025","77,38105343542833","92,91127866961656"
128,4,"0,0005",80,20,32,24,"0,2",11,31,DK1,2 years,2024-01-01,"62,07369238630875","266,50956119429486","219,92034040728467","62,07369238630875","255,13560115674886","219,92034040728464","62,07369238630874","63,89435939308332","52,322045941467245","38,43665435317905","52,49556734123223","56,7823008962426","77,53068519552697","93,05423358342979"
128,4,"0,0005",80,20,32,168,"0,2",11,31,DK1,2 years,2024-01-01,"62,07373313540222","266,5059193253348","219,91771689465332","62,07373313540222","255,13271598503312","219,91771689465327","62,073733135402236","63,893055814533795","52,32080890103195","38,43727294722361","52,49585365530814","56,783196183969764","77,53118130357065","93,05476314217769"
128,4,"0,0005",80,20,32,24,"0,3",11,31,DK1,2 years,2024-01-01,"62,07374046100985","266,5052645541884","219,91724514375812","62,07374046100985","255,13219725388254","219,91724514375815","62,073740461009855","63,892821402482994","52,320586453939725","38,437384181333826","52,495905138520605","56,78335717264633","77,53127051192016","93,05485836622537"
128,4,"0,0005",80,20,32,168,"0,3",11,31,DK1,2 years,2024-01-01,"62,07374143273401","266,5051776990135","219,91718256455775","62,07374143273401","255,13212844421892","219,9171825645577","62,073741432733996","63,89279030684426","52,32055694549639","38,43739893689476","52,49591196790833","56,78337852831365","77,53128234567919","93,05487099800145"
128,3,"0,0005",80,20,64,168,"0,2",22,42,DK1,2 years,2024-01-01,"62,07667743292388","266,24123657200016","219,7252473432036","62,07667743292388","254,9228615590488","219,72524734320356","62,07667743292387","63,79723806340405","52,22988050644799","38,482672655143254","52,51683828152887","56,848907206728484","77,56757556831374","93,0936297489008"
128,3,"0,0005",80,20,64,24,"0,3",22,42,DK1,2 years,2024-01-01,"62,07701325139425","266,2108461081194","219,70291619623674","62,07701325139425","254,898744977159","219,70291619623669","62,07701325139425","63,7860974599199","52,219308197867164","38,48794237008435","52,519270398771056","56,85653507880258","77,57179793922586","93,09814131508887"
