order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(1, 1, 0)","195,3619486012958","80054,77372247376","70714,9666031223","195,3619486012958","78330,23310817133","71373,40414789715","195,43915787399317","194,73838129119426","195,74681508986376","195,3219263519997","195,29071103929923","196,46889402051113","195,02730878968347","195,49354500814655"
