order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(2, 1, 1)","63,28618321305847","414,2576394409462","330,33002510941833","63,28618321305847","395,99128911079805","334,46527297716096","64,12306226485427","45,374466646712705","57,830714762233576","64,2113293188597","74,95228549466637","81,80576157173073","61,645930834027936","63,40149714148239"
