order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(4, 1, 1)","64,80464125402855","352,99318074422297","276,4390887252296","64,80464125402855","328,2570323399986","276,4390887252297","64,80464125402855","51,455497930319055","56,91539955269809","58,89295954279842","61,929526760922805","64,65091711093723","71,51446364240914","88,27372423811518"
"(3, 1, 1)","65,03976175718037","353,58857256954764","277,1481955046078","65,03976175718037","328,89993968846284","277,1481955046079","65,03976175718039","51,6768581286036","57,09706127455792","59,24950564612602","62,33974561027726","65,10848484592303","71,55748978934365","88,24918700543115"
"(2, 1, 1)","65,20662127574715","354,552989607779","278,4333562244902","65,20662127574715","329,99298127402733","278,4333562244902","65,20662127574715","51,35108858038148","56,96184235346966","59,86304515956968","63,19187383564714","65,96487661467125","71,3032349993542","87,81038738713679"
"(4, 1, 0)","68,66392145287065","366,20342298996013","285,82922794253903","68,66392145287065","340,3901651135285","285,82922794253903","68,66392145287064","51,2817097014389","62,19593870508907","63,89438867805121","64,64402896575417","67,8963596472175","77,63688386118287","93,09814061136082"
"(3, 1, 0)","70,88243852339814","368,1702595681546","288,2673087877322","70,88243852339814","342,8781039580811","288,2673087877322","70,88243852339812","53,448884833808734","64,77208048765505","66,36198036115482","67,12580683268938","69,88221994637051","79,74605215374991","94,84004504835849"
"(0, 1, 1)","72,98891764463212","370,5664467321057","290,8738107549282","72,98891764463212","345,38996250614116","290,87381075492806","72,98891764463214","55,571220879982334","67,04839788431181","68,94934518360581","69,86402785844365","71,72581811031415","81,54262591253034","96,2209876832368"
"(2, 1, 0)","74,3347163085478","372,53494216881904","293,3424820440677","74,3347163085478","347,6317817058281","293,34248204406765","74,33471630854781","57,3978280658783","68,08502168810891","69,91115056504577","71,37918508258805","72,81091392709139","82,98692006221316","97,77199476890897"
"(1, 1, 1)","74,89372493684833","373,7231596016191","294,57800805160616","74,89372493684833","348,8205221338628","294,57800805160616","74,89372493684833","57,785940835207306","68,63429704427787","70,60973370801409","72,01539429533223","73,30357937711973","83,49266441172696","98,4144648862601"
"(1, 1, 0)","75,63602175754616","375,3014363865289","296,2065377651856","75,63602175754616","350,3764587470026","296,20653776518566","75,63602175754617","59,20050023389349","69,71548007743819","71,35082188859565","72,66314820408326","73,77656533337083","84,16470931893659","98,58092724650517"
