order;avg_smape;avg_weekly_rmse;avg_weekly_mae;avg_weekly_smape;avg_daily_rmse;avg_daily_mae;avg_daily_smape;avg_smape_day_1;avg_smape_day_2;avg_smape_day_3;avg_smape_day_4;avg_smape_day_5;avg_smape_day_6;avg_smape_day_7
(10, 1, 0);67,43414248259037;374,3297156840316;309,5710363851521;67,43414248259037;348,029830615759;309,57103638515207;67,43414248259037;49,425085731627306;60,577970153060924;65,40534772755208;75,67588430479296;84,31543195643961;67,50115128041054;69,13812622424923
