order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(10, 1, 0)","62,91363918129343","353,136651077024","274,41694534250445","62,91363918129343","327,54711552916837","274,41694534250445","62,913639181293426","47,82339584163872","55,04770646626615","56,5041436227965","59,13404963335009","62,36452252026038","71,40133831923148","88,12031786551073"
"(10, 1, 1)","62,93667165196796","352,9082585988794","274,24248472642114","62,93667165196796","327,3506044666259","274,24248472642114","62,93667165196797","48,0201887209524","55,09848523009195","56,54300710549869","59,17247054013568","62,35485114055749","71,31104311932877","88,05665570721081"
"(4, 1, 1)","64,80464125402855","352,99318074422297","276,4390887252296","64,80464125402855","328,2570323399986","276,4390887252297","64,80464125402855","51,455497930319055","56,91539955269809","58,89295954279842","61,929526760922805","64,65091711093723","71,51446364240914","88,27372423811518"
"(24, 1, 0)","68,24260956804362","342,9552546612541","273,07277944529176","68,24260956804362","317,0814394389379","273,0727794452917","68,24260956804362","55,575348251808606","60,605155477671914","62,72638435768358","64,89121343098991","67,24325247663259","74,76931004796039","91,88760293355837"
"(4, 1, 0)","68,66392145287065","366,20342298996013","285,82922794253903","68,66392145287065","340,3901651135285","285,82922794253903","68,66392145287064","51,2817097014389","62,19593870508907","63,89438867805121","64,64402896575417","67,8963596472175","77,63688386118287","93,09814061136082"
"(24, 1, 1)","69,0153257709421","343,28873012763364","273,6975543521561","69,0153257709421","317,33526429155654","273,69755435215603","69,01532577094208","56,11917127648724","61,44909317816042","63,54177903200545","65,54521881074066","67,9214479682744","75,64893981340911","92,88163031751733"
