order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(0, 1, 1)","52,44399915089467","202,19428253022843","165,49514453527883","52,44399915089467","189,3554730624983","165,4951445352788","52,44399915089467","57,457326992585834","49,90200736035557","89,73609613379895","27,266689518080184","32,15803419922521","60,711325957845474","49,876513894371485"
"(2, 1, 0)","53,75077034028386","206,54695222235367","169,89369463453193","53,75077034028386","193,7716737002924","169,8936946345319","53,75077034028386","58,356327389000086","51,06073166140275","91,59742394432232","28,443052857251416","33,73954719774931","62,239719128668895","50,818590203592215"
"(1, 1, 1)","53,787853208002915","206,67743112106598","170,00943158683177","53,787853208002915","193,8907509167525","170,0094315868318","53,78785320800291","58,381842907263355","51,113686073707925","91,6417391134222","28,425012678187187","33,7508560361348","62,32784070577567","50,873994941529276"
"(1, 1, 0)","53,85879969682383","206,91759119696718","170,23132108806388","53,85879969682383","194,1183079286267","170,2313210880639","53,85879969682383","58,431835558127545","51,20016962843498","91,72365778496162","28,425705453226826","33,79279197220324","62,468614564499816","50,9688229163128"
"(2, 1, 1)","57,58225691089175","219,22015892173263","183,32759409124026","57,58225691089175","206,6445309239238","183,32759409124023","57,58225691089175","61,133084765659405","54,7931726071576","97,98251054565489","32,869778302058144","39,41673447725409","65,0509215348194","51,82959614363872"
"(3, 1, 1)","63,128129355819674","236,56409864577196","201,85491989360807","63,128129355819674","224,44902473041157","201,85491989360807","63,128129355819674","65,34036896577227","60,89214615358631","104,37325039119435","37,51186162212579","45,799818800996476","71,59338389189396","56,38607566516852"
