order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(2, 1, 1)","118,62759146811639","552,4169661428881","477,9917954502277","118,62759146811639","526,0746621992363","478,2921991023792","118,72842358657729","118,94861367017488","117,77564790810878","116,72469638865066","121,87917443249027","122,85128645652365","114,65219209066359","118,26311973474459"
