order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(1, 1, 0)","199,99767909246773","577948728,4348372","473346522,1019808","199,99767909246773","545978850,0824618","473346522,1019807","199,99767909246773","199,99495413242363","199,99904110887488","199,99851385243844","199,99845454189648","199,998618627239","199,99803806842937","199,99613331597232"
