hidden_size,layers,learning_rate,max_epochs,patience,batch_size,sequence_length,dropout,best_epoch,epochs_trained,price_zone,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
96,2,"0,0005",200,20,64,24,"0,0",40,60,DK1,2 years,2024-01-01,"60,97110542406723","260,25457833118395","214,4695210318429","60,97110542406723","246,27164994657613","214,4695210318429","60,97110542406724","63,77456300090772","53,46393220598988","34,30217265022997","52,24775920086209","55,41363260323804","76,56041116892104","91,03526713832194"
128,2,"0,0005",200,20,64,24,"0,2",27,47,DK1,2 years,2024-01-01,"61,9908498339943","260,3656910640565","216,4380499597226","61,9908498339943","249,18331766596066","216,43804995972255","61,9908498339943","63,815482322037724","52,37567040422618","36,053737992279366","53,05696610127975","56,844858844768176","78,45112866369618","93,33810450967269"
256,1,"0,0005",200,20,64,24,"0,2",11,31,DK1,2 years,2024-01-01,"62,02636078245919","267,6544572782205","220,91299925038658","62,02636078245919","255,86589321231446","220,91299925038655","62,0263607824592","64,65483612169038","52,90608944586528","37,7509146197726","52,364270388402225","56,23342099311249","77,4215206179479","92,8534732904235"
256,1,"0,0005",200,20,64,24,"0,1",11,31,DK1,2 years,2024-01-01,"62,02636078245919","267,6544572782205","220,91299925038658","62,02636078245919","255,86589321231446","220,91299925038655","62,0263607824592","64,65483612169038","52,90608944586528","37,7509146197726","52,364270388402225","56,23342099311249","77,4215206179479","92,8534732904235"
256,1,"0,0005",200,20,64,24,"0,0",11,31,DK1,2 years,2024-01-01,"62,02636078245919","267,6544572782205","220,91299925038658","62,02636078245919","255,86589321231446","220,91299925038655","62,0263607824592","64,65483612169038","52,90608944586528","37,7509146197726","52,364270388402225","56,23342099311249","77,4215206179479","92,8534732904235"
96,2,"0,0005",200,20,64,24,"0,1",30,50,DK1,2 years,2024-01-01,"62,07027210824304","268,34917392089346","221,25563576665968","62,07027210824304","256,5863412612245","221,2556357666597","62,07027210824304","64,52038269642736","52,91027100200995","38,14987179710178","52,42569966111241","56,35905277410206","77,29491425451201","92,83171257243568"
256,2,"0,0005",200,20,64,24,"0,1",11,31,DK1,2 years,2024-01-01,"62,08853583892008","265,8287525463876","219,44058804896468","62,08853583892008","254,60731298775835","219,4405880489648","62,08853583892007","63,627863947091114","52,08465008074399","38,56207963160515","52,554022974611634","56,96358165562225","77,64040319254647","93,18714939021991"
256,2,"0,0005",200,20,64,24,"0,2",11,31,DK1,2 years,2024-01-01,"62,10621384881758","264,58915792334966","218,48711405023485","62,10621384881758","253,60456898831666","218,48711405023482","62,10621384881758","63,14308217715604","51,62869560361216","38,78900365713128","52,68989776873545","57,29250803686825","77,84436146713851","93,35594823108144"
96,1,"0,0005",200,20,64,24,"0,0",27,47,DK1,2 years,2024-01-01,"62,58018852877756","256,94064192292615","213,60357417466807","62,58018852877756","246,8486119938288","213,60357417466807","62,58018852877756","60,63655953697376","49,15308697237798","39,69951196511368","53,88542920634684","59,594571951007815","80,02081433773861","95,07134573188426"
96,1,"0,0005",200,20,64,24,"0,2",27,47,DK1,2 years,2024-01-01,"62,58018852877756","256,94064192292615","213,60357417466807","62,58018852877756","246,8486119938288","213,60357417466807","62,58018852877756","60,63655953697376","49,15308697237798","39,69951196511368","53,88542920634684","59,594571951007815","80,02081433773861","95,07134573188426"
96,1,"0,0005",200,20,64,24,"0,1",27,47,DK1,2 years,2024-01-01,"62,58018852877756","256,94064192292615","213,60357417466807","62,58018852877756","246,8486119938288","213,60357417466807","62,58018852877756","60,63655953697376","49,15308697237798","39,69951196511368","53,88542920634684","59,594571951007815","80,02081433773861","95,07134573188426"
128,2,"0,0005",200,20,64,24,"0,1",22,42,DK1,2 years,2024-01-01,"63,976679024298704","280,86436570843836","227,9081624655994","63,976679024298704","264,36878691628283","227,90816246559942","63,9766790242987","77,48199958782021","52,54059361339353","38,32696518683219","52,453151999195654","56,623573187336184","77,44262354466163","92,96784605085152"
128,2,"0,0005",200,20,64,24,"0,0",20,40,DK1,2 years,2024-01-01,"64,71051511129636","254,01575234835138","212,93543112434605","64,71051511129636","242,93769969105742","212,93543112434608","64,71051511129636","57,484345214809125","46,08781084407357","44,370776905528686","57,176849063294696","64,14338891630696","84,07870245933624","99,63173237572526"
256,2,"0,0005",200,20,64,24,"0,0",34,54,DK1,2 years,2024-01-01,"65,48608029890406","261,96813406073915","215,93750446989714","65,48608029890406","245,3628017778959","215,93750446989716","65,48608029890407","65,57730210879339","53,06876574870213","36,48480152339572","54,616402103108406","62,02207787356312","85,48655581946866","101,14665691529707"
128,1,"0,0005",200,20,64,24,"0,0",16,36,DK1,2 years,2024-01-01,"66,29958418743838","262,80214183327547","218,2221628034203","66,29958418743838","250,60979224456239","218,22216280342022","66,29958418743838","57,68033922810604","45,27324287313917","50,56448873179077","60,27429138261871","65,7140181445952","83,69041279079103","100,90029616102773"
128,1,"0,0005",200,20,64,24,"0,1",16,36,DK1,2 years,2024-01-01,"66,29958418743838","262,80214183327547","218,2221628034203","66,29958418743838","250,60979224456239","218,22216280342022","66,29958418743838","57,68033922810604","45,27324287313917","50,56448873179077","60,27429138261871","65,7140181445952","83,69041279079103","100,90029616102773"
128,1,"0,0005",200,20,64,24,"0,2",16,36,DK1,2 years,2024-01-01,"66,29958418743838","262,80214183327547","218,2221628034203","66,29958418743838","250,60979224456239","218,22216280342022","66,29958418743838","57,68033922810604","45,27324287313917","50,56448873179077","60,27429138261871","65,7140181445952","83,69041279079103","100,90029616102773"
96,2,"0,0005",200,20,64,24,"0,2",54,74,DK1,2 years,2024-01-01,"74,73855231130365","281,1759611046601","229,19330981151026","74,73855231130365","259,8027513017234","229,19330981151026","74,73855231130365","59,97229390589459","54,14036404598336","42,986749025697875","61,5668287869212","78,4121139004942","101,45360428627879","124,63791222785554"
