fit_intercept,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
True,"62,72859078926354","339,4780488693051","262,8985094760009","62,72859078926354","311,7938353480884","262,8226317160578","63,241954053057796","47,455532997353316","51,48433843015002","53,421112498378584","68,90575177026791","84,10857966851998","76,54912853400307","61,072819493033776"
False,"194,10810321096216","53750,23932872384","45687,47440849831","194,10810321096216","50657,11998577113","45687,4744084983","194,10810321096213","193,05893964567724","194,39655499556568","195,37194266807327","193,81884228857442","192,15127791922947","196,04524412011537","193,91392083949972"
False,"195,3091562651013","81689,75930348634","69880,6998985951","195,3091562651013","77791,31014876043","69412,70903308224","195,2766029427075","194,73150913563668","194,8342070395561","195,6287095085415","196,29294570448022","196,33137284173077","195,08568225594212","194,04227668627803"
True,"196,66500964969677","122135,58227750631","104450,58168066657","196,66500964969677","116304,16007874183","103753,08903302958","196,64017595290517","196,1444616474143","196,3043746737538","196,96876924657693","197,39459378048014","197,2892891711703","196,5489229989959","195,84035311935799"
True,"198,87543613189965","318857,3176754946","271096,08842648636","198,87543613189965","300598,95070587605","271096,0884264863","198,87543613189965","198,74818787263035","198,94077632782725","198,98211343960253","198,63038277086247","198,64626415916948","198,89796528712998","199,28236306607545"
