alpha,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"0,0001","53,614661813812795","300,7751774799452","228,3194407207272","53,614661813812795","278,9129915701644","231,26336593893754","54,361322139521874","45,542007777612824","47,984789619981555","49,68038056904295","60,47412779585878","70,80592796393364","52,655322523131545","53,556300926359356"
