fit_intercept,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
False,"194,10810321096216","53750,23932872384","45687,47440849831","194,10810321096216","50657,11998577113","45687,4744084983","194,10810321096213","193,05893964567724","194,39655499556568","195,37194266807327","193,81884228857442","192,15127791922947","196,04524412011537","193,91392083949972"
True,"198,87543613189965","318857,3176754946","271096,08842648636","198,87543613189965","300598,95070587605","271096,0884264863","198,87543613189965","198,74818787263035","198,94077632782725","198,98211343960253","198,63038277086247","198,64626415916948","198,89796528712998","199,28236306607545"
