alpha,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"0,0001","62,42267278117583","414,6520037166955","285,15239717788825","62,42267278117583","333,58432139025365","285,1523971778882","62,42267278117583","52,285528447603475","47,70265226523191","64,49444508310056","52,951495019057106","61,92999750103361","71,92883642643972","85,6657547257644"
"0,001","62,42625128298289","414,65573679739447","285,15883785602944","62,42625128298289","333,59096587873586","285,15883785602944","62,426251282982896","52,285711349933074","47,702180791290196","64,49394430199357","52,95679515942386","61,93808712532686","71,9323711653743","85,67466908753839"
"0,01","62,462230061045545","414,69361385362515","285,22364116124004","62,462230061045545","333,6577648595707","285,2236411612401","62,46223006104553","52,287533384496356","47,697450263417494","64,48892655816076","53,00985793344025","62,01911098771404","71,96793356181021","85,76479773827961"
"0,1","62,83949199769423","415,12719674243584","285,9156074570601","62,83949199769423","334,3604346005363","285,91560745706016","62,839491997694225","52,305030351731375","47,64853778378922","64,44636247849365","53,56415064646958","62,85183144652483","72,3593164902706","86,70121478658035"
"10,0","65,23145312590123","398,69443433422794","274,123161268073","65,23145312590123","319,717982538227","274,123161268073","65,23145312590123","51,317284220126254","45,854754740320644","62,90319446406392","56,45380777214169","68,97014840293065","78,11990952399819","93,00107275772723"
"1,0","65,36050556490596","418,25130272002684","290,02128484486025","65,36050556490596","338,2567276565813","290,0212848448603","65,36050556490595","52,82697987622821","47,517817234425564","64,31751926712616","56,90449505661013","67,8843400342041","75,54777763641641","92,52460984933114"
"50,0","67,19420290370297","397,54081978078335","273,8074988662697","67,19420290370297","318,7256267604333","273,8074988662698","67,19420290370297","51,170100382024366","46,48286603960577","64,46274947544364","57,736572729545074","73,43124174490089","81,11141260631705","95,96447734808407"
