n_estimators,max_depth,min_samples_split,min_samples_leaf,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,,20,10,2022-01-01,2024-12-31 23:00:00,"22,353439653443516","101,69114922263905","55,201147800610684","22,353439653443516","83,20199307412638","55,20114780061068","22,35343965344352","17,440428031310567","19,233344299744996","23,006734912146303","25,30560468253007","30,87548733538229","19,727016473573084","20,88546183941734"
