n_estimators,max_depth,min_samples_split,min_samples_leaf,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,30,10,1,2022-01-01,2024-12-31 23:00:00,"20,56757068805376","101,72007280688037","56,53763839813865","20,56757068805376","84,08072013576037","56,53763839813865","20,56757068805376","15,71867825476921","16,25054009983285","18,330895344340988","28,798900860732925","28,81425260710736","16,022364114778952","20,037363534814038"
