n_estimators,max_depth,min_samples_split,min_samples_leaf,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
500,30,5,1,2022-01-01,2024-12-31 23:00:00,"22,893551415789293","102,41626623420504","58,49490782954582","22,893551415789293","85,55327092344608","58,49490782954582","22,89355141578929","18,14203614385538","19,559758957807695","24,253458984505894","25,68550848383034","30,035613038772034","20,738624054120727","21,83986024763295"
