fold,train_start,train_end,val_start,val_end,fold_avg_rmse,fold_avg_mae,fold_avg_smape
1,2016-01-01,2024-12-31 23:00:00,2025-01-01,2025-12-31 23:00:00,441.6901014472416,351.111734955553,69.77536269100762
