n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",127,-1,50,"0,8",1,"1,0","0,0","0,0",2022-01-01,2024-12-31 23:00:00,"36,3907300249066","137,19661327734363","97,73310852740042","36,3907300249066","123,51478618854554","97,73310852740042","36,390730024906595","27,234778552816408","29,48572555820503","34,78177418452172","45,644470991931904","53,54410059548905","32,43916191951911","31,60509837186294"
