Date,daily_rmse
2025-01-01,54.54762199201879
2025-01-02,703.6828978936171
2025-01-03,511.4762232594316
2025-01-04,901.6832740600972
2025-01-05,521.4643389170252
2025-01-06,176.33342059793765
2025-01-07,208.56539991884645
2025-01-08,529.1131117948746
2025-01-09,769.0346327647841
2025-01-10,704.7642543871531
2025-01-11,586.8650368779274
2025-01-12,692.9515557143933
2025-01-13,448.38997185562255
2025-01-14,280.9935952568124
2025-01-15,1250.9281278488452
2025-01-16,351.6892666988393
2025-01-17,387.0123207880798
2025-01-18,544.0345428560724
2025-01-19,504.9373209956605
2025-01-20,1569.525620949046
2025-01-21,812.2474309901287
2025-01-22,467.65564048094285
2025-01-23,254.20309175124393
2025-01-24,557.8614023208663
2025-01-25,368.2063981194373
2025-01-26,224.70212948279155
2025-01-27,514.5024924003473
2025-01-28,285.42871102305537
2025-01-29,227.1620065482436
2025-01-30,313.67950869278064
2025-01-31,421.72159983595975
2025-02-01,362.00796465036865
2025-02-02,375.022330339484
2025-02-03,547.5310943698718
2025-02-04,260.1943019388353
2025-02-05,312.22891953666357
2025-02-06,619.7974504196211
2025-02-07,355.48834710541024
2025-02-08,256.68962636945673
2025-02-09,366.5856897870858
2025-02-10,212.6309795403916
2025-02-11,159.1285722653004
2025-02-12,475.76290071960614
2025-02-13,631.4820985742963
2025-02-14,827.6686236755556
2025-02-15,410.9405245223747
2025-02-16,405.7815949472078
2025-02-17,630.565529398405
2025-02-18,436.99330917872135
2025-02-19,179.63447681651627
2025-02-20,316.70659851206864
2025-02-21,320.5181363784842
2025-02-22,333.6918628539304
2025-02-23,304.0243069393798
2025-02-24,459.7986097334637
2025-02-25,334.27533470911027
2025-02-26,174.48960001947427
2025-02-27,172.26925326164826
2025-02-28,154.35751206439855
2025-03-01,122.11503710055726
2025-03-02,442.96117860247375
2025-03-03,571.0061029502419
2025-03-04,634.0478554307753
2025-03-05,144.37765896640482
2025-03-06,499.1142723013578
2025-03-07,644.4254237707394
2025-03-08,611.327864758068
2025-03-09,528.6119551993186
2025-03-10,669.7727369288449
2025-03-11,749.8521853183491
2025-03-12,250.07147760383452
2025-03-13,245.09585645758955
2025-03-14,199.34768267232658
2025-03-15,179.32852236678517
2025-03-16,377.3384025510739
2025-03-17,283.8482526104582
2025-03-18,373.6782471767682
2025-03-19,460.74083879869016
2025-03-20,471.04646900218626
2025-03-21,426.0851615103557
2025-03-22,657.8814770256223
2025-03-23,520.5508183212162
