Date,daily_rmse,fold,week,daily_mae,daily_smape
2025-01-01,54.54762199201879,1,1,35.20666675,90.92081156195529
2025-01-02,703.6828978936171,1,1,613.5104166666666,171.63533860271366
2025-01-03,511.4762232594316,1,1,478.5479128333333,185.3813842361438
2025-01-04,901.6832740600972,1,1,892.2833297500001,192.87630409513213
2025-01-05,521.4643389170252,1,1,493.1283344583333,185.8185356064106
2025-01-06,176.33342059793765,1,1,162.91916533333332,161.3768988316205
2025-01-07,208.56539991884645,1,1,188.34874883333336,158.64349544612682
2025-01-08,529.1131117948746,1,2,435.0633368333333,99.4913281219183
2025-01-09,769.0346327647841,1,2,751.9025017083335,140.78032161985413
2025-01-10,704.7642543871531,1,2,682.947927,135.91369710232132
2025-01-11,586.8650368779274,1,2,578.23417175,129.85330308960476
2025-01-12,692.9515557143933,1,2,677.1708350416667,136.3456462770059
2025-01-13,448.38997185562255,1,2,368.8395800833334,94.25684991713732
2025-01-14,280.9935952568124,1,2,271.3774975,92.22789574696225
2025-01-15,1250.9281278488452,1,3,1046.3462534583332,91.61200657332391
2025-01-16,351.6892666988393,1,3,253.94959870833327,37.028886442774045
2025-01-17,387.0123207880798,1,3,278.4895945,39.26924296828216
2025-01-18,544.0345428560724,1,3,528.3187657499999,71.70229816250261
2025-01-19,504.9373209956605,1,3,495.24876616666666,69.11782414384079
2025-01-20,1569.525620949046,1,3,1265.213754875,102.97942517044103
2025-01-21,812.2474309901287,1,3,733.9616771666666,83.8481725157079
2025-01-22,467.65564048094285,1,4,369.97042108333335,34.28516811565898
2025-01-23,254.20309175124393,1,4,206.33417887500002,29.989188435854015
2025-01-24,557.8614023208663,1,4,543.288339625,107.34037345986177
2025-01-25,368.2063981194373,1,4,310.02708491666664,52.81221891545847
2025-01-26,224.70212948279155,1,4,144.0783391666667,23.272638897118547
2025-01-27,514.5024924003473,1,4,506.6800075833333,95.22283911356965
2025-01-28,285.42871102305537,1,4,215.63416791666668,35.04858157550678
2025-01-29,227.1620065482436,1,5,164.9008255,20.760773885111234
2025-01-30,313.67950869278064,1,5,265.6520694583333,32.10928619595685
2025-01-31,421.72159983595975,1,5,361.21705912499993,40.6322217986733
2025-02-01,362.00796465036865,1,5,332.4621717083333,39.29516050084651
2025-02-02,375.022330339484,1,5,351.44933833333334,41.41133943589488
2025-02-03,547.5310943698718,1,5,464.0905824166666,48.66087134169843
2025-02-04,260.1943019388353,1,5,183.97100766666665,24.296240691144426
2025-02-05,312.22891953666357,1,6,253.56097145833328,40.45009176444685
2025-02-06,619.7974504196211,1,6,587.7129645833332,77.77942213473273
2025-02-07,355.48834710541024,1,6,298.326215625,46.55055835731967
2025-02-08,256.68962636945673,1,6,173.95598445833332,27.8764966198572
