fold,train_start,train_end,val_start,val_end,fold_avg_rmse,fold_avg_mae,fold_avg_smape
1,2016-01-01,2024-12-31 23:00:00,2025-01-01,2025-12-31 23:00:00,682.0439066257308,594.7687000395329,181.3590418545854
