"Name","Created","batch_size","dense_layers","dropout","latent_dim","learning_rate","best_val_smape","State","Notes","User","Tags","Runtime","Sweep","combination","fe_input_size","max_epochs","num_combinations","patience","price_zone","train_samples","val_samples","val_smape","best_epoch","epoch","epochs_trained","train_smape"
"DK1_latentdim16_layers6_lr0.0005_batchsize32_dropout0.0_comb021","2026-05-20T19:24:56.000Z","32","6","0","16","0.0005","81.02680969238281","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","330","","21","34","150","36","30","DK1","20649","2295","85.7799301147461","112","142","142","72.70627795948701"
"DK1_latentdim16_layers6_lr0.001_batchsize64_dropout0.2_comb020","2026-05-20T19:22:25.000Z","64","6","0.2","16","0.001","104.90518951416016","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","150","","20","34","150","36","30","DK1","20649","2295","105.74288940429688","79","109","109","104.64568347753756"
"DK1_latentdim16_layers6_lr0.001_batchsize64_dropout0.0_comb019","2026-05-20T19:19:30.000Z","64","6","0","16","0.001","72.02313995361328","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","174","","19","34","150","36","30","DK1","20649","2295","73.89306640625","148","150","150","67.586774383167"
"DK1_latentdim16_layers6_lr0.001_batchsize32_dropout0.2_comb018","2026-05-20T19:17:24.000Z","32","6","0.2","16","0.001","104.5356216430664","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","125","","18","34","150","36","30","DK1","20649","2295","116.83162689208984","20","50","50","110.27481663706872"
"DK1_latentdim16_layers6_lr0.001_batchsize32_dropout0.0_comb017","2026-05-20T19:14:54.000Z","32","6","0","16","0.001","81.45896911621094","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","149","","17","34","150","36","30","DK1","20649","2295","83.63794708251953","55","85","85","69.48514830881597"
"DK1_latentdim16_layers1_lr0.0005_batchsize64_dropout0.0_comb016","2026-05-20T19:13:49.000Z","64","1","0","16","0.0005","59.94254684448242","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","64","","16","34","150","36","30","DK1","20649","2295","63.4755973815918","141","150","150","57.0079846574057"
"DK1_latentdim16_layers1_lr0.0005_batchsize32_dropout0.0_comb015","2026-05-20T19:12:07.000Z","32","1","0","16","0.0005","54.111236572265625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","101","","15","34","150","36","30","DK1","20649","2295","64.99259948730469","112","142","142","65.32551639072666"
"DK1_latentdim16_layers1_lr0.001_batchsize64_dropout0.0_comb014","2026-05-20T19:11:09.000Z","64","1","0","16","0.001","50.80402755737305","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","57","","14","34","150","36","30","DK1","20649","2295","52.45499038696289","148","150","150","40.2416375458425"
"DK1_latentdim16_layers1_lr0.001_batchsize32_dropout0.0_comb013","2026-05-20T19:09:26.000Z","32","1","0","16","0.001","52.4780387878418","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","102","","13","34","150","36","30","DK1","20649","2295","53.02681350708008","112","142","142","48.043537582775386"
"DK1_latentdim8_layers6_lr0.0005_batchsize64_dropout0.2_comb012","2026-05-20T19:06:51.000Z","64","6","0.2","8","0.0005","94.877197265625","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","154","","12","34","150","36","30","DK1","20649","2295","97.08338928222656","128","150","150","93.50517306017802"
"DK1_latentdim8_layers6_lr0.0005_batchsize64_dropout0.0_comb011","2026-05-20T19:05:05.000Z","64","6","0","8","0.0005","75.825439453125","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","105","","11","34","150","36","30","DK1","20649","2295","80.36328125","87","117","117","69.29809347099564"
"DK1_latentdim8_layers6_lr0.0005_batchsize32_dropout0.2_comb010","2026-05-20T19:01:46.000Z","32","6","0.2","8","0.0005","95.89543151855467","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","198","","10","34","150","36","30","DK1","20649","2295","114.858642578125","52","82","82","117.52222525298411"
"DK1_latentdim8_layers6_lr0.0005_batchsize32_dropout0.0_comb009","2026-05-20T18:58:34.000Z","32","6","0","8","0.0005","79.51265716552734","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","191","","9","34","150","36","30","DK1","20649","2295","80.8287353515625","80","110","110","75.02914780064633"
"DK1_latentdim8_layers6_lr0.001_batchsize64_dropout0.2_comb008","2026-05-20T18:57:10.000Z","64","6","0.2","8","0.001","92.9556121826172","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","82","","8","34","150","36","30","DK1","20649","2295","102.26197052001952","49","79","79","99.64503429401032"
"DK1_latentdim8_layers6_lr0.001_batchsize64_dropout0.0_comb007","2026-05-20T18:54:57.000Z","64","6","0","8","0.001","71.79978942871094","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","132","","7","34","150","36","30","DK1","20649","2295","77.86764526367188","125","150","150","67.03017130281903"
"DK1_latentdim8_layers6_lr0.001_batchsize32_dropout0.2_comb006","2026-05-20T18:51:18.000Z","32","6","0.2","8","0.001","93.38451385498048","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","218","","6","34","150","36","30","DK1","20649","2295","94.15099334716795","79","109","109","93.7508823997096"
"DK1_latentdim8_layers6_lr0.001_batchsize32_dropout0.0_comb005","2026-05-20T18:46:54.000Z","32","6","0","8","0.001","77.46683502197266","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","263","","5","34","150","36","30","DK1","20649","2295","78.2913818359375","133","150","150","67.56894471254142"
"DK1_latentdim8_layers1_lr0.0005_batchsize64_dropout0.0_comb004","2026-05-20T18:46:14.000Z","64","1","0","8","0.0005","85.53795623779297","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","39","","4","34","150","36","30","DK1","20649","2295","89.58684539794922","67","97","97","79.96141779754922"
"DK1_latentdim8_layers1_lr0.0005_batchsize32_dropout0.0_comb003","2026-05-20T18:44:30.000Z","32","1","0","8","0.0005","76.7247543334961","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","103","","3","34","150","36","30","DK1","20649","2295","77.35197448730469","113","143","143","66.86462765507653"
"DK1_latentdim8_layers1_lr0.001_batchsize64_dropout0.0_comb002","2026-05-20T18:43:31.000Z","64","1","0","8","0.001","70.25467681884766","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","58","","2","34","150","36","30","DK1","20649","2295","72.83243560791016","148","150","150","61.02864271937509"
"DK1_latentdim8_layers1_lr0.001_batchsize32_dropout0.0_comb001","2026-05-20T18:42:00.000Z","32","1","0","8","0.001","72.427001953125","finished","-","","autoencoder, feature-encoder, hyperparameter-search, smape","90","","1","34","150","36","30","DK1","20649","2295","74.1534423828125","95","125","125","61.8204819410578"
