fe_latent_dim,fe_dense_layers,enc_hidden_size,enc_layers,dec_hidden_size,dec_layers,encoder_dropout,decoder_dropout,encoder_hidden_size,encoder_layers,decoder_hidden_size,decoder_layers,learning_rate,max_epochs,patience,batch_size,sequence_length,best_epoch,epochs_trained,price_zone,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
33,1,48,1,48,2,"0,0","0,2",48,1,48,2,"0,0005",60,20,32,168,41,60,DK1,2 years,2024-01-01,"72,9624839254437","249,40774613898304","209,96284350662867","72,9624839254437","235,08632218683985","209,96284350662867","72,96248392544369","51,20763203422967","52,148065633867304","59,47378185060438","72,23856088907199","81,84673879327349","97,19912049365097","96,62348778340812"
33,1,33,2,48,2,"0,2","0,2",33,2,48,2,"0,0005",60,20,64,168,52,60,DK1,2 years,2024-01-01,"73,15299387428064","259,754197078458","217,55560301743606","73,15299387428064","244,97699098338873","217,55560301743608","73,15299387428063","55,78493979929051","51,11286382953454","51,29297888250564","70,07178227336203","79,58048867937987","103,157014334406","101,07088932148592"
33,1,48,1,33,2,"0,0","0,0",48,1,33,2,"0,001",60,20,32,168,18,38,DK1,2 years,2024-01-01,"73,17828920128545","255,28468937287982","212,59298028491935","73,17828920128545","242,50136090681818","212,5929802849194","73,17828920128544","58,558166090214684","51,753528432327144","56,521637121000246","67,7966705425626","76,9289903807216","93,91232995007134","106,77670189210052"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,0005",60,20,32,24,20,40,DK1,2 years,2024-01-01,"73,26490901101516","266,0307457038248","219,4143594146436","73,26490901101516","250,64464187977643","219,41435941464357","73,26490901101519","56,15493542180677","49,003579530721694","63,10890377517474","71,03997572103111","77,73824343400703","100,41922495195156","95,38950024241333"
33,1,48,1,48,2,"0,0","0,2",48,1,48,2,"0,001",60,20,32,168,13,33,DK1,2 years,2024-01-01,"73,41510597797426","263,1414157276897","219,4221268198776","73,41510597797426","248,05700957211266","219,42212681987758","73,41510597797426","55,07241882946778","47,019715397758446","54,93299302028598","67,20879765249894","76,43524585628442","101,30305173101092","111,93351935851338"
33,1,48,1,33,2,"0,0","0,2",48,1,33,2,"0,001",60,20,32,24,57,60,DK1,2 years,2024-01-01,"73,42788974089426","253,52499921272016","210,03629744435082","73,42788974089426","238,15395482994842","210,03629744435082","73,42788974089426","53,83856143890538","51,481043756434545","50,19299376361573","71,34478236469837","83,13800608715349","95,08308849656459","108,91675227888773"
33,1,48,1,48,2,"0,0","0,0",48,1,48,2,"0,0005",60,20,32,24,25,45,DK1,2 years,2024-01-01,"73,43748384693583","260,0946504540646","219,49217572441037","73,43748384693583","246,8131529738474","219,49217572441034","73,43748384693585","54,56511845947322","48,306198504120246","61,47757283769464","72,17726617401738","74,79686529659662","95,2899208125215","107,44944484412733"
33,1,48,1,33,2,"0,0","0,0",48,1,33,2,"0,0005",60,20,64,24,57,60,DK1,2 years,2024-01-01,"73,61933527059432","270,8545739829479","224,6646116891366","73,61933527059432","253,7671230997678","224,6646116891366","73,61933527059432","54,85646825440661","44,12753061068524","57,94791678400128","71,97882868065395","75,19226888867689","100,80330757842712","110,42902609730912"
33,1,48,2,28,2,"0,2","0,2",48,2,28,2,"0,001",60,20,64,168,40,60,DK1,2 years,2024-01-01,"73,62690213520229","262,8455025265356","218,48070557679694","73,62690213520229","247,19134180776072","218,48070557679696","73,62690213520227","56,61794383816131","50,484468360440715","58,37082951010846","68,81738445466925","78,5184878078687","99,47958251525785","103,0996184599097"
33,1,48,2,33,2,"0,2","0,0",48,2,33,2,"0,001",60,20,64,24,34,54,DK1,2 years,2024-01-01,"73,6661116835067","258,306325415251","213,4892396904351","73,6661116835067","240,67782438168302","213,48923969043517","73,66611168350668","57,48119589779006","46,2154101282499","55,921193662014744","68,09592798992219","77,31165445757516","95,70061179107591","114,93678785791886"
33,1,48,2,28,2,"0,2","0,2",48,2,28,2,"0,001",60,20,32,168,39,59,DK1,2 years,2024-01-01,"73,73322585878147","251,26640421548012","212,78516221686408","73,73322585878147","237,19381754178661","212,78516221686408","73,73322585878147","55,76517717478852","51,11915695073729","61,237070356722214","74,49949999665776","80,21222109044122","99,68157234624229","93,61788309588097"
33,1,48,2,28,2,"0,0","0,0",48,2,28,2,"0,001",60,20,64,24,39,59,DK1,2 years,2024-01-01,"73,77327406660947","264,01430841136084","216,92369311025584","73,77327406660947","248,8203303929595","216,9236931102558","73,77327406660946","54,350992252908924","48,58859964208185","53,0594997235963","64,83846562817851","80,7480731619715","103,2711135683846","111,55617448914455"
33,1,48,2,28,2,"0,2","0,0",48,2,28,2,"0,001",60,20,32,24,35,55,DK1,2 years,2024-01-01,"73,79797405698946","259,641182026259","216,61416421784156","73,79797405698946","247,08453890314212","216,61416421784153","73,79797405698947","57,75934734882807","51,8756566821167","53,00001710823348","76,5196948056603","86,32412704416957","96,6860804559953","94,4208949539229"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,001",60,20,32,24,18,38,DK1,2 years,2024-01-01,"73,8281404459505","246,3310001785963","206,67632444922683","73,8281404459505","232,63364978798214","206,67632444922683","73,82814044595048","53,8825576325103","53,89816766016996","56,59025317633469","70,66445703681896","78,8533918868513","94,64906578972348","108,25908993924477"
33,1,48,2,48,2,"0,2","0,2",48,2,48,2,"0,001",60,20,64,168,39,59,DK1,2 years,2024-01-01,"73,90803432341289","260,82850444943506","218,13015675965718","73,90803432341289","243,02307907397636","218,13015675965718","73,90803432341288","52,583384248441426","48,24424520577003","49,5308298884901","67,33897564038266","82,5629684614531","103,90069929263989","113,195137526713"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,001",60,20,64,24,34,54,DK1,2 years,2024-01-01,"74,0178577750511","255,48990628426213","216,29811983827074","74,0178577750511","241,443205542799","216,2981198382708","74,01785777505108","57,6293910970993","52,33324214143381","52,3761211557967","75,21224286562304","79,33544996282897","99,59867462317791","101,63988257939786"
33,1,48,2,28,1,"0,2","0,0",48,2,28,1,"0,0005",60,20,32,168,42,60,DK1,2 years,2024-01-01,"74,07026959719208","253,83088503727785","211,2798355209606","74,07026959719208","237,0214741271604","211,2798355209606","74,07026959719208","52,536827463099314","48,03394727575676","56,24192439812164","72,1471756050759","82,92798678904268","96,91283257795293","109,69119307129529"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,001",60,20,32,168,55,60,DK1,2 years,2024-01-01,"74,1220549617088","265,4235308631622","220,86031281007385","74,1220549617088","251,14705912367822","220,86031281007385","74,12205496170881","56,309710817135695","48,45489377487259","47,7170254478311","69,82129674640865","87,2379861462358","99,69728564165872","109,61618615781906"
33,1,48,1,33,2,"0,0","0,2",48,1,33,2,"0,0005",60,20,32,168,60,60,DK1,2 years,2024-01-01,"74,13574298583836","259,0658428894567","214,28719868582223","74,13574298583836","243,2496881543713","214,28719868582226","74,13574298583835","54,982694448531035","58,25009715507744","53,914517503875246","70,82817548258768","78,96266922918352","96,82519007666369","105,18685700494991"
33,1,48,1,28,2,"0,0","0,2",48,1,28,2,"0,001",60,20,64,168,39,59,DK1,2 years,2024-01-01,"74,20697064218305","264,9878470437782","219,92826800703313","74,20697064218305","249,64828967830633","219,9282680070331","74,20697064218305","52,39372077168695","55,754873863622684","60,615547963268284","71,24465439436023","76,92033205869217","97,70959004144026","104,81007540221087"
