fe_latent_dim,fe_dense_layers,enc_hidden_size,enc_layers,dec_hidden_size,dec_layers,encoder_dropout,decoder_dropout,encoder_hidden_size,encoder_layers,decoder_hidden_size,decoder_layers,learning_rate,max_epochs,patience,batch_size,sequence_length,best_epoch,epochs_trained,price_zone,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
33,1,48,2,28,2,"0,0","0,2",48,2,28,2,"0,0005",60,20,32,24,56,60,DK1,2 years,2024-01-01,"75,17137251036726","258,0754007461569","216,9631676280334","75,17137251036726","244,5282140057471","216,96316762803343","75,17137251036726","59,409043683435016","52,37958993696702","49,30583089859565","67,60834703121903","86,45474604200032","96,68866538670653","114,35338459364723"
33,1,48,2,33,2,"0,0","0,2",48,2,33,2,"0,0005",60,20,64,168,60,60,DK1,2 years,2024-01-01,"75,24721174318299","267,9037662001089","224,83034123613822","75,24721174318299","253,46490415393103","224,8303412361382","75,24721174318299","59,17824023023908","50,69845298820972","61,55374549156306","70,42039711389697","78,69389918507902","98,26124683324876","107,9245003600442"
33,1,48,2,33,2,"0,0","0,2",48,2,33,2,"0,001",60,20,32,168,28,48,DK1,2 years,2024-01-01,"75,2917523208433","248,20986395648666","209,45627140809904","75,2917523208433","233,75766957169904","209,456271408099","75,29175232084329","55,593646844813456","47,47561916690587","61,728233011458","72,74548250405196","81,29100990744857","99,60633108413107","108,60194372709407"
33,1,33,2,48,2,"0,2","0,0",33,2,48,2,"0,0005",60,20,64,168,59,60,DK1,2 years,2024-01-01,"75,33979913945004","267,1010975482835","220,45756061612508","75,33979913945004","249,67087087217925","220,45756061612514","75,33979913945004","52,816221394166575","52,32228416377701","52,6414932377013","71,71767234791949","85,17011826162786","102,50319027076225","110,20761430019571"
33,1,48,2,33,1,"0,2","0,0",48,2,33,1,"0,001",60,20,64,24,34,54,DK1,2 years,2024-01-01,"75,3508457294528","271,15442668761256","224,9711317909883","75,3508457294528","251,0843373643674","224,97113179098827","75,3508457294528","54,27083962194102","43,44126763302991","57,394941103260805","68,08707611206827","87,40486192021655","103,8637309982592","112,99320271739379"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,001",60,20,32,24,60,60,DK1,2 years,2024-01-01,"75,38486750891533","264,6966634445208","222,47213967268283","75,38486750891533","249,39945326035166","222,4721396726828","75,38486750891532","60,319307869186765","51,05015050446224","54,09227567612503","67,05072794718212","81,10767328087722","97,27887371887934","116,79506356569456"
33,1,48,2,33,1,"0,0","0,0",48,2,33,1,"0,001",60,20,64,168,36,56,DK1,2 years,2024-01-01,"75,52286029967243","259,7601356912276","216,65791698974567","75,52286029967243","242,2169524148015","216,6579169897457","75,52286029967242","51,99807746028888","45,38549849172253","53,19587842542871","71,81742319160125","89,06392125834715","105,24210858706617","111,95711468325234"
33,1,48,1,28,2,"0,0","0,0",48,1,28,2,"0,0005",60,20,64,168,60,60,DK1,2 years,2024-01-01,"75,53572356467929","271,16154801518496","223,2585899211433","75,53572356467929","254,79535526441597","223,25858992114328","75,53572356467927","56,80445751286045","55,62588628093182","65,88325182155225","72,07356643946943","75,37450380946197","97,17269581146181","105,81570327701725"
33,1,48,1,48,2,"0,0","0,2",48,1,48,2,"0,0005",60,20,32,24,60,60,DK1,2 years,2024-01-01,"75,57110692398584","257,84505995485813","218,42312733963328","75,57110692398584","242,45479210298632","218,42312733963334","75,57110692398582","55,183638092088266","51,320371992456074","55,043116294997496","73,67432821314893","79,20251709119908","100,1271845978665","114,4465921861445"
33,1,48,1,28,2,"0,0","0,2",48,1,28,2,"0,0005",60,20,32,168,39,59,DK1,2 years,2024-01-01,"75,58824161142815","265,6712111109522","221,69225720828172","75,58824161142815","250,650082181835","221,69225720828177","75,58824161142816","54,33465944603846","53,48409289951799","61,74906692559264","75,00899240593287","78,287300712758","95,80817488228357","110,44540400787352"
33,1,33,2,48,2,"0,2","0,0",33,2,48,2,"0,001",60,20,64,24,60,60,DK1,2 years,2024-01-01,"75,63845511785736","265,75636731718106","222,25107670042073","75,63845511785736","249,44631210541","222,25107670042075","75,63845511785736","60,23632079251479","49,857826784983665","51,09599089269982","73,23760489843235","89,48230065931185","100,791041619839","104,76810017722"
33,1,48,2,28,1,"0,2","0,0",48,2,28,1,"0,001",60,20,32,24,20,40,DK1,2 years,2024-01-01,"75,66077638562244","261,71055428539285","217,39280520672898","75,66077638562244","243,16903125870144","217,392805206729","75,66077638562244","53,92406156622684","48,28810414710928","55,9696297144838","74,21219497548957","85,39900150119352","96,90308102583963","114,9293617690144"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,001",60,20,64,168,34,54,DK1,2 years,2024-01-01,"75,66908359742118","259,0291041694112","221,80631108484422","75,66908359742118","246,6090303624823","221,80631108484422","75,66908359742118","57,45606848449726","54,42799376058988","52,84906180067185","72,74359952937853","82,56682224924496","102,80483307725437","106,8352062803114"
33,1,33,2,48,2,"0,2","0,0",33,2,48,2,"0,001",60,20,32,24,16,36,DK1,2 years,2024-01-01,"75,67102751348514","257,70257178410924","215,17769194645686","75,67102751348514","241,909364781814","215,1776919464569","75,67102751348516","53,69052035108706","51,72891964822726","51,51881228412057","73,12670266933068","92,21619062834232","96,9925676687466","110,42347934454153"
33,1,48,2,33,1,"0,2","0,0",48,2,33,1,"0,0005",60,20,32,168,34,54,DK1,2 years,2024-01-01,"75,7099018848742","272,3672608117212","227,293960031476","75,7099018848742","252,0599459871567","227,29396003147602","75,7099018848742","52,5948170417043","45,45751558377828","54,140557481361334","74,30470064572616","86,80053249001968","103,90655855987882","112,76463139165084"
33,1,48,2,33,2,"0,0","0,0",48,2,33,2,"0,0005",60,20,32,24,31,51,DK1,2 years,2024-01-01,"75,76809882914928","269,1429894740916","223,31291425424504","75,76809882914928","252,25292647026438","223,31291425424504","75,76809882914928","56,68375262642752","49,974206614047745","62,63874503421097","73,91315796565601","80,56340893880653","99,3828520557336","107,22056856916255"
33,1,33,2,48,2,"0,2","0,2",33,2,48,2,"0,001",60,20,32,24,13,33,DK1,2 years,2024-01-01,"75,77763034296683","261,3517099443899","216,80581539042228","75,77763034296683","245,44879257941588","216,8058153904223","75,77763034296683","53,608406422373875","50,62054523401429","56,45182914467995","71,06933401516736","83,85879994158884","100,93197404360926","113,90252359933424"
33,1,33,2,48,2,"0,2","0,0",33,2,48,2,"0,001",60,20,64,168,23,43,DK1,2 years,2024-01-01,"75,88147848499491","272,20151322152765","227,57909063350758","75,88147848499491","255,78270226818273","227,57909063350755","75,88147848499491","55,35890046813505","49,90577955670985","58,31260849243071","72,5798937020281","85,60731596556923","97,67373567958745","111,73211553050403"
33,1,48,1,28,1,"0,0","0,0",48,1,28,1,"0,0005",60,20,32,168,44,60,DK1,2 years,2024-01-01,"75,99431051159777","261,4947777281262","219,609816691707","75,99431051159777","245,05022762798333","219,60981669170698","75,99431051159777","52,31203323862276","46,802804503094194","53,11642585647573","76,48786004533076","90,52373980920015","101,06265334163467","111,65465678682611"
33,1,48,2,33,1,"0,0","0,0",48,2,33,1,"0,0005",60,20,32,24,42,60,DK1,2 years,2024-01-01,"76,04222506595336","265,09030455329406","222,26364581501653","76,04222506595336","247,9911301581832","222,26364581501653","76,04222506595337","55,62071517875948","45,8132822512197","50,92768198908813","72,38280916853435","89,05233053004048","103,52279182304531","114,97596452098615"
33,1,48,2,28,1,"0,2","0,0",48,2,28,1,"0,001",60,20,32,168,20,40,DK1,2 years,2024-01-01,"76,1243799025039","257,63767902023284","216,69611862811297","76,1243799025039","241,48601286796492","216,696118628113","76,12437990250389","52,97607979739102","49,73550140067154","58,3197695256416","77,34556053361756","84,09199449808676","99,2255519665525","111,17620159556637"
33,1,48,1,28,2,"0,0","0,2",48,1,28,2,"0,0005",60,20,32,24,38,58,DK1,2 years,2024-01-01,"76,27925303117829","262,6639061612335","218,506755456488","76,27925303117829","248,86964909855155","218,506755456488","76,2792530311783","55,39952204159696","52,065377374749694","61,6545082329307","75,69306415572504","86,91960197223801","98,68435895345796","103,53833848754967"
33,1,48,1,33,1,"0,0","0,0",48,1,33,1,"0,001",60,20,64,24,33,53,DK1,2 years,2024-01-01,"76,28360698115193","258,8696358411124","215,17950137312073","76,28360698115193","241,4354583424312","215,1795013731207","76,28360698115193","53,38476653356415","51,06784169439114","61,09026467122142","80,13485891984543","82,14218419201377","95,80438902272537","110,36094383430225"
33,1,48,2,28,2,"0,2","0,0",48,2,28,2,"0,001",60,20,64,24,35,55,DK1,2 years,2024-01-01,"76,29843325330643","275,62021982951205","230,2216368636643","76,29843325330643","259,27834781184464","230,22163686366426","76,29843325330644","57,922175743476615","48,71503080760164","59,36819473771851","67,02822808945785","74,78340880987844","103,48201989802229","122,78997468698961"
33,1,48,2,33,1,"0,0","0,0",48,2,33,1,"0,0005",60,20,64,24,60,60,DK1,2 years,2024-01-01,"76,34719691324297","281,70774931049056","236,05834654482143","76,34719691324297","261,91092843045766","236,05834654482143","76,34719691324298","54,597991618977545","45,82799039335643","61,64948348744696","71,12652804972441","87,6164341693322","102,94085992225057","110,6710907516127"
33,1,48,2,28,2,"0,2","0,0",48,2,28,2,"0,0005",60,20,32,168,36,56,DK1,2 years,2024-01-01,"76,34845129134395","283,8831952748818","235,51162810621736","76,34845129134395","265,76563078138696","235,51162810621733","76,34845129134393","57,109352205397705","50,32491642046831","65,8708824396866","69,43121811127476","74,55309166042463","96,00084227803623","121,14885592411942"
33,1,48,1,48,1,"0,0","0,0",48,1,48,1,"0,001",60,20,64,168,21,41,DK1,2 years,2024-01-01,"76,35101003476571","269,76289207438043","223,56602889024958","76,35101003476571","251,91441864997128","223,56602889024956","76,35101003476571","53,75883879260739","48,293127152792444","61,15927518263072","74,34469243300634","84,8038731431287","101,21804670549287","110,8792168337014"
33,1,48,2,33,2,"0,2","0,0",48,2,33,2,"0,001",60,20,32,168,17,37,DK1,2 years,2024-01-01,"76,36654083757959","270,92778138885296","227,30414308029518","76,36654083757959","254,14393094560702","227,30414308029512","76,36654083757959","55,75514422756364","52,65745730070657","60,31960919180804","68,38269340161915","81,39830143597058","103,93897390060125","112,11360640478796"
33,1,48,1,33,2,"0,0","0,0",48,1,33,2,"0,001",60,20,64,24,31,51,DK1,2 years,2024-01-01,"76,44260544313795","275,98653383288024","230,3544240358786","76,44260544313795","257,9488815035359","230,35442403587862","76,44260544313795","57,214425160814116","48,092104442049674","60,898120753956206","73,38945524032933","79,87985017464855","100,71755553634141","114,9067267938263"
33,1,48,2,33,2,"0,0","0,0",48,2,33,2,"0,001",60,20,64,24,42,60,DK1,2 years,2024-01-01,"76,57575874124962","263,28526219965624","222,88233082719603","76,57575874124962","248,8119447260734","222,88233082719606","76,57575874124962","51,26216076854369","50,39231999801301","60,87619387362171","80,49663441083423","88,78456918110221","100,49301710338334","103,7254158532491"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,001",60,20,64,24,48,60,DK1,2 years,2024-01-01,"76,57798422364401","251,7062160332876","213,27815936856715","76,57798422364401","239,50334771848367","213,27815936856715","76,577984223644","55,437510959570936","55,75945824157939","59,67344863516223","76,09511166086799","83,31595481948773","97,95103605562605","107,81336919321373"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,001",60,20,32,168,18,38,DK1,2 years,2024-01-01,"76,59748795775887","259,45263102490946","218,55114597425077","76,59748795775887","243,76239054031524","218,55114597425083","76,59748795775887","55,2914818685026","51,789711219332034","56,78556758919643","70,96471482148803","84,10408188141015","104,70039568271788","112,54646264166497"
33,1,48,1,48,2,"0,0","0,0",48,1,48,2,"0,0005",60,20,64,24,44,60,DK1,2 years,2024-01-01,"76,62005128306879","273,0644210407663","224,99132651840503","76,62005128306879","256,3103005699616","224,99132651840503","76,62005128306878","55,57624928456413","54,0234420635166","61,05573124048222","68,48930547649128","82,75564536025567","98,26948421159545","116,17050134457608"
33,1,48,2,28,2,"0,0","0,0",48,2,28,2,"0,001",60,20,64,168,48,60,DK1,2 years,2024-01-01,"76,63136949829529","266,0978016759749","225,22061666594206","76,63136949829529","249,84736036166495","225,2206166659421","76,63136949829529","54,39710838810208","46,048830914767414","53,18766080097354","73,75639232856949","85,91775679293033","103,31406856477325","119,79776869795093"
33,1,48,2,28,1,"0,0","0,0",48,2,28,1,"0,0005",60,20,32,168,51,60,DK1,2 years,2024-01-01,"76,67568641323608","258,0494479959823","217,86721444690505","76,67568641323608","242,96728237203232","217,86721444690508","76,67568641323608","54,66763050707827","46,45898316916829","56,83704698100378","73,43123825504756","91,53775601738506","102,3910328678622","111,40611709510736"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,0005",60,20,64,24,47,60,DK1,2 years,2024-01-01,"76,72066740711787","274,8025507805127","229,9361170654493","76,72066740711787","259,9446928741581","229,9361170654493","76,72066740711787","56,98771165301319","55,798447742839286","59,59984760627961","68,1550221451767","77,33640325997716","106,31273431867051","112,85450512386866"
33,1,48,2,48,1,"0,2","0,0",48,2,48,1,"0,001",60,20,32,168,11,31,DK1,2 years,2024-01-01,"76,74335794014917","270,55530626090183","226,3608454274904","76,74335794014917","252,39862201719347","226,36084542749043","76,74335794014914","54,21093215577875","48,843886908832246","64,30574163307148","75,93391257876847","91,11015649364529","102,87588625575682","99,922989555191"
33,1,48,2,28,2,"0,0","0,0",48,2,28,2,"0,0005",60,20,64,168,60,60,DK1,2 years,2024-01-01,"76,78745917145045","285,8364739305535","236,5450211783491","76,78745917145045","267,50734806578373","236,54502117834915","76,78745917145045","59,481027252467726","44,59757045060158","65,83792214800036","71,41329453718113","82,60561414474988","103,14776100073894","110,42902466641354"
33,1,48,2,28,2,"0,0","0,2",48,2,28,2,"0,001",60,20,64,168,57,60,DK1,2 years,2024-01-01,"76,79011782652955","264,3077970913567","224,062239779778","76,79011782652955","248,23170051607903","224,06223977977797","76,79011782652954","56,86380016746857","49,572416331158465","52,268176219189826","71,80800248110558","83,31192843066842","101,13248949358501","122,57401166253096"
33,1,48,2,33,2,"0,2","0,2",48,2,33,2,"0,0005",60,20,32,24,34,54,DK1,2 years,2024-01-01,"76,80687285128428","280,7102502820716","233,6855800337995","76,80687285128428","262,5981553084621","233,68558003379948","76,80687285128428","53,39702319808276","45,110975396252634","62,894475975248355","70,03783865144959","76,68909402047441","106,09804968175514","123,42065303572704"
33,1,48,1,28,1,"0,0","0,0",48,1,28,1,"0,001",60,20,64,168,40,60,DK1,2 years,2024-01-01,"76,82129539220543","270,4305709046064","227,39585399862204","76,82129539220543","253,19023133708802","227,39585399862213","76,82129539220543","54,332875632799094","47,542947232921904","58,41704391041043","76,53011272546527","85,99877781439825","102,37848001543256","112,54883041401047"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,001",60,20,64,168,21,41,DK1,2 years,2024-01-01,"76,83234866838801","274,5892223814882","226,69216329104358","76,83234866838801","256,76038150510254","226,6921632910436","76,83234866838801","54,75045499884703","53,72065810685072","69,94672420743514","73,75039397650836","82,53294277361351","97,67655446592761","105,44871214953375"
33,1,48,1,28,2,"0,0","0,2",48,1,28,2,"0,001",60,20,32,24,18,38,DK1,2 years,2024-01-01,"76,99347171851397","277,71372887182","230,43093592358406","76,99347171851397","260,4098403889744","230,43093592358406","76,99347171851397","56,196492884250915","53,487772431388976","62,148041603108354","69,39806957105108","87,0451259086498","104,17346721133197","106,50533241981677"
33,1,48,2,48,1,"0,2","0,0",48,2,48,1,"0,0005",60,20,32,24,20,40,DK1,2 years,2024-01-01,"76,9982029131221","268,3729021219404","222,56520396358326","76,9982029131221","250,20328829076703","222,56520396358331","76,9982029131221","53,52124962142911","50,79894808201577","63,078250827589116","73,59773284611673","86,94410823806737","101,63164132821603","109,41548944842056"
33,1,48,2,48,1,"0,0","0,0",48,2,48,1,"0,001",60,20,64,24,25,45,DK1,2 years,2024-01-01,"77,0336852104267","265,55128445683306","223,03287413051163","77,0336852104267","247,66122708219902","223,03287413051166","77,03368521042668","52,81122907830303","47,3579485689138","57,27819420748653","69,98252503966728","90,54876565588569","107,98499811759915","113,27213580513138"
33,1,48,2,28,2,"0,0","0,0",48,2,28,2,"0,0005",60,20,64,24,60,60,DK1,2 years,2024-01-01,"77,06027941662904","281,1030009354266","234,74364705277117","77,06027941662904","265,1734417164736","234,74364705277117","77,06027941662906","59,535354246082306","52,045044761920664","71,70405644103309","70,44073495875357","76,31968034415057","98,95844034309022","110,418644821373"
33,1,48,1,28,2,"0,0","0,0",48,1,28,2,"0,0005",60,20,32,24,44,60,DK1,2 years,2024-01-01,"77,12664225926156","277,07998787622205","231,86242831866926","77,12664225926156","260,0689705999112","231,86242831866932","77,12664225926154","57,724423317014484","46,28680773262121","54,184982170001646","70,91554257449873","84,70196352391045","102,2465044152706","123,82627208151372"
33,1,48,2,48,1,"0,0","0,0",48,2,48,1,"0,001",60,20,32,24,10,30,DK1,2 years,2024-01-01,"77,18113906336922","275,60549898612965","228,81033910543167","77,18113906336922","256,95803290801035","228,8103391054317","77,18113906336922","53,95440558704537","50,159703274443146","65,85641798696612","76,7174342431636","85,89157410886743","103,28588136049646","104,40255688260244"
33,1,48,1,28,2,"0,0","0,0",48,1,28,2,"0,0005",60,20,32,168,38,58,DK1,2 years,2024-01-01,"77,2704003097279","272,42312540931334","228,15058043743608","77,2704003097279","257,2161410407076","228,15058043743605","77,27040030972792","55,218933074531606","56,43739537692417","61,09397158505578","71,03957764938727","75,01085529665556","109,22966579840899","112,86240338713198"
33,1,48,2,48,2,"0,0","0,2",48,2,48,2,"0,0005",60,20,64,24,42,60,DK1,2 years,2024-01-01,"77,33483068287455","277,4045139051733","231,71416875306963","77,33483068287455","260,5312382326455","231,7141687530696","77,33483068287454","53,779544163448314","55,204984355461676","71,45481427751926","73,02057422595465","82,87051479085979","100,08977473227168","104,92360823460642"
33,1,48,2,33,2,"0,0","0,2",48,2,33,2,"0,0005",60,20,64,24,60,60,DK1,2 years,2024-01-01,"77,42292140413838","276,99783845365454","230,67341972751376","77,42292140413838","259,53135494016163","230,6734197275138","77,42292140413838","55,9419876494068","46,40994514109965","65,23761595938409","81,85650071372145","81,17159930943971","97,63407323919412","113,70872781672291"
33,1,48,1,33,2,"0,0","0,0",48,1,33,2,"0,0005",60,20,64,168,58,60,DK1,2 years,2024-01-01,"77,43339527215889","275,84213658722354","230,38588931090308","77,43339527215889","260,42531853862863","230,3858893109031","77,4333952721589","58,65093131871798","58,11591868789101","66,56655678864036","73,17071662045593","79,63911711806954","98,75484277799552","107,13568359334191"
33,1,48,1,33,2,"0,0","0,0",48,1,33,2,"0,001",60,20,64,168,48,60,DK1,2 years,2024-01-01,"77,44699904551291","264,37994138779743","224,7866319089676","77,44699904551291","250,1924123812674","224,78663190896762","77,44699904551291","55,50977823143734","53,51003331714703","60,94637529781009","68,5716517532972","80,8762756336738","102,6661119075983","120,04876717762657"
33,1,48,2,33,2,"0,0","0,0",48,2,33,2,"0,001",60,20,64,168,47,60,DK1,2 years,2024-01-01,"77,46660834714216","262,1614022190937","221,7313217553395","77,46660834714216","246,4548948663959","221,73132175533948","77,46660834714216","53,71671361799754","52,173026434648875","60,68681919152263","71,34327849600618","78,706956908786","98,5518431766498","127,08762060438406"
33,1,48,2,48,2,"0,2","0,0",48,2,48,2,"0,0005",60,20,32,24,35,55,DK1,2 years,2024-01-01,"77,50198025707502","262,23736589238786","222,24083243972646","77,50198025707502","249,29301719983042","222,24083243972655","77,50198025707503","56,12177148664999","60,73956813470487","54,608711425387426","70,03145839906722","85,40199246743543","102,36416089989586","113,24619898638429"
33,1,48,1,48,2,"0,0","0,2",48,1,48,2,"0,001",60,20,64,24,22,42,DK1,2 years,2024-01-01,"77,53376397631678","270,0131592089658","224,82853135915994","77,53376397631678","253,141964211834","224,82853135915988","77,53376397631678","56,18587944187993","52,19800733450475","57,822536195739985","70,28759375818575","84,2893750222218","104,3959246489233","117,55703143276197"
33,1,48,1,48,2,"0,0","0,0",48,1,48,2,"0,0005",60,20,32,168,21,41,DK1,2 years,2024-01-01,"77,65351939351017","267,6894797810626","223,8156718912058","77,65351939351017","250,84524431626275","223,8156718912058","77,65351939351017","53,805330685584096","57,67256573622638","70,05654637477829","74,44644739740963","78,21264518307501","99,46338602241754","109,91771435508018"
33,1,48,1,48,1,"0,0","0,0",48,1,48,1,"0,001",60,20,64,24,22,42,DK1,2 years,2024-01-01,"77,75149035015636","267,0008410159675","222,27975838107503","77,75149035015636","248,56115911860405","222,279758381075","77,75149035015636","50,202997254577895","46,077146699685265","61,67598808992787","80,12894889749239","88,36617863229773","105,9207152873763","111,88845758973704"
33,1,48,1,48,1,"0,0","0,0",48,1,48,1,"0,0005",60,20,32,24,21,41,DK1,2 years,2024-01-01,"77,81431520147511","273,1171574249879","230,01749979743676","77,81431520147511","255,17683198203488","230,01749979743676","77,81431520147513","53,174284831078054","49,94451137408426","63,90971587340971","74,54321070868562","84,95869978451019","106,76777357203598","111,40201026652198"
33,1,48,1,48,2,"0,0","0,2",48,1,48,2,"0,001",60,20,64,168,21,41,DK1,2 years,2024-01-01,"77,90057542673496","274,05374409448916","229,97774954119893","77,90057542673496","258,5017891038386","229,977749541199","77,90057542673495","54,610187960555166","55,50952927468752","66,10463982950608","76,83105159503889","85,20611200533939","100,24171512351968","106,80079219849799"
33,1,48,1,33,1,"0,0","0,0",48,1,33,1,"0,0005",60,20,64,24,58,60,DK1,2 years,2024-01-01,"77,90629479135502","271,59926677889","225,52554681871743","77,90629479135502","252,20832895017165","225,52554681871746","77,90629479135501","55,7789151210043","47,06169739702601","64,80728649256261","73,82249485207016","88,38117735532951","101,99524382211585","113,49724849937672"
33,1,48,1,28,2,"0,0","0,0",48,1,28,2,"0,001",60,20,64,168,41,60,DK1,2 years,2024-01-01,"77,93847905070817","269,4167461297608","226,51732147332964","77,93847905070817","254,24026856313282","226,51732147332967","77,93847905070815","57,8440112795924","49,069980047093395","62,16474979420841","71,81495822280777","87,27275790577875","100,92690165996164","116,47599444551471"
33,1,33,2,48,2,"0,2","0,2",33,2,48,2,"0,001",60,20,64,24,53,60,DK1,2 years,2024-01-01,"78,01290999878975","267,50758172785123","226,7697157628528","78,01290999878975","249,4410036522099","226,76971576285288","78,01290999878975","51,614834228327936","49,67249602786845","62,13147338871984","74,29219594307033","87,21261749888025","102,28537104828243","118,881381856379"
33,1,33,2,48,2,"0,2","0,0",33,2,48,2,"0,001",60,20,32,168,10,30,DK1,2 years,2024-01-01,"78,04820409836341","279,0235628759652","231,07690355805812","78,04820409836341","260,5523235798109","231,0769035580581","78,0482040983634","57,38630549899608","50,532473922760516","66,00553368239413","72,90739649727799","83,10396305633019","99,39084778337286","117,01090824741206"
33,1,48,2,33,2,"0,2","0,2",48,2,33,2,"0,001",60,20,64,168,41,60,DK1,2 years,2024-01-01,"78,05492208169548","269,26564977012055","228,19613324121707","78,05492208169548","254,60004337689512","228,196133241217","78,05492208169548","60,449287166978294","53,11385243013484","56,41329824092617","76,10741856698282","86,58463748830758","97,29037935456927","116,42558132396938"
33,1,48,1,48,1,"0,0","0,0",48,1,48,1,"0,001",60,20,32,168,10,30,DK1,2 years,2024-01-01,"78,06241755743409","276,9838982561159","231,30670666899027","78,06241755743409","256,79300380429044","231,30670666899024","78,06241755743407","54,59734674387251","45,937554696648945","65,91476150912874","76,15826467709483","87,63409179243168","102,17661815995643","114,01828532290546"
33,1,48,1,48,2,"0,0","0,0",48,1,48,2,"0,001",60,20,32,168,18,38,DK1,2 years,2024-01-01,"78,07526312147569","263,24485605249765","222,73263942697432","78,07526312147569","245,92743694874156","222,73263942697443","78,0752631214757","54,13785414184403","52,14951838903281","66,94289237952299","75,66756415261247","86,09979456712426","101,82343008889225","109,70578813130102"
33,1,48,2,33,1,"0,2","0,0",48,2,33,1,"0,0005",60,20,64,24,59,60,DK1,2 years,2024-01-01,"78,08724791765692","282,48521056673906","235,116289674742","78,08724791765692","262,08629693043196","235,11628967474206","78,08724791765692","51,01214709317766","44,686331273358284","64,47998484002099","78,02872357227781","93,10373388644744","105,37931366201177","109,92050109630448"
33,1,33,2,48,1,"0,2","0,0",33,2,48,1,"0,0005",60,20,64,168,48,60,DK1,2 years,2024-01-01,"78,1066942603403","264,1724836947288","222,02467227773755","78,1066942603403","249,62134288363407","222,02467227773755","78,1066942603403","59,81356789040251","50,78477165911175","59,1876002939295","76,13372944784965","86,27264951918949","100,55670181855918","113,99783919333997"
33,1,48,2,48,2,"0,0","0,0",48,2,48,2,"0,001",60,20,64,168,31,51,DK1,2 years,2024-01-01,"78,10782015409488","271,41296453272014","231,67011586831316","78,10782015409488","255,94049001477336","231,67011586831316","78,10782015409488","57,86136960237705","52,613334579510834","56,50586206096602","77,95739067057147","88,8802748239934","105,85371553475197","107,08279380649344"
33,1,48,2,33,2,"0,2","0,0",48,2,33,2,"0,001",60,20,64,168,42,60,DK1,2 years,2024-01-01,"78,11259762172155","265,9410055120352","225,86922003980473","78,11259762172155","250,40979767231033","225,86922003980473","78,11259762172156","51,62947422973852","55,14671280236524","61,955618102695446","76,15024822001678","86,81580054514518","104,73707010944226","110,35325934264739"
33,1,48,2,28,1,"0,0","0,0",48,2,28,1,"0,001",60,20,32,168,22,42,DK1,2 years,2024-01-01,"78,13045499887586","259,85408278398654","219,13725658922942","78,13045499887586","245,58858617356805","219,1372565892294","78,13045499887585","49,98329734371458","50,33292723914711","57,878543222813406","79,09611027212078","87,06858938268135","107,13091138532963","115,42280614632418"
33,1,48,2,48,1,"0,2","0,0",48,2,48,1,"0,001",60,20,32,24,12,32,DK1,2 years,2024-01-01,"78,16311867273546","265,8857379640434","223,19356213849687","78,16311867273546","248,99808058635617","223,19356213849687","78,16311867273546","52,37886598703194","47,65642330764605","63,00431062660139","78,13441456198245","92,46674465454464","104,91194287149948","108,5891286998423"
33,1,48,2,48,2,"0,0","0,0",48,2,48,2,"0,001",60,20,32,24,16,36,DK1,2 years,2024-01-01,"78,21667104378696","263,97875549906223","225,80510755258396","78,21667104378696","248,91734665571627","225,80510755258396","78,21667104378696","54,84440205548179","53,29125965448971","62,239191572395825","73,9975413463703","84,4135182542491","105,53929301307053","113,19149141045148"
33,1,33,2,48,2,"0,2","0,2",33,2,48,2,"0,0005",60,20,32,24,48,60,DK1,2 years,2024-01-01,"78,37392942834792","257,5358324495346","217,03425228732007","78,37392942834792","241,47921446732295","217,03425228732007","78,3739294283479","52,012768919760035","56,671060609805906","66,29571570948904","81,74663277175728","85,50061518501907","102,64642066738476","103,7442921352193"
33,1,48,2,28,2,"0,2","0,0",48,2,28,2,"0,0005",60,20,64,24,60,60,DK1,2 years,2024-01-01,"78,49255679807627","287,4212344690621","240,22446506873257","78,49255679807627","270,77821775431164","240,2244650687326","78,49255679807625","59,63239277679578","56,12897695294072","65,61585051306923","69,39785924595455","80,52621721892064","99,94987874832469","118,19672213052817"
33,1,48,2,28,2,"0,2","0,0",48,2,28,2,"0,001",60,20,64,168,34,54,DK1,2 years,2024-01-01,"78,50109172423224","276,09027116383743","233,3243880944193","78,50109172423224","259,6065106758385","233,32438809441933","78,50109172423224","59,376693943804895","51,558330670236394","64,77613809066875","79,34632335848039","86,0935643935956","100,03214773855935","108,32444387428026"
33,1,48,2,28,2,"0,0","0,2",48,2,28,2,"0,0005",60,20,32,168,40,60,DK1,2 years,2024-01-01,"78,56591778597009","278,99509593286996","233,12337144363696","78,56591778597009","262,4015685594753","233,12337144363696","78,56591778597009","57,786580969895994","44,570387783142465","72,50215897237062","73,87518407001751","76,44285141042229","101,04684687464943","123,73741442129227"
