fe_latent_dim,fe_dense_layers,enc_hidden_size,enc_layers,dec_hidden_size,encoder_hidden_size,layers,decoder_hidden_size,learning_rate,max_epochs,patience,batch_size,sequence_length,dropout,best_epoch,epochs_trained,price_zone,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
33,1,48,2,28,48,2,28,"0,0005",60,10,32,24,"0,2",40,50,DK1,2 years,2024-01-01,"69,349299840539","260,04952526247985","213,36585467092226","69,349299840539","243,9894112583607","213,36585467092226","69,34929984053899","56,19035121376523","46,90900817821603","49,30767075556993","61,950575882268495","74,19542958244202","95,29836702662597","101,59369624488532"
33,1,48,2,33,48,2,33,"0,001",60,10,32,24,"0,0",60,60,DK1,2 years,2024-01-01,"70,22865977272676","244,993198284419","206,06439846311298","70,22865977272676","232,60801874569003","206,06439846311295","70,22865977272677","57,545835359282584","48,47085423162177","59,06196756326153","62,55459282196404","78,53689411387973","91,03097232456602","94,39950199451168"
33,1,48,2,48,48,2,48,"0,001",60,10,32,24,"0,2",18,28,DK1,2 years,2024-01-01,"70,68597257067731","247,1801420484102","208,9932454334963","70,68597257067731","234,17244145720406","208,9932454334963","70,6859725706773","53,63787135917057","47,696540806365164","58,375839536901","68,35706370392518","79,07883776384709","90,39563513600376","97,26001968852836"
33,1,48,2,28,48,2,28,"0,0005",60,10,32,24,"0,0",38,48,DK1,2 years,2024-01-01,"71,36810766420112","260,98512501704874","217,99582696651294","71,36810766420112","246,96602991851552","217,995826966513","71,36810766420112","54,92475428305916","48,92520432170123","54,0542776579594","63,880875616281166","75,28693392792707","94,64742526845986","107,85728257401988"
33,1,48,2,28,48,2,28,"0,001",60,10,64,24,"0,2",36,46,DK1,2 years,2024-01-01,"72,3047506925281","269,4123595741002","223,23041172757559","72,3047506925281","254,54156304134384","223,23041172757556","72,30475069252809","56,60746091519789","50,22336214035984","57,381100599070706","67,30150300714651","79,58098718806293","94,94368580822409","100,09515518963472"
33,1,48,2,33,48,2,33,"0,0005",60,10,32,168,"0,2",32,42,DK1,2 years,2024-01-01,"72,89371055080778","266,3814088226969","219,89060195269337","72,89371055080778","250,92242828994668","219,8906019526934","72,89371055080778","54,36783793725536","47,06814313847727","59,0855838274824","75,82986232277356","76,36841490808507","98,69819824904147","98,83793347253936"
33,1,48,2,48,48,2,48,"0,0005",60,10,32,168,"0,2",34,44,DK1,2 years,2024-01-01,"72,95237321807186","254,0738356470796","211,44156853759438","72,95237321807186","238,4075810018534","211,44156853759438","72,95237321807186","56,2199215373052","47,8982385669095","55,81536708803837","69,59245668585379","75,19745450112457","99,6815243672146","106,26164978005698"
33,1,33,2,48,33,2,48,"0,0005",60,10,64,168,"0,2",52,60,DK1,2 years,2024-01-01,"73,15299387428064","259,754197078458","217,55560301743606","73,15299387428064","244,97699098338873","217,55560301743608","73,15299387428063","55,78493979929051","51,11286382953454","51,29297888250564","70,07178227336203","79,58048867937987","103,157014334406","101,07088932148592"
33,1,48,2,28,48,2,28,"0,001",60,10,64,168,"0,2",40,50,DK1,2 years,2024-01-01,"73,62690213520229","262,8455025265356","218,48070557679694","73,62690213520229","247,19134180776072","218,48070557679696","73,62690213520227","56,61794383816131","50,484468360440715","58,37082951010846","68,81738445466925","78,5184878078687","99,47958251525785","103,0996184599097"
33,1,48,2,28,48,2,28,"0,001",60,10,64,24,"0,0",39,49,DK1,2 years,2024-01-01,"73,77327406660947","264,01430841136084","216,92369311025584","73,77327406660947","248,8203303929595","216,9236931102558","73,77327406660946","54,350992252908924","48,58859964208185","53,0594997235963","64,83846562817851","80,7480731619715","103,2711135683846","111,55617448914455"
33,1,48,2,28,48,2,28,"0,001",60,10,32,168,"0,2",24,34,DK1,2 years,2024-01-01,"74,43256499592378","258,62026696664157","217,93586528290757","74,43256499592378","244,63509442872174","217,9358652829076","74,43256499592378","55,35111449955571","47,973996792900955","59,37203183547484","70,8459949083551","80,35315156754733","98,3331234471365","108,79854192049606"
33,1,48,2,48,48,2,48,"0,0005",60,10,32,24,"0,2",28,38,DK1,2 years,2024-01-01,"74,608655902684","259,91506438520696","219,02363477754577","74,608655902684","248,24897365724337","219,0236347775458","74,60865590268402","57,45994977585328","47,45278912567417","59,429907592614114","75,412616313437","78,20469226585386","99,84349687583375","104,45713936952193"
33,1,48,2,33,48,2,33,"0,0005",60,10,64,24,"0,2",60,60,DK1,2 years,2024-01-01,"74,61032596823901","270,4444457714619","224,4647528277942","74,61032596823901","254,66742969873164","224,4647528277942","74,610325968239","54,04154578420089","53,083370403489795","61,618243941218665","69,60517998921935","79,2068638860238","95,36596614485796","109,35111162866261"
33,1,48,2,28,48,2,28,"0,0005",60,10,32,168,"0,0",43,53,DK1,2 years,2024-01-01,"74,66291076419284","258,186867258068","213,5705580843234","74,66291076419284","243,6305471551545","213,57055808432347","74,66291076419283","55,02945116118194","53,3810813050716","57,55607141634373","71,44325552042638","70,99906070474083","101,90817391574356","112,3232813258418"
33,1,48,2,48,48,2,48,"0,0005",60,10,64,168,"0,2",57,60,DK1,2 years,2024-01-01,"74,89202512371733","251,58755804674638","212,97270021934955","74,89202512371733","239,60416836412233","212,97270021934952","74,89202512371735","58,13822870663391","53,89565847859964","57,11698042934351","72,21693236167818","76,34711666652288","93,71047238544867","112,81878683779459"
33,1,48,2,48,48,2,48,"0,0005",60,10,64,24,"0,0",48,58,DK1,2 years,2024-01-01,"75,15724706431213","264,3969137907321","218,59612036180891","75,15724706431213","249,23887033329603","218,59612036180891","75,15724706431213","55,65936623353876","49,604074764471406","60,30965179902095","73,90373659947001","83,08536452876248","101,78555084371821","101,75298468120309"
33,1,48,2,33,48,2,33,"0,0005",60,10,32,24,"0,0",31,41,DK1,2 years,2024-01-01,"75,76809882914928","269,1429894740916","223,31291425424504","75,76809882914928","252,25292647026438","223,31291425424504","75,76809882914928","56,68375262642752","49,974206614047745","62,63874503421097","73,91315796565601","80,56340893880653","99,3828520557336","107,22056856916255"
33,1,48,1,28,48,1,28,"0,0005",60,10,32,168,"0,0",44,54,DK1,2 years,2024-01-01,"75,99431051159777","261,4947777281262","219,609816691707","75,99431051159777","245,05022762798333","219,60981669170698","75,99431051159777","52,31203323862276","46,802804503094194","53,11642585647573","76,48786004533076","90,52373980920015","101,06265334163467","111,65465678682611"
33,1,48,1,33,48,1,33,"0,001",60,10,64,24,"0,0",33,43,DK1,2 years,2024-01-01,"76,28360698115193","258,8696358411124","215,17950137312073","76,28360698115193","241,4354583424312","215,1795013731207","76,28360698115193","53,38476653356415","51,06784169439114","61,09026467122142","80,13485891984543","82,14218419201377","95,80438902272537","110,36094383430225"
33,1,48,1,48,48,1,48,"0,001",60,10,64,168,"0,0",21,31,DK1,2 years,2024-01-01,"76,35101003476571","269,76289207438043","223,56602889024958","76,35101003476571","251,91441864997128","223,56602889024956","76,35101003476571","53,75883879260739","48,293127152792444","61,15927518263072","74,34469243300634","84,8038731431287","101,21804670549287","110,8792168337014"
33,1,48,2,33,48,2,33,"0,001",60,10,64,24,"0,0",42,52,DK1,2 years,2024-01-01,"76,57575874124962","263,28526219965624","222,88233082719603","76,57575874124962","248,8119447260734","222,88233082719606","76,57575874124962","51,26216076854369","50,39231999801301","60,87619387362171","80,49663441083423","88,78456918110221","100,49301710338334","103,7254158532491"
33,1,48,2,28,48,2,28,"0,001",60,10,64,168,"0,0",48,58,DK1,2 years,2024-01-01,"76,63136949829529","266,0978016759749","225,22061666594206","76,63136949829529","249,84736036166495","225,2206166659421","76,63136949829529","54,39710838810208","46,048830914767414","53,18766080097354","73,75639232856949","85,91775679293033","103,31406856477325","119,79776869795093"
33,1,48,2,28,48,2,28,"0,0005",60,10,64,168,"0,0",60,60,DK1,2 years,2024-01-01,"76,78745917145045","285,8364739305535","236,5450211783491","76,78745917145045","267,50734806578373","236,54502117834915","76,78745917145045","59,481027252467726","44,59757045060158","65,83792214800036","71,41329453718113","82,60561414474988","103,14776100073894","110,42902466641354"
33,1,48,2,33,48,2,33,"0,0005",60,10,32,24,"0,2",34,44,DK1,2 years,2024-01-01,"76,80687285128428","280,7102502820716","233,6855800337995","76,80687285128428","262,5981553084621","233,68558003379948","76,80687285128428","53,39702319808276","45,110975396252634","62,894475975248355","70,03783865144959","76,68909402047441","106,09804968175514","123,42065303572704"
33,1,48,2,48,48,2,48,"0,001",60,10,64,168,"0,2",21,31,DK1,2 years,2024-01-01,"76,81775807950929","273,20529233245463","227,69792149082508","76,81775807950929","257,430730420453","227,69792149082514","76,8177580795093","54,54636010089556","55,85690170383683","63,07459662782388","69,7744447312443","79,42038438778661","101,04291322432556","114,00870578065233"
33,1,48,1,28,48,1,28,"0,001",60,10,64,168,"0,0",40,50,DK1,2 years,2024-01-01,"76,82129539220543","270,4305709046064","227,39585399862204","76,82129539220543","253,19023133708802","227,39585399862213","76,82129539220543","54,332875632799094","47,542947232921904","58,41704391041043","76,53011272546527","85,99877781439825","102,37848001543256","112,54883041401047"
33,1,48,2,28,48,2,28,"0,0005",60,10,64,24,"0,0",60,60,DK1,2 years,2024-01-01,"77,06027941662904","281,1030009354266","234,74364705277117","77,06027941662904","265,1734417164736","234,74364705277117","77,06027941662906","59,535354246082306","52,045044761920664","71,70405644103309","70,44073495875357","76,31968034415057","98,95844034309022","110,418644821373"
33,1,48,2,33,48,2,33,"0,001",60,10,32,24,"0,2",15,25,DK1,2 years,2024-01-01,"77,50621056472764","273,53973380982046","227,80242281103733","77,50621056472764","256,26318031626306","227,80242281103736","77,50621056472764","56,09692279264863","53,38243637338284","64,46273696102992","72,7904943226405","87,17731105529813","102,51632101329747","106,11725143479605"
33,1,48,1,28,48,1,28,"0,001",60,10,32,168,"0,0",19,29,DK1,2 years,2024-01-01,"77,532082650605","271,9116985357166","226,9144115829402","77,532082650605","251,78865310591468","226,91441158294023","77,532082650605","51,17259402062351","45,85885726915832","58,31834762438776","74,76825669307425","88,85668547868863","106,04100280461591","117,7088346636866"
33,1,48,1,48,48,1,48,"0,001",60,10,64,24,"0,0",22,32,DK1,2 years,2024-01-01,"77,75149035015636","267,0008410159675","222,27975838107503","77,75149035015636","248,56115911860405","222,279758381075","77,75149035015636","50,202997254577895","46,077146699685265","61,67598808992787","80,12894889749239","88,36617863229773","105,9207152873763","111,88845758973704"
33,1,48,1,48,48,1,48,"0,0005",60,10,32,24,"0,0",21,31,DK1,2 years,2024-01-01,"77,81431520147511","273,1171574249879","230,01749979743676","77,81431520147511","255,17683198203488","230,01749979743676","77,81431520147513","53,174284831078054","49,94451137408426","63,90971587340971","74,54321070868562","84,95869978451019","106,76777357203598","111,40201026652198"
33,1,48,1,33,48,1,33,"0,0005",60,10,64,24,"0,0",58,60,DK1,2 years,2024-01-01,"77,90629479135502","271,59926677889","225,52554681871743","77,90629479135502","252,20832895017165","225,52554681871746","77,90629479135501","55,7789151210043","47,06169739702601","64,80728649256261","73,82249485207016","88,38117735532951","101,99524382211585","113,49724849937672"
33,1,48,2,33,48,2,33,"0,001",60,10,64,168,"0,2",41,51,DK1,2 years,2024-01-01,"78,05492208169548","269,26564977012055","228,19613324121707","78,05492208169548","254,60004337689512","228,196133241217","78,05492208169548","60,449287166978294","53,11385243013484","56,41329824092617","76,10741856698282","86,58463748830758","97,29037935456927","116,42558132396938"
33,1,48,1,48,48,1,48,"0,001",60,10,32,168,"0,0",10,20,DK1,2 years,2024-01-01,"78,06241755743409","276,9838982561159","231,30670666899027","78,06241755743409","256,79300380429044","231,30670666899024","78,06241755743407","54,59734674387251","45,937554696648945","65,91476150912874","76,15826467709483","87,63409179243168","102,17661815995643","114,01828532290546"
33,1,48,2,48,48,2,48,"0,001",60,10,64,168,"0,0",31,41,DK1,2 years,2024-01-01,"78,10782015409488","271,41296453272014","231,67011586831316","78,10782015409488","255,94049001477336","231,67011586831316","78,10782015409488","57,86136960237705","52,613334579510834","56,50586206096602","77,95739067057147","88,8802748239934","105,85371553475197","107,08279380649344"
33,1,48,2,48,48,2,48,"0,001",60,10,32,24,"0,0",16,26,DK1,2 years,2024-01-01,"78,21667104378696","263,97875549906223","225,80510755258396","78,21667104378696","248,91734665571627","225,80510755258396","78,21667104378696","54,84440205548179","53,29125965448971","62,239191572395825","73,9975413463703","84,4135182542491","105,53929301307053","113,19149141045148"
33,1,48,2,33,48,2,33,"0,001",60,10,64,168,"0,0",29,39,DK1,2 years,2024-01-01,"78,73946791316365","277,7156720840357","230,95646365186883","78,73946791316365","259,81974303938733","230,95646365186886","78,73946791316367","56,589738205477815","49,71977484178647","65,12555445174256","72,61026496085941","83,57050584154194","100,2330785808062","123,32735850993116"
33,1,48,1,48,48,1,48,"0,0005",60,10,32,168,"0,0",22,32,DK1,2 years,2024-01-01,"78,78726894024115","265,508141011281","218,14872338412334","78,78726894024115","246,01523857106466","218,14872338412337","78,78726894024115","50,337070056185745","52,08966427679352","67,43363446626353","80,03083336278968","90,1168635586202","99,75949362429893","111,74332323673642"
33,1,48,2,33,48,2,33,"0,0005",60,10,64,168,"0,2",56,60,DK1,2 years,2024-01-01,"78,98116090251817","277,42090111119387","230,5192344785677","78,98116090251817","260,47056661038516","230,51923447856774","78,98116090251817","53,46490078867204","57,5353598683867","72,52741640462355","81,73701573004024","83,17434918766344","96,16861178587672","108,26047255236446"
33,1,48,2,48,48,2,48,"0,001",60,10,64,24,"0,2",21,31,DK1,2 years,2024-01-01,"79,19948780735056","287,20891248287637","239,8200184969321","79,19948780735056","268,22372696881183","239,82001849693216","79,19948780735058","55,51995313753123","50,06565238702037","67,89838348065287","75,63457128426708","88,75506511407826","101,56159542778684","114,96119382011724"
33,1,48,1,28,48,1,28,"0,001",60,10,64,24,"0,0",40,50,DK1,2 years,2024-01-01,"79,44047094760171","271,6270359331622","226,36947392600104","79,44047094760171","251,50825520657622","226,3694739260011","79,44047094760172","53,919159539394414","46,86161701798343","59,241434985117735","80,25234105613586","92,42503452461536","107,36315969619761","116,02054981376759"
33,1,48,1,28,48,1,28,"0,0005",60,10,32,24,"0,0",34,44,DK1,2 years,2024-01-01,"79,47394020244536","274,38570097650995","229,43998707720328","79,47394020244536","256,5593272936814","229,43998707720334","79,47394020244539","55,82553594587371","51,8505530872506","70,3152845704949","78,66120591262144","90,33588121771704","101,06807960329294","108,26104107986686"
33,1,48,2,33,48,2,33,"0,001",60,10,32,168,"0,2",16,26,DK1,2 years,2024-01-01,"79,65714643603529","277,79486808748175","232,76515181948662","79,65714643603529","258,44393298122515","232,76515181948662","79,65714643603529","57,441760984093975","54,373236947201015","62,62602627793944","72,78320079437144","84,24675025777253","107,60930106715902","118,51974872370957"
33,1,48,1,48,48,1,48,"0,001",60,10,32,24,"0,0",11,21,DK1,2 years,2024-01-01,"79,82000349454016","274,47724380170513","229,27709144950074","79,82000349454016","254,37609630675732","229,27709144950072","79,82000349454017","52,68042112237776","50,36934851086016","63,28333780815795","79,28401033899178","88,12379531841249","107,68452894257824","117,31458242040283"
33,1,48,2,33,48,2,33,"0,0005",60,10,32,168,"0,0",30,40,DK1,2 years,2024-01-01,"79,91544456990819","284,86770981109305","238,64844665900944","79,91544456990819","266,68682421489893","238,6484466590094","79,9154445699082","55,0686947064614","54,791114910233446","64,80381599688907","75,96979221842622","84,48354722624717","106,57479062863115","117,71635630246897"
