Date,daily_rmse,fold,week,daily_mae,daily_smape
2025-01-01,943.8582903302088,1,1,893.0263793333334,183.65312398102927
2025-01-02,808.6385054540804,1,1,697.9241651111112,79.65451302590792
2025-01-03,356.3769541818383,1,1,336.0779210555556,54.1901890977537
2025-01-04,443.6662871371017,1,1,412.93555355555554,58.08555358494385
2025-01-05,289.9903504459369,1,1,260.38305723611114,66.25044719397559
2025-01-06,150.9735036877478,1,1,118.60458455555556,47.682249348458875
2025-01-07,303.1746782600972,1,1,291.0558341527778,89.5603593014635
2025-01-08,367.74135145326693,1,2,292.27375326388886,55.030004463211824
2025-01-09,365.56238340473294,1,2,350.9783316805556,51.86186464311228
2025-01-10,299.0716721344219,1,2,285.9413984583333,41.94521853669217
2025-01-11,102.19332232148817,1,2,81.21680858333333,11.703280292592327
2025-01-12,531.9901148504283,1,2,487.0159711527778,82.35271533040184
2025-01-13,395.7242654008898,1,2,319.31249420833336,76.15229599360958
2025-01-14,90.8205095133667,1,2,77.09041311111112,18.543179539392167
2025-01-15,1233.0929783327397,1,3,1058.4594361388888,99.6814942654709
2025-01-16,210.0144447828006,1,3,178.94874855555557,25.744068473443843
2025-01-17,179.39066494189797,1,3,156.06942805555556,20.591652379733617
2025-01-18,158.70799415757935,1,3,145.28361251388887,15.683551001190471
2025-01-19,425.2053179800606,1,3,399.44055779166666,53.123302392481484
2025-01-20,1674.2503697508741,1,3,1416.03513175,131.33549732317607
2025-01-21,956.8569154846564,1,3,905.3606928472223,119.9913746089145
2025-01-22,467.0484402076803,1,4,438.7164015416667,53.09052398615785
2025-01-23,243.54688051419294,1,4,209.3994470138889,31.98128146963471
2025-01-24,501.72851687246833,1,4,434.8009732083333,90.94608720722559
2025-01-25,351.996375009494,1,4,275.58110955555554,49.332704885878584
2025-01-26,186.81793191496087,1,4,128.64624616666669,21.656067970802685
2025-01-27,595.0305704309139,1,4,518.1555518194444,90.68596656266337
2025-01-28,148.7268689187253,1,4,130.73458327777777,22.411036921366158
2025-01-29,417.00588155791525,1,5,324.00250126388886,31.41813092263001
2025-01-30,237.40003600314554,1,5,195.18749744444446,24.079445126764334
2025-01-31,414.62945768725933,1,5,394.6881886111111,48.29858395497288
2025-02-01,223.33769483835053,1,5,205.86191620833333,24.530322173378526
2025-02-02,191.39688740000366,1,5,175.85950115277782,19.043874779695543
2025-02-03,317.62732263586975,1,5,285.0689905138889,32.58127645368426
2025-02-04,263.1311304316219,1,5,232.45000616666667,31.10531678332457
2025-02-05,557.833009966051,1,6,455.34432002777777,46.498807213884945
2025-02-06,278.52204000268506,1,6,264.14144062500003,30.217883152265685
2025-02-07,232.68824168451388,1,6,214.2217169583333,30.921599624470403
2025-02-08,277.0165482302775,1,6,257.832214,36.93957676746108
2025-02-09,134.52125165323056,1,6,108.8550625277778,13.620954035335483
2025-02-10,560.7487621527295,1,6,445.62432636111106,49.128195911166436
2025-02-11,344.89033118320947,1,6,301.5871245416667,39.84776041309052
2025-02-12,160.9022876043459,1,7,117.2516930138889,11.537411338351863
2025-02-13,324.421562652054,1,7,311.82750523611116,30.20123002605913
2025-02-14,721.4985164271138,1,7,667.6351775694445,65.09265616612643
2025-02-15,291.6745437858856,1,7,247.92841287500002,31.39243418837251
2025-02-16,204.82346669863907,1,7,155.76663163888887,17.71043994665212
2025-02-17,515.0129079951504,1,7,472.16179413888887,51.26532605677362
2025-02-18,361.88234498050866,1,7,320.7092598611111,39.39070590990599
2025-02-19,162.60754829986774,1,8,144.97631077777777,18.67598611222094
2025-02-20,580.2958100039702,1,8,555.9313369166667,73.09283172275968
2025-02-21,532.767543212835,1,8,512.5991602361111,68.72102985393957
2025-02-22,370.46847419181637,1,8,363.99347820833333,57.62777669941864
2025-02-23,417.1778740400619,1,8,398.26833709722223,58.95686870264222
2025-02-24,635.4612184292781,1,8,577.5334403888888,95.44059844980053
2025-02-25,305.85922882804266,1,8,257.95685043055556,28.219208344874037
2025-02-26,195.9448782155872,1,9,174.7980024027778,20.579118521992275
2025-02-27,123.70807825383501,1,9,102.9743525,10.93375630330206
2025-02-28,169.48327388462002,1,9,138.6313679861111,16.223184542577673
2025-03-01,231.9531572807341,1,9,200.91772695833333,26.27500532624431
2025-03-02,273.2071764527862,1,9,209.5405799861111,43.53507193466915
2025-03-03,343.5113942470956,1,9,292.13896545833336,67.65103643758943
2025-03-04,575.4379028940176,1,9,548.2329023472222,101.10351630733024
2025-03-05,754.0375879156782,1,10,741.6465347083334,139.69707126548346
2025-03-06,421.890212519277,1,10,329.0429086666666,62.075402787028466
2025-03-07,340.08936348188354,1,10,247.62464690277776,37.818173995323704
2025-03-08,329.50303875816786,1,10,252.72221180555553,54.054774921195104
2025-03-09,307.375350771317,1,10,232.91733541666667,61.78222786951254
2025-03-10,213.80062647275747,1,10,172.3560081805555,26.937250794219896
2025-03-11,158.80343946533677,1,10,135.35070048611112,16.756113669317187
2025-03-12,274.635999054239,1,11,257.1542122361111,32.839836383924336
2025-03-13,289.23869368786455,1,11,277.63786949999997,36.61949533024947
2025-03-14,194.27635730843332,1,11,178.67202124999997,23.653839684504064
2025-03-15,58.36630114569351,1,11,44.240490027777774,6.8693852485863305
2025-03-16,134.32073452624192,1,11,121.19009695833334,46.44762534510017
2025-03-17,249.03987784053322,1,11,202.54231054166667,32.0640747516428
2025-03-18,283.4841071162369,1,11,218.87360005555556,50.892745504315876
2025-03-19,356.26797798828716,1,12,306.2832348611111,59.656110620291635
2025-03-20,325.73568703308837,1,12,254.66501494444447,48.94402526825005
2025-03-21,475.20800315915614,1,12,407.0301773472222,82.13520467958745
2025-03-22,669.6114395007968,1,12,658.401552625,162.28866340519616
2025-03-23,344.06001037625003,1,12,295.38312634722223,86.78269529250412
2025-03-24,317.40246195709324,1,12,299.2830007777778,41.17164489484252
2025-03-25,166.1565980032102,1,12,144.54619325000002,26.243109480285455
2025-03-26,185.34935267960762,1,13,153.80805038888892,27.833452760478387
2025-03-27,167.75496296620278,1,13,127.63704881944443,22.780238219131075
2025-03-28,287.89090933015837,1,13,261.3265767222222,62.05904745559573
2025-03-29,213.63807242043305,1,13,185.05323423611114,51.043635238984095
2025-03-30,399.1072341903185,1,13,357.75779800000004,155.49560448491596
2025-03-31,87.74776191825075,1,13,66.79207716666667,9.438742691871964
2025-04-01,180.65213144510756,1,13,138.92566154166664,27.293203430291406
2025-04-02,396.96885562651295,1,14,351.87607119444436,81.24213729553466
2025-04-03,287.03610593102394,1,14,237.3989823472222,64.42891464741996
2025-04-04,186.91202515676991,1,14,148.36708047222223,52.718456596471476
2025-04-05,230.27573471523436,1,14,189.27857141666667,80.5619430203503
2025-04-06,205.0442695924688,1,14,178.46683529166668,89.4976627123811
2025-04-07,210.60238185265555,1,14,144.65290141666665,31.477329955433426
2025-04-08,155.0595348464203,1,14,124.52452830555558,19.65917130266385
2025-04-09,162.5580474477155,1,15,132.30056741666667,26.699922183340696
2025-04-10,507.9800114285374,1,15,355.3953794722222,86.89131575820213
2025-04-11,399.21712384086084,1,15,295.67487948611114,110.85029475371044
2025-04-12,196.09183897975782,1,15,174.3367469722222,68.25815191531319
2025-04-13,37.43595065691774,1,15,27.555542902777763,38.75255553440671
2025-04-14,153.24281065070986,1,15,113.61076015277779,14.53047419644877
2025-04-15,473.5830273595268,1,15,436.3566428888889,107.06384722601581
2025-04-16,110.32788319550531,1,16,84.17554063888889,16.367449402941155
2025-04-17,262.0189847119114,1,16,193.6690165,43.8527504212657
2025-04-18,240.60029098237706,1,16,188.84182065277776,55.64209857063407
2025-04-19,146.6402840631633,1,16,119.44152097222222,61.41093543730123
2025-04-20,316.14023535593424,1,16,260.4658012361111,108.32287183493206
2025-04-21,250.65588031931776,1,16,210.0405544722222,43.40358084077418
2025-04-22,355.27195218027936,1,16,278.59304574999993,46.66315563456341
2025-04-23,275.38566597514784,1,17,218.7283215416667,42.99237036255352
2025-04-24,226.33145046295783,1,17,188.705429375,35.82928282152198
2025-04-25,200.96395242698486,1,17,167.61053655555554,38.84267797972784
2025-04-26,84.42046675055558,1,17,64.46568887499998,52.06952383989666
2025-04-27,61.324536671483955,1,17,52.42321481944444,45.668993708009054
2025-04-28,237.16980512967268,1,17,171.57325940277778,63.85185087913884
2025-04-29,189.7412240104984,1,17,142.61563877777778,59.31990158504239
2025-04-30,255.03669405377326,1,18,188.6707621388889,61.43950329860976
2025-05-01,413.0923129879259,1,18,345.3604461805555,88.51585413124639
2025-05-02,200.58546078945062,1,18,155.9476317638889,68.88273774265052
2025-05-03,153.31099957643806,1,18,110.86928768055554,59.57265385333449
2025-05-04,203.93161880642637,1,18,153.27130466666665,99.91174908077042
2025-05-05,172.8297500941635,1,18,132.16797790277778,27.295548667887676
2025-05-06,149.23470367516333,1,18,122.21108169444445,27.073658623145768
2025-05-07,120.44895202954437,1,19,95.89437850000002,17.901400973100948
2025-05-08,165.91207786500152,1,19,148.01306549999995,21.962648813617513
