fold,week,week_start,week_end,weekly_rmse,weekly_mae,weekly_smape
1,1,2025-01-01,2025-01-07 23:00:00,566.6262291399617,451.51115003968255,88.16597024792685
1,2,2025-01-08,2025-01-14 23:00:00,385.11408337388787,315.52057607738095,61.01911561951183
1,3,2025-01-15,2025-01-21 23:00:00,906.3940445189701,645.6411691329364,70.45537943116248
1,4,2025-01-22,2025-01-28 23:00:00,382.26441434462106,295.7635916527778,46.90612845708542
1,5,2025-01-29,2025-02-04 23:00:00,325.4211462000522,276.0512894880952,32.036902019044064
1,6,2025-02-05,2025-02-11 23:00:00,374.3140596675441,289.492622734127,34.21486771896362
1,7,2025-02-12,2025-02-18 23:00:00,385.86919619250966,309.0264321587302,32.85806910752672
1,8,2025-02-19,2025-02-25 23:00:00,449.03121004417636,393.82465401785714,54.74276133010836
1,9,2025-02-26,2025-03-04 23:00:00,353.37861524327025,279.5536970277778,51.042084013286626
1,10,2025-03-05,2025-03-11 23:00:00,425.8362115955593,326.07282202976194,60.05183969933214
1,11,2025-03-12,2025-03-18 23:00:00,245.84208691797403,201.38118137103174,36.666944815764744
1,12,2025-03-19,2025-03-25 23:00:00,434.3118657462575,365.066752843254,81.43099503531376
1,13,2025-03-26,2025-04-01 23:00:00,217.85618205475333,175.30486380555556,43.48853370819536
1,14,2025-04-02,2025-04-08 23:00:00,272.72549978800254,217.25004033134923,63.731211079732006
1,15,2025-04-09,2025-04-15 23:00:00,320.76392555278466,224.53113167063498,57.001187965801456
1,16,2025-04-16,2025-04-22 23:00:00,255.62852908071673,198.69618442460316,50.838054937662626
1,17,2025-04-23,2025-04-29 23:00:00,186.67699846685838,135.85424407539682,47.03076303357091
1,18,2025-04-30,2025-05-06 23:00:00,236.3782035374132,171.6758487936508,60.01454203735723
1,19,2025-05-07,2025-05-13 23:00:00,144.29851833787146,114.93403644642859,35.7102614809073
1,20,2025-05-14,2025-05-20 23:00:00,240.96742427944264,191.21633466468253,66.24070452952303
1,21,2025-05-21,2025-05-27 23:00:00,255.63282527915058,201.33275783730156,78.5336283584948
1,22,2025-05-28,2025-06-03 23:00:00,235.4156124832702,182.037014109127,69.9262361468669
1,23,2025-06-04,2025-06-10 23:00:00,230.74297607044628,181.70671327182538,81.20797442904836
1,24,2025-06-11,2025-06-17 23:00:00,223.32585075296336,164.71326645436508,70.78633503374374
1,25,2025-06-18,2025-06-24 23:00:00,303.8628764033025,234.59110957738093,91.51433309430413
1,26,2025-06-25,2025-07-01 23:00:00,463.5844903638084,312.6890623412698,90.51089128475986
1,27,2025-07-02,2025-07-08 23:00:00,280.170787492995,221.33552040873013,73.23702520733613
1,28,2025-07-09,2025-07-15 23:00:00,228.90040394485206,185.05691869047618,53.501107267237224
1,29,2025-07-16,2025-07-22 23:00:00,264.7052404549416,204.90340183333336,46.98367740771921
1,30,2025-07-23,2025-07-29 23:00:00,273.86775715047673,205.33097256349205,50.154387746276406
1,31,2025-07-30,2025-08-05 23:00:00,295.80441729004684,213.56966532142857,70.19035192161492
1,32,2025-08-06,2025-08-12 23:00:00,288.40747697613386,226.42689332936502,76.42734847482792
1,33,2025-08-13,2025-08-19 23:00:00,262.4995043897542,186.50373994444445,51.65033375776087
1,34,2025-08-20,2025-08-26 23:00:00,202.27990358861965,150.500467234127,41.94443303100134
1,35,2025-08-27,2025-09-02 23:00:00,256.94717387099297,183.40900974603176,44.93756481112373
1,36,2025-09-03,2025-09-09 23:00:00,319.06977085872785,205.65815850595234,38.22285377272879
1,37,2025-09-10,2025-09-16 23:00:00,484.1664399467944,361.7441278095238,83.72347248506577
1,38,2025-09-17,2025-09-23 23:00:00,301.606523830423,210.11225028571425,57.28173449711262
1,39,2025-09-24,2025-09-30 23:00:00,330.4612258352795,234.20949757093254,43.270738283733564
1,40,2025-10-01,2025-10-07 23:00:00,402.0328816931725,320.207775702381,83.04101994976948
1,41,2025-10-08,2025-10-14 23:00:00,324.0664477822287,255.27876694990078,42.03882826375334
1,42,2025-10-15,2025-10-21 23:00:00,407.98210188437105,300.2336217197421,42.29456767402238
1,43,2025-10-22,2025-10-28 23:00:00,333.1123085985885,282.4011759260913,78.10936383959248
1,44,2025-10-29,2025-11-04 23:00:00,266.3947480906699,217.02234050347224,40.86824817867614
1,45,2025-11-05,2025-11-11 23:00:00,298.0527693858406,268.0264523715278,44.00043299990541
1,46,2025-11-12,2025-11-18 23:00:00,285.2469193095357,228.84266236904764,43.98256345242479
1,47,2025-11-19,2025-11-25 23:00:00,581.1453450901377,410.7666498164683,46.99539682580781
1,48,2025-11-26,2025-12-02 23:00:00,445.34055959601704,367.80002903769844,57.12394246583775
1,49,2025-12-03,2025-12-09 23:00:00,336.6175118031835,270.2151178660714,35.73330007527729
1,50,2025-12-10,2025-12-16 23:00:00,373.6502023746127,272.18526491765874,41.91903073855664
1,51,2025-12-17,2025-12-23 23:00:00,242.3894342168327,203.0024115267857,37.27579128527358
1,52,2025-12-24,2025-12-30 23:00:00,196.87247943573843,154.75459299255954,29.374802726931826
1,53,2025-12-31,2025-12-31 23:00:00,99.16129933203817,77.11566686458333,13.6354904464145
