hidden_size;SEQ_LEN;learning_rate;epochs;batch_size;layers;price_zone;target_time;eval_start_anchor;eval_window_end;eval_window_hours;eval_chunk_hours;eval_chunk_stride_hours;eval_num_chunks;avg_weekly_smape;avg_mae;avg_rmse;max_avg_daily_smape_pct;min_avg_daily_smape_pct;status;error;used_chunks;first_chunk_start;last_chunk_start;smape_day_1_pct;smape_day_2_pct;smape_day_3_pct;smape_day_4_pct;smape_day_5_pct;smape_day_6_pct;smape_day_7_pct
64;24;0,0005;20;16;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,159398705856965;238,70641209662668;305,68620943234424;151,55648817352946;8,504405259670216;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;39,59660238143969;47,65803909524761;43,286218292783985;34,41277250920414;41,40801578693416;59,29437248071127;78,4597703946779
64;168;0,001;100;16;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,19221922186562;238,43320145375486;305,14862681863474;152,00723826447674;8,45883754336159;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,65115390277081;48,39554409643326;43,539687856139786;34,2829076787189;41,19994840063902;58,130045187658716;77,14624743069885
64;48;0,001;20;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,52060116709223;243,44879751686494;310,4212776866814;151,057754758154;8,087771411256567;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;39,47359877413121;46,42885271995253;43,18196145871202;34,04178744900176;41,76727250969726;61,05037818806162;80,7003570700892
32;48;0,0001;100;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,531342805765746;241,4956342865957;309,1263757806371;151,57953977188473;8,513752836912401;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,42333013280418;48,04093446290139;43,60005631363143;34,51617872881466;41,436511074671586;59,2782749000438;78,42411402749318
16;24;0,0001;20;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,532993729215065;241,34152999905666;308,1997670074413;151,70953502764087;8,338334678856214;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;42,433657130105395;48,36163216994549;43,76225268068909;34,414994268877386;41,2855635406506;58,720715729927534;77,75214058430993
16;48;0,0001;20;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,693924135339806;241,36917744307164;307,52688342017547;152,1048760621281;8,520753352750203;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;45,79072356606795;48,49845505861266;43,438721071444235;34,224627916127346;41,17195625012261;57,873575029861755;76,85941005514206
64;24;0,001;50;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,7478673203351;244,6719815685915;312,47334795756484;150,97245444283408;9,788260444786236;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;39,34087693749936;46,98544450440757;43,42929099471183;34,707332310645114;42,08135331198521;61,11904568379868;80,57172749929798
16;168;0,0001;100;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,780597784531004;244,3428860631783;312,078543517953;151,6042238934215;8,552291696604895;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,83006665590194;48,859014828879616;44,07568538590804;34,628261901257254;41,44056722061371;59,24647019134396;78,3841183078125
16;24;0,0001;20;16;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;49,850336854163515;228,1964015722136;287,8535900087295;155,13156646576286;11,265371742011382;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;44,16322681109467;49,44885447836128;46,35301341407553;40,22483791715487;45,04809175850905;53,4618867135367;70,2524468864125
16;48;0,001;100;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,0251890457894;249,4026275457071;319,1635416861122;150,96157077693638;8,943716211510027;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;38,54008472781474;45,97240136120154;43,05566002594247;34,71831561691442;42,361903234621536;62,82728865857894;82,70066969545218
16;48;0,0001;20;16;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,14266578304801;229,25751768534116;288,8737014982738;155,28167874282425;11,191308895657889;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;44,746951785457696;49,7338480151255;46,70700607668939;40,83748399228486;45,44455836601652;53,46264474824991;70,0661674975122
32;168;0,0001;50;16;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,17513564838924;248,30609104264184;316,5952522858176;151,09022713286728;9,616607414529929;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;40,61422312902535;48,482156213253845;44,20478067458683;35,01722787111367;42,031402906254435;60,765320805914826;80,11083793857567
64;24;0,0001;100;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,280549219084925;248,30675254882922;316,1262156795487;150,62636887055476;9,46803638394897;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;42,069633363745716;46,935149903138665;43,18923131286023;34,21273947599616;41,76313041918041;61,95520750000825;81,83875255866506
32;24;0,0005;20;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,348221862393544;250,15234320945572;318,9077062626368;150,986707569027;9,448768674174262;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;40,704210135743736;48,300910114410584;44,37941127172016;35,216191421068515;42,18949298284556;61,121260196652415;80,52607691431386
32;24;0,0001;20;16;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;50,39151302370927;250,22522211841937;318,43918746395343;151,19985384653623;9,468421850931806;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,75513385068977;49,02450373076398;44,64330255494426;35,13203443551035;41,918550496671486;60,48115547729141;79,7859106200936
