fold,train_start,train_end,val_start,val_end,fold_avg_rmse,fold_avg_mae,fold_avg_smape
1,2022-01-01,2024-12-31 23:00:00,2025-01-01,2025-12-31 23:00:00,"426,8342175075363","340,4429217627986","75,99395575632617"
