n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
50,"0,1",63,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,17725353207084","289,07320702775496","233,01773241468769","57,17725353207084","275,51486188330085","233,01773241468774","57,17725353207085","53,687762680636425","52,01085903249292","53,118238050055325","49,49366119074972","43,5931471314949","60,910376248614895","87,42673039045175"
50,"0,1",127,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,24998076488053","290,48169599074674","234,12910200276093","57,24998076488053","277,3272378599767","234,12910200276096","57,24998076488053","53,4131231452745","54,50876448082475","53,02053447073874","48,36427550854424","42,89009689403152","61,06194338919437","87,4911274655556"
50,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,335243692223884","292,13350898248734","235,8776827417201","57,335243692223884","278,7710121392917","235,8776827417201","57,33524369222388","51,98543700151117","52,961655623236126","53,75004260138644","48,226299483725555","43,45858890832538","62,53716902924744","88,4275131981351"
50,"0,1",127,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,64858163214917","293,92673805379974","237,7672483227875","57,64858163214917","280,8286097632211","237,76724832278748","57,64858163214917","53,66131683715733","50,910007659516296","52,50254236532967","50,64878757381265","45,95953630901556","62,883947814727236","86,97393286548544"
50,"0,1",127,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,86937832407342","291,674040394877","236,42297316464578","57,86937832407342","278,748400776869","236,42297316464575","57,86937832407342","53,40183250555328","52,67037096181001","54,23014251724469","50,02452500974462","45,32566838315151","61,59016376413831","87,84294512687157"
50,"0,1",127,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"57,98942316202485","293,070365983573","236,685559431974","57,98942316202485","279,46940817581554","236,685559431974","57,98942316202484","53,935121728887864","52,707918713364144","53,76788557583789","51,062456556007554","45,92014302522263","60,74541575029312","87,78702078456072"
50,"0,1",127,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"58,097598175625514","294,77733046076355","239,0818497628253","58,097598175625514","281,09287243531384","239,08184976282527","58,09759817562552","51,94893836619707","53,71309339711837","53,888764059621444","49,806182997331156","46,77548993304477","61,75636227035233","88,79435620571348"
200,"0,1",15,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"58,82761999302839","297,46157408752816","238,63811079925608","58,82761999302839","282,87345083222556","238,63811079925608","58,82761999302839","51,921702907674714","54,49938747577908","55,37577225129951","50,63789815038622","46,82610244641849","62,57227501716658","89,96020170247417"
200,"0,1",63,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"59,37942979503816","295,6049947613277","238,91373661833597","59,37942979503816","281,0450149415812","238,913736618336","59,379429795038156","55,69244674596382","54,0698649543013","55,19248782846","53,519232777815326","47,23911552206032","61,59150307593738","88,35135766072898"
200,"0,1",127,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"59,46100489627578","298,0417048390441","240,68868794390187","59,46100489627578","283,8917605372016","240,68868794390187","59,461004896275774","54,00222953187896","54,01764909911371","55,50810884529959","52,757272281281786","48,106479040664915","64,21939261575704","87,6159028599344"
200,"0,1",15,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,12186867708546","300,8447789465753","244,5802191903946","60,12186867708546","287,25683038091114","244,58021919039462","60,12186867708546","53,4912935666485","53,78287165122565","57,82422080011321","52,81542284629592","48,49372565245413","63,84690107190242","90,59864515095839"
200,"0,1",15,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,24382171498061","300,13681221049114","244,1013579617255","60,24382171498061","286,54388729044314","244,10135796172548","60,243821714980626","55,097680440054916","55,06199766886375","57,13890832346509","52,27885370860568","48,32533076951731","62,78195517258766","91,02202592176992"
200,"0,1",15,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,29520568314729","295,9160649854706","241,81602712792915","60,29520568314729","283,8851246374293","241,81602712792912","60,29520568314729","54,17456089033085","54,91329979402816","57,89638003739922","53,97528798214415","49,38364814989599","62,486950125248896","89,23631280298373"
500,"0,1",15,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,53801367475446","303,95657852150947","247,28541673700386","60,53801367475446","289,7262295956073","247,28541673700389","60,53801367475446","53,7136378226846","56,07838700825916","58,05588277074226","54,10958919781432","48,46290316574509","63,65684489144378","89,68885086659199"
200,"0,1",63,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,629429612882994","298,0216812760783","242,45753764118018","60,629429612882994","285,44895374734284","242,45753764118015","60,62942961288299","54,39888589547968","54,743008706116946","57,68692212852204","53,04801557840483","49,806096217560544","63,73437229145377","90,98870647264316"
500,"0,1",15,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,653049279800825","302,1754200608482","246,1845081859537","60,653049279800825","288,75660947904515","246,1845081859537","60,653049279800825","53,7905920697601","54,438878041451495","57,296337381925134","53,3852632472233","49,3287016454221","64,08279772062124","92,24877485220242"
500,"0,1",15,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"60,80527382796035","303,1739541138647","245,27450160880437","60,80527382796035","288,31379028051686","245,2745016088044","60,80527382796034","54,49439661297143","54,70580818667069","58,526594164039","52,88502814963567","49,3746776016139","62,97828353352048","92,67212854727127"
200,"0,1",15,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,19575488625964","303,22322877176384","247,68367945111225","61,19575488625964","289,8358298805676","247,68367945111225","61,195754886259635","54,79953152728572","54,762317845462206","57,49644051924483","54,6495045549309","49,74008188664675","64,45786587002473","92,46454200022235"
200,"0,1",63,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,43884298267182","300,53053950890455","244,09629312748348","61,43884298267182","286,46401299148584","244,09629312748348","61,43884298267182","54,32663980333808","55,105206570523904","58,719339228590556","53,97700253171645","51,1040584353047","65,79939008027307","91,04026422895595"
500,"0,1",63,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,43924840018397","303,5545780614774","249,1685151880137","61,43924840018397","291,1655517727503","249,1685151880137","61,43924840018396","55,28160981566083","56,00079175382236","59,16948954629703","54,57951155101418","50,2814910485061","64,37260162637223","90,38924345961505"
500,"0,1",63,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,44390309974045","304,4229420719671","245,5088831722501","61,44390309974045","288,5760947895049","245,50888317225008","61,44390309974045","55,014312315301964","56,368919976481315","59,045739057067934","55,9306941110233","49,83581980526756","64,55844908068418","89,35338735235689"
500,"0,1",63,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,53252293926741","302,3180215481038","245,9019692938988","61,53252293926741","289,794201596305","245,90196929389876","61,5325229392674","55,94879989454934","56,093707233977185","58,70668655653092","54,775745169932655","48,663312889978826","64,2908391138345","92,24856971606839"
500,"0,1",127,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,756243238386936","298,7661673574829","242,30064982284338","61,756243238386936","284,9795009888775","242,30064982284335","61,756243238386936","53,86460110046829","55,19058203757535","58,54985342292183","52,71665096310812","51,3736822878508","67,70012964347004","92,89820321331415"
500,"0,1",127,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,76743787004901","307,6102096325701","249,0402787516377","61,76743787004901","291,53113352351676","249,0402787516377","61,767437870049015","59,80502132954652","60,75023370355308","58,06052150934117","53,4141070125941","47,41812243958432","64,0697903330379","88,85426876268595"
500,"0,1",63,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"61,97774530127393","304,28184699540407","248,01587805533308","61,97774530127393","290,79686805655615","248,01587805533308","61,97774530127392","54,74662459564054","54,3029292801649","59,81312003903955","55,90742927076768","51,83616767943068","65,89093582056867","91,34701042330539"
500,"0,1",15,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"62,038002095370814","304,07791716044267","249,57441331803244","62,038002095370814","291,37332356576985","249,5744133180324","62,03800209537082","54,53697935421596","54,30556245112216","59,27695666804993","56,11821391726412","51,5317397949704","65,64803659738553","92,84852588458764"
500,"0,1",63,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"62,113103151598494","304,1133343360349","246,93358743358903","62,113103151598494","289,6566611579834","246,933587433589","62,1131031515985","53,54988032217541","56,98667066681173","61,12232267325929","53,952104529035864","50,134241418721146","67,40898018820806","91,63752226297798"
200,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"62,17138259522606","305,86359062900374","249,40955549476132","62,17138259522606","291,65981531402167","249,40955549476138","62,17138259522607","54,23242689049868","57,34971199738459","62,142458015112894","57,354066886285324","48,52076308438069","63,99611577112014","91,60413552180017"
