n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
500,"0,1",15,-1,20,"1,0",1,"1,0","0,0","0,0","72,35275432395622","349,40798162776605","280,5073193771169","72,35275432395622","319,2636917564269","280,5073193771169","72,35275432395622","55,222971413539376","56,27257520517474","65,71009684486958","69,84983459215715","80,71401060998554","89,05829630596376","89,64149529600337"
500,"0,1",15,-1,50,"1,0",1,"1,0","0,0","0,0","72,46764490085408","393,35336392004575","309,37097802351684","72,46764490085408","354,1300837176435","309,37097802351684","72,46764490085407","55,866256851573674","58,429632371411024","70,95293310362325","70,73064732759076","83,04501233884287","84,63233048286547","83,61670183007142"
500,"0,1",15,-1,20,"0,8",1,"1,0","0,0","0,0","72,6991248086202","357,65072115721586","287,61260585971445","72,6991248086202","326,55788197703805","287,6126058597145","72,6991248086202","55,36379592512482","58,562186449877565","67,88582862527292","70,16159441080147","83,03621193610104","85,96226959828175","87,92198671488183"
50,"0,1",127,-1,50,"0,8",1,"1,0","0,0","0,0","73,3471746692855","410,45814813253736","330,9194245896997","73,3471746692855","372,5224493095966","330,9194245896997","73,34717466928551","61,457475039584125","67,62585927161109","68,44753370339383","69,22556947806464","75,50579256214112","84,98453002209502","86,18346260810864"
50,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0","73,51257144765515","418,72569911551545","339,48259078657065","73,51257144765515","383,2913092225296","339,48259078657065","73,51257144765513","59,65308877333149","66,10836164947183","67,29558761747305","69,0403278704747","79,0495712038321","86,05191464508435","87,38914837391852"
50,"0,1",63,-1,1,"1,0",1,"1,0","0,0","0,0","74,00960089897987","389,4819519062113","312,9414637401289","74,00960089897987","352,5536467594996","312,9414637401288","74,00960089897987","60,62777660964584","65,60872662967785","70,33116313995552","69,10117098768046","77,64395508823947","87,06387781357412","87,69053602408582"
500,"0,01",63,-1,50,"0,8",1,"1,0","0,0","0,0","74,01875969372972","404,686835675108","326,28227972634147","74,01875969372972","369,1473867754482","326,2822797263415","74,01875969372972","59,1883251714853","62,28215584213089","68,73774130598122","71,23704507582352","81,90304149379","87,62685121727367","87,15615774962342"
500,"0,01",63,-1,1,"0,8",1,"1,0","0,0","0,0","74,16137115823224","388,21562491701263","313,6419096543141","74,16137115823224","353,3156791018443","313,6419096543141","74,16137115823224","58,88102266110778","61,45936333202698","71,1319825432806","71,01641276626223","79,3318348367772","88,9943878579775","88,31459411019341"
500,"0,01",127,-1,50,"0,8",1,"1,0","0,0","0,0","74,3957967107101","415,47108047398444","338,6115219806965","74,3957967107101","380,65168710285707","338,6115219806965","74,3957967107101","60,2943703918841","66,21602408876925","68,51597491195295","69,8361510779451","80,03464973989445","88,29463177622809","87,5787749882968"
500,"0,01",127,-1,50,"1,0",1,"1,0","0,0","0,0","74,45507819829587","434,86211516448145","358,0633457108742","74,45507819829587","399,7655250076734","358,0633457108743","74,45507819829585","61,155889025844814","66,07306378989466","64,84795271791043","68,976321082953","79,91532765649836","89,86724317432723","90,34974994064262"
500,"0,01",63,-1,1,"1,0",1,"1,0","0,0","0,0","74,53832922838305","392,2929045838914","317,798024598884","74,53832922838305","358,24265181898164","317,79802459888396","74,53832922838305","60,32950248458561","65,09376924485258","69,39624796607569","69,58289784270008","78,16055929924435","89,76607917551154","89,43924858571145"
50,"0,1",63,-1,50,"1,0",1,"1,0","0,0","0,0","74,56595108817352","401,3221563836554","325,51090102267096","74,56595108817352","368,3852384188784","325,51090102267096","74,5659510881735","59,587384860773696","63,55680225627747","67,97848794189919","69,61280438620575","82,48882546366963","89,94413575068913","88,79321695769973"
500,"0,1",127,-1,1,"0,8",1,"1,0","0,0","0,0","74,93677158121044","394,5360966135469","316,843352747822","74,93677158121044","357,031180003482","316,843352747822","74,93677158121045","61,001570088723014","61,25476874675569","71,42293613854112","76,25271610444639","79,22813928681572","86,60904450040543","88,78822620278575"
50,"0,1",127,-1,20,"1,0",1,"1,0","0,0","0,0","75,23634991974518","408,04777464534766","333,57980011849247","75,23634991974518","375,63914727707095","333,57980011849247","75,23634991974518","62,16533850239395","69,97260643707187","69,80354653107737","68,95505965218251","78,92827227988263","86,9172096025365","89,91241643307143"
500,"0,01",63,-1,20,"1,0",1,"1,0","0,0","0,0","75,46815669011178","397,25045328862115","322,5105225284585","75,46815669011178","364,1072991678212","322,5105225284586","75,46815669011178","61,096816473979345","67,61532893943681","69,53037377506998","70,48198339313478","80,75841827230336","89,90379730572184","88,89037867113638"
500,"0,01",63,-1,50,"1,0",1,"1,0","0,0","0,0","75,82832836828803","409,4980349502952","333,8823249065323","75,82832836828803","374,0349231176859","333,88232490653223","75,82832836828801","61,32894863139719","66,43789726982253","69,66225914859496","71,27859986340505","82,82914768784346","90,63174979197073","88,62969618498227"
500,"0,01",127,-1,20,"0,8",1,"1,0","0,0","0,0","75,91946615548004","421,47765331222274","344,22044202785094","75,91946615548004","385,9695437310855","344,2204420278509","75,91946615548002","61,899546949846254","70,72588783318807","70,62142239675131","71,03315063919337","79,36110207607526","88,183881931021","89,61127126228499"
200,"0,1",63,-1,20,"1,0",1,"1,0","0,0","0,0","75,98547830195895","363,99982572473795","293,18656704378543","75,98547830195895","331,5513432400077","293,18656704378543","75,98547830195896","59,72201964964432","63,44201199449674","72,44915984304359","73,8708352304424","81,82186457720647","92,44290714124162","88,14954967763757"
200,"0,1",127,-1,1,"0,8",1,"1,0","0,0","0,0","76,27177562084466","405,47169166981223","326,1906779090795","76,27177562084466","366,1296692845572","326,1906779090795","76,27177562084468","60,69554494760062","63,82621720087744","74,48146043454204","79,10152483136548","80,14082608668372","87,1434103716004","88,513445473243"
200,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0","76,27440349584421","395,4160884774136","312,07466456219674","76,27440349584421","352,6846793892042","312,07466456219674","76,27440349584423","59,7400831408232","63,558061359412875","76,4563721471271","79,29207286486863","80,22054947459394","89,50665207014411","85,14703341393968"
50,"0,1",63,-1,20,"1,0",1,"1,0","0,0","0,0","76,28175056545034","418,19937472863387","339,9388660326315","76,28175056545034","382,7520687359634","339,93886603263144","76,28175056545034","59,814693375219655","67,89655688037543","70,7001068045812","69,91149051773789","82,57292785917862","93,00422170178926","90,07225681927034"
200,"0,1",63,-1,1,"0,8",1,"1,0","0,0","0,0","76,46159239823095","383,28143295729006","305,31208078757504","76,46159239823095","344,74736507400405","305,3120807875751","76,46159239823093","58,251211105033406","61,45584218159849","77,23579513489523","73,14658489540395","81,65344978025422","93,81865232540869","89,66961136502259"
