n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",127,-1,50,"0,8",1,"1,0","0,0","0,0","55,53422332692372","353,37320760020873","275,3282712581334","55,53422332692372","335,6534224502818","278,9276119616379","56,29711837202063","49,7770446944196","45,08007124445454","47,27225420589935","63,22816754814404","72,74048736038957","57,621831870481415","58,48535771261743"
