n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",15,-1,1,"0,8",1,"1,0","0,0","0,0",2021-01-01,2023-12-31 23:00:00,"57,50183240086318","284,24783846152036","235,1188836894828","57,50183240086318","273,4463965546875","235,11888368948283","57,50183240086318","54,1597054762515","48,75835961379062","47,92626523567344","50,15786322187309","51,76473561589481","61,039918166497316","88,70597947606146"
