n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",15,-1,1,"0,8",1,"1,0","0,0","0,0","67,3810889265101","393,11725863807874","325,2689877509357","67,3810889265101","377,0200108367339","327,9236312997891","68,0522814583053","54,08239437730138","55,946366907134085","55,45895860783617","83,81903191554663","91,75168326858362","68,08738273250397","67,48880407386599"
