n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_window,val_start,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
500,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,51706799975798","316,281977860672","269,9465063036754","73,51706799975798","305,73030554971047","269,9465063036754","73,51706799975798","66,47980860867659","52,841262664483196","50,84915086346622","66,71781135785169","80,42328359219992","80,53399764481497","116,77416126681334"
500,"0,01",127,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,56164779357613","318,4581666493618","271,50445979055405","73,56164779357613","307,95772988374875","271,50445979055405","73,56164779357611","66,41170295773303","51,57487204903901","51,35075276405886","66,25641448752128","79,63171419947079","80,41834905651058","119,28772904069929"
500,"0,01",127,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,83515324595021","318,86773919378203","271,5751399939212","73,83515324595021","308,07834540634457","271,5751399939212","73,83515324595021","66,76415155858462","51,39026266199238","51,216611870918754","66,35655301492439","80,4547058364881","80,75163022600807","119,91215755273515"
50,"0,1",127,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,8804268091956","320,00759018159806","272,38647385435644","73,8804268091956","309,13615811810286","272,38647385435644","73,8804268091956","67,17950935530081","51,43878342015163","51,83742916442655","66,1570477504975","80,5456611415534","80,87937443097519","119,12518240146406"
500,"0,01",127,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,88286483166561","319,7095589301359","272,769138486125","73,88286483166561","309,19198239112603","272,769138486125","73,88286483166561","67,25246837612994","52,593479413209124","51,66134530290414","65,75165822134831","80,78288782522425","81,0752755571799","118,0629391256636"
500,"0,1",127,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"73,9418734469744","317,0802951953421","271,5204675022508","73,9418734469744","306,71484088404225","271,5204675022508","73,94187344697441","66,41327236014662","52,78043106173278","51,577604105859","69,3943921207626","81,69367229145574","80,28094661469635","115,45279557416768"
500,"0,01",127,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,09628018463732","320,221317610026","273,0129325182455","74,09628018463732","309,54042749738124","273,01293251824546","74,09628018463732","67,21354299082896","52,56424656220645","51,75074194924842","66,59915155309659","81,18400317541705","81,43028214016803","117,9319929214958"
50,"0,1",127,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,15120817291069","320,4475688211776","273,646420965885","74,15120817291069","309,70028714957203","273,64642096588494","74,1512081729107","67,70751757921295","52,97533054332784","51,61317721781682","67,18293301510094","82,83077390739155","80,96439975045723","115,78432519706752"
50,"0,1",127,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,16886600583719","319,78015306895503","272,79927225138914","74,16886600583719","309,36872846848513","272,79927225138914","74,16886600583719","67,13517884145998","52,31510770317274","51,51603432490381","66,74771512771625","80,63939198911999","81,52650530694012","119,30212874754744"
500,"0,01",127,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,35858981770102","321,0569189845694","273,9740530401374","74,35858981770102","310,427190929734","273,9740530401374","74,35858981770103","67,4779427455101","52,48021140158375","51,74371601802417","66,4527902856029","81,12731303302715","81,7735810059307","119,45457423422835"
500,"0,01",63,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,66745844847941","320,89515835757567","273,75823784433857","74,66745844847941","310,22574790913575","273,75823784433857","74,66745844847942","67,42268040923551","51,75808900306034","51,751119100037926","67,36686366029616","81,23216190474963","81,41124492774014","121,73005013423614"
50,"0,1",63,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,7856960449333","321,5193520209822","274,1930803634443","74,7856960449333","310,76043122069757","274,19308036344427","74,7856960449333","67,75259602875502","51,65458453368758","51,90875397916567","67,35886769956238","82,87766659942594","80,7724122521231","121,17499122181343"
500,"0,01",127,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"74,96290798180043","321,74799106065706","274,26265592534077","74,96290798180043","311,04335873748784","274,26265592534077","74,96290798180043","68,0580314599119","52,80244027782351","51,36350606280919","66,24644303339207","81,9406122871966","82,23911727000483","122,09020548146486"
500,"0,01",15,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,14216058717969","323,5332965402795","275,98042767743937","75,14216058717969","312,16121432333074","275,9804276774394","75,14216058717969","67,95599200721176","52,925680492317326","50,94248363024268","68,90981717809805","83,20505732082441","80,99917543830134","121,05691804326236"
50,"0,1",127,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,16399595664811","323,6473762416887","275,94244809760573","75,16399595664811","312,75346195825875","275,94244809760573","75,16399595664812","68,44402237997045","53,57824343249959","51,72098549629031","67,58716200447573","82,3799977140321","81,72711710525567","120,71044356401298"
500,"0,01",15,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,2124549756625","324,11387132252304","276,5038031396755","75,2124549756625","312,6679964874006","276,5038031396754","75,2124549756625","67,88214377453967","53,25118596405532","50,98008115454162","69,31033179802264","83,11472003397175","80,93998565291784","121,0087364515886"
50,"0,1",127,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,24096701033157","322,90883908292017","275,25157110936016","75,24096701033157","312,1026257573316","275,2515711093601","75,24096701033157","68,32379792713957","52,63272745626023","51,41550060873402","66,9276852124384","82,97521956957813","82,04831292782185","122,36352537034875"
500,"0,01",15,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,45471845733061","324,1901480379334","276,4458414232538","75,45471845733061","312,7994017366652","276,44584142325385","75,4547184573306","68,28518166613361","52,94259594090789","50,98461991743477","69,03094875022302","83,14681660930239","81,38867738091679","122,40418893639571"
500,"0,01",15,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,57647401679706","325,2540762757194","277,6329081670672","75,57647401679706","313,78177527923935","277,6329081670673","75,57647401679706","68,31702252532207","53,42704601122239","51,12464565317001","69,85264951605896","84,1290528735468","81,35969798262154","120,82520355563763"
500,"0,01",15,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,58168191272385","324,9428109979829","277,39776963886277","75,58168191272385","313,5322494611347","277,3977696388628","75,58168191272385","68,24622715235489","53,44686397698483","51,112898398354886","69,45443948714319","83,75432269876313","81,49602496430863","121,56099671115734"
500,"0,01",15,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,63691333685608","324,7387429959749","276,9743000880456","75,63691333685608","313,2886743025291","276,97430008804554","75,63691333685608","68,31517697013199","52,87553112575181","50,99550256817259","69,63325021295816","83,94736637905326","81,30596058019208","122,38560552173261"
50,"0,1",63,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,66582096364247","323,9114511747226","276,4307164442748","75,66582096364247","313,08312154397163","276,4307164442749","75,66582096364247","67,88365087570835","51,964297484782534","52,088655313546454","67,62172587349073","82,7444054672687","83,07391398467635","124,28409774602417"
50,"0,1",15,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"75,73307229337635","324,93183155338534","277,4159428524956","75,73307229337635","313,3570036110555","277,41594285249556","75,73307229337637","68,46700559819938","53,15575337673815","50,77642525326465","70,18987798361745","84,18964471705696","81,67730502552959","121,67549409922827"
50,"0,1",63,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,18556994991654","325,4535403033991","277,6896000883461","76,18556994991654","314,5622195326497","277,6896000883461","76,18556994991654","69,0554075461689","51,93642945922207","52,239784947223285","69,24542472669565","82,49168430389548","83,64321869424109","124,68703997196933"
500,"0,01",63,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,20959519222714","325,2734022449341","277,67030479163043","76,20959519222714","314,29293022313954","277,67030479163043","76,20959519222713","68,73591134711228","52,17974706606269","52,156900013876076","68,58963957991523","83,45057820479656","83,03612932345476","125,31826081037232"
50,"0,1",15,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,2769534325191","325,37649798093605","277,58429484785864","76,2769534325191","313,76559980451606","277,58429484785864","76,2769534325191","68,3485687602228","52,89848414872563","50,88153590196529","71,26818581337727","84,69214139879297","82,26153869692286","123,58821930762682"
50,"0,1",63,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,29357632095949","326,0035980796434","278,08332636713806","76,29357632095949","315,05901372334654","278,083326367138","76,29357632095949","68,62175537786226","51,892446573402275","52,49082239840546","68,5014601934569","83,56742954691408","83,41169439309604","125,5694257635794"
50,"0,1",63,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,32936636230575","325,377111271212","277,7837201229844","76,32936636230575","314,3598355384824","277,7837201229844","76,32936636230576","68,70714370503956","52,03158105008289","52,28874996593966","68,32284750386954","83,7017761547484","83,35918294994603","125,89428320651413"
500,"0,01",63,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,38033667707424","325,84838369189094","278,03585034285186","76,38033667707424","314,84072070191377","278,0358503428519","76,38033667707425","68,96816439597222","51,8993789335038","52,19958074933076","68,90542179444688","83,4029533539803","83,21688832457656","126,06996918770922"
500,"0,01",63,-1,50,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,40440233897361","326,10718643587785","278,1013190647978","76,40440233897361","315,04842351934474","278,1013190647978","76,40440233897361","68,91112895822181","52,02297685607277","52,3265590954387","69,04045340932848","83,70145311221376","83,13661604172002","125,69162889981976"
50,"0,1",15,-1,20,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,5594869840954","325,9504025092854","278,0441742902683","76,5594869840954","314,1994702131682","278,04417429026824","76,5594869840954","70,36835284138493","53,02415484416904","51,04384822204298","69,54548477946227","85,45407885829442","81,8046759835394","124,67581335977476"
500,"0,01",63,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,62038001293833","326,28153527963093","278,44984873575675","76,62038001293833","315,262303750414","278,44984873575675","76,62038001293833","68,91792905680322","52,13860113130649","52,17378104649184","68,94586099885159","84,04467087156509","83,58074117575292","126,54107580979712"
50,"0,1",15,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,70658672635582","327,38245569804826","278,9185176701228","76,70658672635582","315,6318461100515","278,9185176701228","76,70658672635584","70,01549029997916","52,96885526059495","51,047054098212314","69,94582311414376","85,09196315217565","82,4450779517955","125,43184320758948"
500,"0,01",63,-1,1,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"76,797102111611","327,51980542924565","279,51713643260723","76,797102111611","316,4055818979906","279,5171364326073","76,797102111611","69,34433598835346","52,173718957866114","52,570286232583925","69,30953679303042","84,09167737902288","84,17525998062234","125,9148994497979"
50,"0,1",15,-1,50,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"77,1415089419676","327,7242449951067","279,21974245775965","77,1415089419676","315,74345019751655","279,21974245775965","77,1415089419676","70,55283782473427","52,658284905397046","50,815551507252806","70,50709106183913","86,42793368185922","82,58719021481505","126,4416733978757"
50,"0,1",15,-1,20,"1,0",1,"1,0","0,0","0,0",3 years,2024-01-01,"77,38608614759409","329,58468235085166","281,11402485882684","77,38608614759409","317,6932073678407","281,1140248588269","77,38608614759407","69,73340904183394","53,306081485733976","51,51311733976411","72,12054034013133","86,28511043922265","84,50109836520936","124,24324602126318"
50,"0,1",63,-1,1,"0,8",1,"1,0","0,0","0,0",3 years,2024-01-01,"77,60705750037407","329,7065348135287","281,23260362404426","77,60705750037407","318,57123094772317","281,23260362404426","77,60705750037407","70,20888967122431","52,586961496005095","52,73636814617009","69,31121227747752","84,75550941109817","84,6532665787097","128,99719492193367"
