n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",15,-1,1,"0,8",1,"1,0","0,0","0,0",2022-01-01,2024-12-31 23:00:00,"42,089977965900076","204,00987881289606","147,15901306025324","42,089977965900076","187,88837470209063","147,15901306025327","42,089977965900076","32,73430363208019","34,749422617613966","39,73034415227609","50,512254025740816","59,95925924633014","38,67618298200239","38,26807910525699"
