n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,subsample_freq,colsample_bytree,reg_alpha,reg_lambda,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
200,"0,01",15,-1,1,"0,8",1,"1,0","0,0","0,0",2024-01-01,2024-12-31 23:00:00,"72,2601538198814","423,30704274475886","347,8476107800276","72,2601538198814","404,71505699825485","350,1894579246148","72,89125754657064","56,37100308653174","59,39062607195611","56,0843334282455","89,89018605210222","104,58872226385284","72,83362412695179","71,39800499750889"
