hidden_size,layers,learning_rate,epochs,batch_size,price_zone,train_window_hours,train_start,train_end,validation_start_time,validation_end_time,val_window,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
32,2,"0,001",30,32,DK1,26304,2022-01-01,2024-12-31 23:00:00,2025-01-01,2026-01-01,8760,"55,109747882572776","359,9348358246654","275,88230875209683","55,109747882572776","343,4194859487068","278,59002436096046","55,738078436604106","44,45830549944569","54,83400418853552","54,108238606542656","61,29592507722392","71,3883737378342","52,98443000729993","51,314190649676746"
