hidden_size,layers,learning_rate,epochs,batch_size,price_zone,train_window_hours,train_start,train_end,validation_start_time,validation_end_time,val_window,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
32,2,"0,001",60,32,DK1,26304,2022-01-01,2024-12-31 23:00:00,2025-01-01,2026-01-01,8760,"75,99395575632617","426,8342175075363","340,4429217627986","75,99395575632617","396,6726400998038","343,1020412241686","76,85013320567191","45,96864367121746","53,92429282815576","60,823586341031586","77,37436662288803","119,01558196947937","92,41923057313787","89,01910523253284"
