max_depth,learning_rate,n_estimators,subsample,colsample_bytree,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
3,"0,05",200,"0,7","1,0",2022-01-01,2024-12-31 23:00:00,"33,07405901839725","121,66690986306192","83,30482638629958","33,07405901839725","111,89807122697276","83,30482638629957","33,07405901839725","25,534812825698342","27,262026787925794","31,51592817337439","41,33077010063","46,543762828427965","30,642632932667787","28,68847948005651"
