max_depth,learning_rate,n_estimators,subsample,colsample_bytree,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
3,"0,05",200,"0,7","0,7",2022-01-01,2024-12-31 23:00:00,"32,14388040020795","127,28702435081065","90,62142600682958","32,14388040020795","117,84401644498715","90,62142600682957","32,143880400207955","23,92847916834114","25,508740784011618","27,54400728126109","42,708558858765585","48,086461238898174","27,829696448975874","29,401219021202184"
