max_depth,learning_rate,n_estimators,subsample,colsample_bytree,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
7,"0,05",200,"0,7","0,9","63,69565249427747","383,7801539628881","263,15102503035473","63,69565249427747","309,4463626100957","263,1510250303548","63,695652494277475","47,41888239542314","47,146290017767456","62,49445543316378","54,51638417775503","72,39647834800292","79,17660798563944","82,72046910219052"
7,"0,2",600,"0,7","0,7","63,70659552094066","378,5786937217173","259,542229819749","63,70659552094066","306,9370051616973","259,542229819749","63,70659552094066","47,98162761036703","48,55564951520559","60,90194878163857","55,47104817701163","73,4963016036599","76,59512265534876","82,94447030335314"
7,"0,1",600,"1,0","0,9","63,71344788761799","387,471237316956","263,18678263674775","63,71344788761799","310,06637656255305","263,18678263674775","63,71344788761798","47,2870835980235","47,41439457449226","61,91487092880524","54,93010427306263","72,8589295693643","77,06698298521246","84,52176928436546"
7,"0,05",400,"0,7","0,9","63,71583483767839","387,077909901397","264,41394821361","63,71583483767839","311,17672155897606","264,41394821361","63,71583483767839","47,346045259923805","47,25817335494132","62,763818477484364","55,26948139659835","72,33077866910774","77,70411947480287","83,33842723089028"
5,"0,05",400,"0,9","0,7","63,7287682709017","382,9819053184841","263,3900476551245","63,7287682709017","308,6298409042597","263,3900476551245","63,728768270901696","47,73702397457433","46,23475100206356","62,12318923759712","56,05069375522797","73,33133949506693","79,91170011279968","80,71268031898231"
5,"0,1",400,"1,0","0,7","63,73382065173551","390,55377879511343","262,0615536468882","63,73382065173551","311,2021024278846","262,0615536468882","63,73382065173551","46,4252438631689","46,379684013025965","60,88123732279289","54,395806780581","74,42989711646354","81,24944989696172","82,37542556915453"
5,"0,1",200,"1,0","0,7","63,73633770300995","382,71165305114494","260,99258112917846","63,73633770300995","308,3703928660424","260,99258112917846","63,736337703009944","46,920906619178794","46,51556175710084","60,82497303554673","55,091290813953876","74,55139680792675","80,67846151020365","81,57177337715903"
5,"0,2",200,"0,9","0,7","63,74620863166486","396,078744281083","264,7533734362805","63,74620863166486","313,36709152437004","264,75337343628047","63,746208631664864","46,541309917778264","47,908287090392726","62,21250409396552","56,7643752695302","74,92860305250022","77,22411279787346","80,64426819961366"
3,"0,1",400,"0,9","1,0","63,764303429331605","396,26774307168387","269,6381234077647","63,764303429331605","315,2627943865252","269,6381234077647","63,76430342933162","49,299756394228204","46,19425318961607","64,07474074181064","55,116865242516695","72,84464444872029","77,25633819427925","81,56352579415014"
7,"0,05",600,"0,7","0,9","63,774071645091894","387,23832730574475","264,2329114347176","63,774071645091894","310,80419109157083","264,2329114347176","63,774071645091894","46,7644276773554","47,09983579783689","62,98282827297284","55,36734438914003","72,78722758954075","77,29961224186836","84,117225546929"
