kernel,C,gamma,epsilon,degree,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
poly,"0,1",auto,"0,1",2,2022-01-01,2024-12-31 23:00:00,"54,12899698612733","383,89676888926016","292,18072864391064","54,12899698612733","365,4565515207736","294,8914833019337","54,70540762505622","47,51163544533523","46,56228927486112","51,03326399512502","62,035280247321275","71,83155207411029","52,722980954356665","51,37919315697093"
