order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(2, 1, 1)","63,28618328298986","414,2576403024072","330,3300258723317","63,28618328298986","395,99128995798145","334,465273740008","64,12306233408061","45,37446660220193","57,83071481457831","64,21132944467534","74,95228560763283","81,8057616598832","61,64593088449885","63,401497243014575"
