kernel,C,gamma,epsilon,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
rbf,"1,0",auto,"0,5",2022-01-01,2024-12-31 23:00:00,"52,23976651986153","330,48325209068673","255,28904307241828","52,23976651986153","314,7508214066353","258,2208159612119","52,90434121256767","45,74650443027971","45,93194900896705","48,97269348426234","61,369994165640534","71,09977980880629","47,508880958680635","49,83823733868884"
