order,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"(1, 1, 0)","199,99892649990696","734576550,6948801","648140412,1430235","199,99892649990696","718477347,9413437","654062654,4658445","199,99892604097116","199,99885358488842","199,999160795736","199,99906200782527","199,99919086510266","199,99923362062597","199,9992957655857","199,99768704042012"
