alpha,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
"0,0001",2022-01-01,2024-12-31 23:00:00,"53,448956111902895","298,94765354406456","226,64619217313472","53,448956111902895","277,3941790613129","229,61611793211245","54,19900744532308","46,22417829562927","48,09760020190012","49,38847890597271","60,55120758090103","71,54852751239386","51,43397916822903","52,302442551268136"
