max_depth,learning_rate,n_estimators,subsample,colsample_bytree,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
7,"0,05",400,"1,0","0,7",2022-01-01,2024-12-31 23:00:00,"78,98900025639972","428,39193819855717","362,9933704063329","78,98900025639972","409,7644294506171","366,9181646368338","79,90247338965092","61,101790270480215","71,74487302438047","87,20012197537368","92,06243813409199","98,3035799628853","78,82373443496876","70,44232752382159"
