kernel,C,gamma,epsilon,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
rbf,10,auto,"0,5",2022-01-01,2024-12-31 23:00:00,"42,691998736519054","207,11653109506275","163,84138802681753","42,691998736519054","194,169413662965","163,84138802681755","42,69199873651904","34,741430032754195","33,594274262833544","34,9770642610966","53,02624559507174","64,10021369035165","38,4634333180593","39,9413299954662"
