kernel,C,gamma,epsilon,degree,train_start,train_end,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
poly,"0,1",scale,"0,1",2,2022-01-01,2024-12-31 23:00:00,"54,39876681691333","385,30365612696926","292,3997835167733","54,39876681691333","362,4443057408375","292,3997835167733","54,39876681691333","47,485959529232865","46,202207897988224","50,62959365784799","61,937292496250045","71,65791646601357","52,08086662623571","50,79753104482484"
